year,date,TMAX_C,TMIN_C,TMIN_source,red_y,black_y,Meng_single_T_C,RAIN_mm
2020,2020-08-04,33.62338391606148,22.067527366586575,black_curve,352.0,518.0,29.328064572090035,0.0
2020,2020-08-05,35.642178132536,23.042117677988074,black_curve,323.0,504.0,28.326747521388988,1.0354699287092706
2020,2020-08-06,36.964836412295185,22.868083693809233,black_curve,304.0,506.5,30.671937103227272,0.0
2020,2020-08-07,37.591358755339,21.545425414050058,black_curve,295.0,525.5,30.566532839527973,0.0
2020,2020-08-08,37.73058594268207,21.7194593982289,black_curve,293.0,523.0,29.48616761700437,1.0354699287092706
2020,2020-08-09,35.990246100893685,23.320572052674216,black_curve,318.0,500.0,29.881421878655594,0.0
2020,2020-08-10,36.05985969456522,22.833276896973466,black_curve,317.0,507.0,30.856389538749127,0.0
2020,2020-08-11,35.29411016417833,22.902890490645007,black_curve,328.0,506.0,29.67062005252622,0.0
2020,2020-08-12,31.813430480601554,22.345981741272716,black_curve,378.0,514.0,28.432145083819055,0.0
2020,2020-08-13,29.098500327411667,27.567001266637885,black_curve,417.0,439.0,29.011858482261363,2.028675778695714
2020,2020-08-14,29.1681139210832,17.33380299692216,black_curve,416.0,586.0,24.26877383610052,0.0
2020,2020-08-15,32.3007256363023,17.82109815262291,black_curve,371.0,579.0,25.849804285243884,0.0
2020,2020-08-16,34.18029266543376,18.90010885453171,black_curve,344.0,563.5,26.034256720765736,0.0
2020,2020-08-17,34.38913344644837,20.04873315011205,black_curve,341.0,547.0,27.378129251902973,0.0
2020,2020-08-18,32.091884855287695,19.422210807068225,black_curve,374.0,556.0,28.82740604673951,0.0
2020,2020-08-19,31.395748918572338,18.30839330832366,black_curve,384.0,572.0,26.903820117159967,1.0354699287092706
2020,2020-08-20,33.20570235403226,26.188236532235216,mean_identity_fallback,358.0,,29.69696944313374,0.0
2020,2020-08-21,32.23111204263077,18.934915651367476,black_curve,372.0,563.0,28.27404203890472,0.0
2020,2020-08-22,32.579180010988445,18.79568846402441,black_curve,367.0,565.0,28.115938993990387,0.0
2020,2020-08-23,35.3289169610141,20.46641471214126,black_curve,327.5,541.0,26.58761402733129,0.0
2020,2020-08-24,37.03445000596672,21.6150390077216,black_curve,303.0,524.5,26.613963417938812,0.0
2020,2020-08-25,31.012874153378895,33.071443896565164,mean_identity_fallback,389.5,,32.04215902497203,0.0
2020,2020-08-26,26.52279736156485,23.49036979481102,mean_identity_fallback,454.0,,25.006583578187936,3.043013668043571
2020,2020-08-27,25.61782064383489,14.329477224315461,mean_identity_fallback,467.0,,19.973648934075175,0.0
2020,2020-08-28,27.079706110937135,14.305611672210368,black_curve,446.0,629.5,21.13306902969056,0.0
2020,2020-08-29,28.680818765382455,14.340418469046135,black_curve,423.0,629.0,22.23979034409091,0.0
2020,2020-08-30,29.585795483112417,14.549259250060736,black_curve,410.0,626.0,22.76679826004895,0.0
