solar_date,year,dtr_c,clouds,sunset_reduction_c,ts_capped_at_tmin,rise_monotonic,postpeak_to_midnight_monotonic,midnight_to_tmin_monotonic,below_tmin_c,above_tmax_c
2004-07-05,2004,16.1,0.26188233934292837,2.658689961229971,NO,YES,YES,YES,0.0,0.0
2004-07-08,2004,15.0,0.09407884512678799,0.14694002348258195,NO,YES,YES,YES,0.0,0.0
2004-07-12,2004,16.2,0.05981161539355495,0.6539306590159555,NO,YES,YES,YES,0.0,0.0
2004-07-13,2004,16.1,0.08712520097621745,0.8845151520595209,NO,YES,YES,YES,0.0,0.0
2004-07-14,2004,15.2,0.15486753379779405,0.4837695237918638,NO,YES,YES,YES,0.0,0.0
2004-07-28,2004,15.1,0.09407720848501278,0.22040620086269413,NO,YES,YES,YES,0.0,0.0
2004-08-23,2004,16.1,0.5403018218032152,5.485268816777349,NO,YES,YES,YES,0.0,0.0
2004-09-07,2004,15.3,0.11304801585357227,0.4414190587107143,NO,YES,YES,YES,0.0,0.0
2004-09-08,2004,16.1,0.6492907008813322,6.591749075880472,NO,YES,YES,YES,0.0,0.0
2005-05-04,2005,15.4,0.017052718325812788,0.07990298439122512,NO,YES,YES,YES,0.0,0.0
2005-05-05,2005,16.3,0.04050093347337924,0.47443249124905407,NO,YES,YES,YES,0.0,0.0
2005-05-30,2005,15.5,0.11080761407950879,0.6057393335911065,NO,YES,YES,YES,0.0,0.0
2005-06-20,2005,15.2,0.4736028091787061,1.4794230904588304,NO,YES,YES,YES,0.0,0.0
2005-06-25,2005,15.1,0.538933525447912,1.2626255899210115,NO,YES,YES,YES,0.0,0.0
2005-07-22,2005,15.1,0.12149861689775299,0.28464969349905545,NO,YES,YES,YES,0.0,0.0
2005-08-23,2005,15.4,0.35074862453073963,1.64348353943668,NO,YES,YES,YES,0.0,0.0
2005-09-07,2005,16.0,0.06623174211708505,0.6206768628288941,NO,YES,YES,YES,0.0,0.0
2006-05-18,2006,19.7,0.5823035418949867,14.707755074300852,YES,YES,YES,YES,0.0,0.0
2006-05-20,2006,15.4,0.12976637821143833,0.6080391814740338,NO,YES,YES,YES,0.0,0.0
2006-05-25,2006,15.3,0.03553886693243413,0.1387687618443465,NO,YES,YES,YES,0.0,0.0
2006-06-15,2006,16.2,0.8694715199409433,9.506081390536252,NO,YES,YES,YES,0.0,0.0
2006-07-07,2006,17.5,0.46266035957420804,9.755379906259439,NO,YES,YES,YES,0.0,0.0
2006-07-30,2006,15.0,0.08060406138036047,0.12589400577844856,NO,YES,YES,YES,0.0,0.0
2006-07-31,2006,16.1,0.08320675354502405,0.8447341692140924,NO,YES,YES,YES,0.0,0.0
2006-08-17,2006,16.3,0.8104878988560275,9.494146430827765,NO,YES,YES,YES,0.0,0.0
2006-09-13,2006,14.9,0.057709877045977964,0.045067999489603494,NO,YES,YES,YES,0.0,0.0
2006-09-24,2006,15.3,0.03337492479561699,0.13031920796296248,NO,YES,YES,YES,0.0,0.0
2007-05-02,2007,14.9,0.013465136257367671,0.010515474733917785,NO,YES,YES,YES,0.0,0.0
2007-05-06,2007,14.9,0.05251525703528459,0.041011308608002395,NO,YES,YES,YES,0.0,0.0
2007-05-07,2007,16.2,0.5296498067740281,5.7907522629582004,NO,YES,YES,YES,0.0,0.0
2007-05-23,2007,16.4,0.08857554998064077,1.106756221473379,NO,YES,YES,YES,0.0,0.0
2007-05-28,2007,18.2,0.8027792768068526,13.422055511953001,YES,YES,YES,YES,0.0,0.0
2007-06-29,2007,16.8,0.7120234485155468,11.12096370911252,NO,YES,YES,YES,0.0,0.0
2007-08-11,2007,14.9,0.12140112571059913,0.09480709631738193,NO,YES,YES,YES,0.0,0.0
2007-08-12,2007,23.6,0.8026133552679942,18.108865670660958,YES,YES,YES,YES,0.0,0.0
2007-09-16,2007,16.4,0.0,0.0,NO,YES,YES,YES,0.0,0.0
2008-05-08,2008,15.5,0.09893160770084053,0.540818125339328,NO,YES,YES,YES,0.0,0.0
2008-06-10,2008,15.6,0.14774399827817497,0.9230345694464255,NO,YES,YES,YES,0.0,0.0
2008-06-11,2008,19.4,0.6510361969969868,14.146196915834688,YES,YES,YES,YES,0.0,0.0
2008-06-15,2008,15.8,0.19723591112092842,1.5402957685470824,NO,YES,YES,YES,0.0,0.0
2008-06-22,2008,15.6,0.12237196209245937,0.7645220967261004,NO,YES,YES,YES,0.0,0.0
2008-08-07,2008,15.8,0.11524655939661799,0.9000074416944486,NO,YES,YES,YES,0.0,0.0
2009-05-18,2009,15.3,0.17449905491392714,0.6813671870701903,NO,YES,YES,YES,0.0,0.0
2009-05-19,2009,18.2,0.7008324813805603,13.569203787404664,YES,YES,YES,YES,0.0,0.0
2009-05-27,2009,14.9,0.1439112744332215,0.11238619062620714,NO,YES,YES,YES,0.0,0.0
2009-06-03,2009,16.5,0.5792499190372591,7.6901185492098385,NO,YES,YES,YES,0.0,0.0
2009-07-12,2009,15.2,0.1433572330102546,0.4478140682219447,NO,YES,YES,YES,0.0,0.0
2009-08-08,2009,15.8,0.05301619507283273,0.41402511576648493,NO,YES,YES,YES,0.0,0.0
2009-08-09,2009,14.9,0.2686557880341315,0.2098042750698319,NO,YES,YES,YES,0.0,0.0
2009-08-25,2009,15.4,0.0697903091233687,0.32701261312117325,NO,YES,YES,YES,0.0,0.0
2009-08-29,2009,17.4,0.12812016602409837,2.601411000787941,NO,YES,YES,YES,0.0,0.0
2009-09-02,2009,15.2,0.5111619615721537,1.5967489935827786,NO,YES,YES,YES,0.0,0.0
2010-05-14,2010,17.5,0.7053131218095682,13.141185437608055,YES,YES,YES,YES,0.0,0.0
2010-05-17,2010,17.2,0.09929687660015618,1.861079654161614,NO,YES,YES,YES,0.0,0.0
2010-05-18,2010,16.0,0.06632556423585267,0.6215560971126273,NO,YES,YES,YES,0.0,0.0
2010-07-14,2010,15.8,0.08958577994932737,0.6996119367600109,NO,YES,YES,YES,0.0,0.0
2010-08-11,2010,18.3,0.19874257591213085,5.432216751946836,NO,YES,YES,YES,0.0,0.0
2010-08-24,2010,16.5,0.4010106597663341,5.323815181926005,NO,YES,YES,YES,0.0,0.0
2010-09-11,2010,16.0,0.1453513117983728,1.3621292952795052,NO,YES,YES,YES,0.0,0.0
2010-09-12,2010,15.1,0.36876998202706346,0.863962611557902,NO,YES,YES,YES,0.0,0.0
2011-05-17,2011,17.0,0.7210126527449274,12.387500886206317,NO,YES,YES,YES,0.0,0.0
2012-05-14,2012,15.7,0.17123780301624492,1.2035393337451374,NO,YES,YES,YES,0.0,0.0
2012-08-22,2012,15.1,0.07821877817442546,0.1832527135017301,NO,YES,YES,YES,0.0,0.0
2012-08-25,2012,15.2,0.5244495272067533,1.6382562039177593,NO,YES,YES,YES,0.0,0.0
2012-09-01,2012,15.4,0.023925358159631926,0.11210573487804609,NO,YES,YES,YES,0.0,0.0
2014-05-18,2014,15.5,0.03122502153795248,0.17069426045213376,NO,YES,YES,YES,0.0,0.0
2014-07-11,2014,14.9,0.08072134981897328,0.06303859822024904,NO,YES,YES,YES,0.0,0.0
2014-07-20,2014,15.6,0.11580153774936963,0.7234731954151634,NO,YES,YES,YES,0.0,0.0
2014-09-01,2014,16.1,0.1407310246567246,1.428733848289351,NO,YES,YES,YES,0.0,0.0
2014-09-06,2014,15.4,0.05831660612018408,0.2732509139916388,NO,YES,YES,YES,0.0,0.0
2014-09-15,2014,15.3,0.04582398295144752,0.17892909723425632,NO,YES,YES,YES,0.0,0.0
2014-09-18,2014,15.3,0.06385334816725752,0.24932843474251598,NO,YES,YES,YES,0.0,0.0
2020-05-01,2020,14.9,0.5906052185653397,0.46122773173909337,NO,YES,YES,YES,0.0,0.0
2020-05-03,2020,15.4,0.13367358225325865,0.6263469525637824,NO,YES,YES,YES,0.0,0.0
2020-05-05,2020,16.9,0.36273575881563525,5.948778483498057,NO,YES,YES,YES,0.0,0.0
2020-05-06,2020,17.9,0.40712441836071434,9.85614256277613,NO,YES,YES,YES,0.0,0.0
2020-05-08,2020,15.7,0.09926312660897108,0.697667659594341,NO,YES,YES,YES,0.0,0.0
2020-05-09,2020,15.2,0.06818331200861139,0.21298853008162055,NO,YES,YES,YES,0.0,0.0
2020-05-28,2020,16.1,0.07439269228266132,0.7552517846641997,NO,YES,YES,YES,0.0,0.0
2020-06-05,2020,21.6,0.3738109921466203,15.804001531887364,YES,YES,YES,YES,0.0,0.0
2020-06-06,2020,20.3,0.38692002717558216,14.842820750846025,YES,YES,YES,YES,0.0,0.0
2020-06-17,2020,15.8,0.4598421385654683,3.591095030345471,NO,YES,YES,YES,0.0,0.0
2020-06-20,2020,16.7,0.11048907231462479,1.639423136590338,NO,YES,YES,YES,0.0,0.0
2020-06-21,2020,16.7,0.18953011043831114,2.8122242464693166,NO,YES,YES,YES,0.0,0.0
2020-06-28,2020,20.2,0.600015884695212,14.718077031967344,YES,YES,YES,YES,0.0,0.0
2020-07-01,2020,15.1,0.08209349822377876,0.1923304948181368,NO,YES,YES,YES,0.0,0.0
2020-07-02,2020,15.1,0.16996344513000006,0.3981941835849234,NO,YES,YES,YES,0.0,0.0
2020-07-27,2020,17.9,0.45527980366032195,11.021944271721601,NO,YES,YES,YES,0.0,0.0
2020-07-28,2020,17.7,0.1276538194321114,2.891012324778117,NO,YES,YES,YES,0.0,0.0
2020-07-29,2020,15.0,0.22486752847688363,0.35121647029502867,NO,YES,YES,YES,0.0,0.0
2020-07-30,2020,15.1,0.5256506533789418,1.2315061783609664,NO,YES,YES,YES,0.0,0.0
2020-08-14,2020,16.0,0.697062252980743,6.532372523308933,NO,YES,YES,YES,0.0,0.0
2020-08-18,2020,15.5,0.1661034973338107,0.9080190257497947,NO,YES,YES,YES,0.0,0.0
2020-08-19,2020,16.9,0.36906397177874617,6.05255964154232,NO,YES,YES,YES,0.0,0.0
2020-08-25,2020,17.0,0.2247201057091771,3.860848347144888,NO,YES,YES,YES,0.0,0.0
2020-09-06,2020,15.8,0.10719382325966598,0.8371203369756302,NO,YES,YES,YES,0.0,0.0
2020-09-17,2020,17.1,0.02622164653030845,0.4709837535187944,NO,YES,YES,YES,0.0,0.0
2020-09-18,2020,17.6,0.33812006192230537,7.3934493647932555,NO,YES,YES,YES,0.0,0.0
2021-05-01,2021,21.9,0.3103554309683768,16.80442280645176,YES,YES,YES,YES,0.0,0.0
2021-05-02,2021,17.5,0.33417490206638367,7.046212318243203,NO,YES,YES,YES,0.0,0.0
2021-05-04,2021,15.6,0.13061355958460852,0.8160116968545168,NO,YES,YES,YES,0.0,0.0
2021-05-05,2021,15.2,0.024605108261270936,0.07686053502952817,NO,YES,YES,YES,0.0,0.0
2021-05-06,2021,17.6,0.036701413669041116,0.8025257124220531,NO,YES,YES,YES,0.0,0.0
2021-05-07,2021,16.9,0.047247935999205626,0.7748546930676987,NO,YES,YES,YES,0.0,0.0
2021-05-08,2021,14.9,0.2757961163453617,0.2153804490136757,NO,YES,YES,YES,0.0,0.0
2021-05-11,2021,15.1,0.6843564117505073,1.6033256000998684,NO,YES,YES,YES,0.0,0.0
2021-05-20,2021,17.6,0.4123467898005889,9.016516481729017,NO,YES,YES,YES,0.0,0.0
2021-05-21,2021,17.1,0.1990625437926612,3.57548958461091,NO,YES,YES,YES,0.0,0.0
2021-05-23,2021,15.4,0.03651207485909447,0.17108262107052852,NO,YES,YES,YES,0.0,0.0
2021-05-24,2021,15.0,0.028568876741050686,0.044621204836680306,NO,YES,YES,YES,0.0,0.0
2021-06-05,2021,15.6,0.3946137365947423,2.4653598433797015,NO,YES,YES,YES,0.0,0.0
2021-06-06,2021,15.3,0.24523755905711275,0.9575801190506503,NO,YES,YES,YES,0.0,0.0
2021-06-08,2021,18.2,0.2530043138803,6.717767593078783,NO,YES,YES,YES,0.0,0.0
2021-06-20,2021,16.5,0.4134174648356571,5.488527853718175,NO,YES,YES,YES,0.0,0.0
2021-06-21,2021,16.0,0.16557827147117443,1.5516820002662932,NO,YES,YES,YES,0.0,0.0
2021-06-24,2021,16.1,0.07127201366592273,0.7235699349779416,NO,YES,YES,YES,0.0,0.0
2021-06-25,2021,16.9,0.5170635757128228,8.47971725711324,NO,YES,YES,YES,0.0,0.0
2021-06-29,2021,15.1,0.09072680094377028,0.21255679068780964,NO,YES,YES,YES,0.0,0.0
2021-07-05,2021,14.9,0.2907927543648311,0.22709193601041733,NO,YES,YES,YES,0.0,0.0
2021-07-10,2021,15.2,0.14843894098644095,0.4636881212749202,NO,YES,YES,YES,0.0,0.0
2021-07-11,2021,18.9,0.32268502244887454,10.331914327821416,NO,YES,YES,YES,0.0,0.0
2021-07-16,2021,15.2,0.22750127181034885,0.710660131447785,NO,YES,YES,YES,0.0,0.0
2021-07-17,2021,15.6,0.6581227123007121,4.111639196657226,NO,YES,YES,YES,0.0,0.0
2021-07-30,2021,18.4,0.3866371241648948,10.869865850227235,NO,YES,YES,YES,0.0,0.0
2021-07-31,2021,17.8,0.854146528973072,13.386767069670146,YES,YES,YES,YES,0.0,0.0
2021-08-03,2021,16.4,0.1790521955931521,2.2372667342681005,NO,YES,YES,YES,0.0,0.0
2021-08-12,2021,16.6,0.09741413415890121,1.3693441524923209,NO,YES,YES,YES,0.0,0.0
2021-08-13,2021,16.1,0.3526111185867521,3.579789471702611,NO,YES,YES,YES,0.0,0.0
2021-09-01,2021,15.6,0.35276874777747735,2.2039321597744923,NO,YES,YES,YES,0.0,0.0
2021-09-08,2021,15.0,0.03924078940296605,0.06128946957815984,NO,YES,YES,YES,0.0,0.0
2021-09-10,2021,18.6,0.3204209392947672,9.508732227056967,NO,YES,YES,YES,0.0,0.0
2021-09-19,2021,17.9,0.13861724370739725,3.355807841593773,NO,YES,YES,YES,0.0,0.0
2021-09-27,2021,15.5,0.10189258197332063,0.5570045453565058,NO,YES,YES,YES,0.0,0.0
2022-05-04,2022,15.3,0.21697419934429152,0.8472200605725284,NO,YES,YES,YES,0.0,0.0
2022-05-25,2022,17.0,0.46633566263358994,8.011972344938641,NO,YES,YES,YES,0.0,0.0
2022-05-26,2022,14.9,0.5978017387063034,0.4668477881773079,NO,YES,YES,YES,0.0,0.0
2022-06-14,2022,15.5,0.23336359087149616,1.2757021003763995,NO,YES,YES,YES,0.0,0.0
2022-06-16,2022,15.5,0.6563438005769832,3.5879597234435394,NO,YES,YES,YES,0.0,0.0
2022-06-23,2022,15.3,0.15890236831037818,0.6204667398791344,NO,YES,YES,YES,0.0,0.0
2022-06-24,2022,15.0,0.5831056572147579,0.9107420360920955,NO,YES,YES,YES,0.0,0.0
2022-06-28,2022,15.3,0.3953682036892162,1.543795872920871,NO,YES,YES,YES,0.0,0.0
2022-06-29,2022,15.3,0.14477870841739027,0.56531802622467,NO,YES,YES,YES,0.0,0.0
2022-06-30,2022,17.7,0.09025494516415788,2.044029391384722,NO,YES,YES,YES,0.0,0.0
2022-07-01,2022,19.2,0.4819694121690977,14.000357959740423,YES,YES,YES,YES,0.0,0.0
2022-07-04,2022,15.2,0.1571305864454705,0.49083876467685883,NO,YES,YES,YES,0.0,0.0
2022-07-05,2022,16.4,0.3155817544253954,3.9432108541254003,NO,YES,YES,YES,0.0,0.0
2022-07-19,2022,17.0,0.4812986863550578,8.26904754175295,NO,YES,YES,YES,0.0,0.0
2022-07-22,2022,17.7,0.07902093540821031,1.7896095800104561,NO,YES,YES,YES,0.0,0.0
2022-07-24,2022,16.6,0.33188178971081084,4.665240747486116,NO,YES,YES,YES,0.0,0.0
2022-09-06,2022,16.3,0.1668608424582887,1.954626681171078,NO,YES,YES,YES,0.0,0.0
2022-09-08,2022,16.1,0.053580479113369495,0.5439613923337845,NO,YES,YES,YES,0.0,0.0
2022-09-09,2022,16.6,0.10492517470077878,1.4749263612134484,NO,YES,YES,YES,0.0,0.0
2022-09-28,2022,17.7,0.4484526830569904,10.156235352496187,NO,YES,YES,YES,0.0,0.0
2023-05-01,2023,16.2,0.520878509935925,5.694854168850142,NO,YES,YES,YES,0.0,0.0
2023-05-09,2023,15.3,0.4586296230226169,1.7908130006785576,NO,YES,YES,YES,0.0,0.0
2023-05-10,2023,14.9,0.1196576049713084,0.09344550977776933,NO,YES,YES,YES,0.0,0.0
2023-05-11,2023,15.0,0.0967535195774143,0.15111754847296055,NO,YES,YES,YES,0.0,0.0
2023-05-12,2023,15.0,0.2358296113243047,0.3683379465296426,NO,YES,YES,YES,0.0,0.0
2023-06-12,2023,16.4,0.4639193991798538,5.796697637403476,NO,YES,YES,YES,0.0,0.0
2023-06-26,2023,16.4,0.7248611991483138,9.057179346189647,NO,YES,YES,YES,0.0,0.0
2023-06-27,2023,16.1,0.033804471755843224,0.3431908005993982,NO,YES,YES,YES,0.0,0.0
2023-06-28,2023,18.8,0.17181947502840522,5.367233762577232,NO,YES,YES,YES,0.0,0.0
2023-06-29,2023,18.2,0.5069264884906441,13.260841682267603,YES,YES,YES,YES,0.0,0.0
2023-07-03,2023,17.7,0.05328195339927366,1.2066915400637441,NO,YES,YES,YES,0.0,0.0
2023-07-13,2023,15.2,0.05612941545384309,0.1753350099852078,NO,YES,YES,YES,0.0,0.0
2023-07-14,2023,17.5,0.10496439853126438,2.2132165920738807,NO,YES,YES,YES,0.0,0.0
2023-07-15,2023,15.2,0.14530930451933066,0.45391187762844254,NO,YES,YES,YES,0.0,0.0
2023-07-20,2023,15.0,0.38437525736510214,0.6003486678353127,NO,YES,YES,YES,0.0,0.0
2023-07-21,2023,15.4,0.1252717467701877,0.5869789341262006,NO,YES,YES,YES,0.0,0.0
2023-07-28,2023,15.7,0.5617156861800583,3.94800044611182,NO,YES,YES,YES,0.0,0.0
2023-08-08,2023,16.4,0.7405940791503081,9.253762520978931,NO,YES,YES,YES,0.0,0.0
2023-08-11,2023,15.2,0.12415104393998688,0.3878184790075423,NO,YES,YES,YES,0.0,0.0
2023-08-12,2023,22.0,0.3985065467010679,16.88114596417547,YES,YES,YES,YES,0.0,0.0
2023-08-13,2023,14.9,0.31158432588709406,0.24332892320771293,NO,YES,YES,YES,0.0,0.0
2023-08-27,2023,14.9,0.049771218007713,0.03886837648227015,NO,YES,YES,YES,0.0,0.0
2023-08-28,2023,16.5,0.3175644646480543,4.215983981868828,NO,YES,YES,YES,0.0,0.0
2023-09-05,2023,16.2,0.8098525416730529,8.854256866285393,NO,YES,YES,YES,0.0,0.0
2023-09-13,2023,15.1,0.6150400107443934,1.4409295761397765,NO,YES,YES,YES,0.0,0.0
2024-05-02,2024,15.2,0.47389899718635187,1.4803483116972487,NO,YES,YES,YES,0.0,0.0
2024-05-03,2024,17.4,0.06159304828060985,1.250613688239394,NO,YES,YES,YES,0.0,0.0
2024-05-04,2024,17.9,0.1588740999465259,3.846209433741997,NO,YES,YES,YES,0.0,0.0
2024-05-05,2024,17.9,0.10870487069831991,2.631654242663263,NO,YES,YES,YES,0.0,0.0
2024-05-10,2024,17.5,0.025807614206040275,0.544163933313417,NO,YES,YES,YES,0.0,0.0
2024-05-11,2024,19.9,0.021979618087717312,0.8754038448991004,NO,YES,YES,YES,0.0,0.0
2024-05-12,2024,16.3,0.09427478960391455,1.1043454917690738,NO,YES,YES,YES,0.0,0.0
2024-05-17,2024,15.8,0.3819113526742469,2.9825017013436543,NO,YES,YES,YES,0.0,0.0
2024-05-21,2024,16.6,0.7356941586341321,10.341604971873132,NO,YES,YES,YES,0.0,0.0
2024-05-26,2024,16.3,0.6286769394536565,7.364392397816573,NO,YES,YES,YES,0.0,0.0
2024-05-27,2024,16.4,0.3279657488684913,4.097949525232536,NO,YES,YES,YES,0.0,0.0
2024-05-28,2024,16.9,0.022593216034655694,0.3705232642594112,NO,YES,YES,YES,0.0,0.0
2024-06-22,2024,15.1,0.06398319805562191,0.14990127608571058,NO,YES,YES,YES,0.0,0.0
2024-07-16,2024,16.4,0.20807210328950076,2.5998720288052155,NO,YES,YES,YES,0.0,0.0
2024-07-18,2024,15.7,0.27431691216020104,1.928027502577752,NO,YES,YES,YES,0.0,0.0
2024-07-19,2024,16.5,0.5047488103942721,6.701042265065759,NO,YES,YES,YES,0.0,0.0
2024-08-11,2024,17.1,0.5689296918024319,10.218909839383276,NO,YES,YES,YES,0.0,0.0
2024-08-18,2024,16.7,0.19893975079232362,2.9518433217334774,NO,YES,YES,YES,0.0,0.0
2024-08-19,2024,17.1,0.7075972926205473,12.709607250366695,NO,YES,YES,YES,0.0,0.0
2024-09-01,2024,15.1,0.08558060624963049,0.20050016996425057,NO,YES,YES,YES,0.0,0.0
2024-09-02,2024,20.7,0.5393542453219853,16.581371828685135,YES,YES,YES,YES,0.0,0.0
2024-09-07,2024,18.1,0.6625955362258003,14.650261212118068,YES,YES,YES,YES,0.0,0.0
2024-09-20,2024,16.6,0.04264162212943268,0.5994105108040984,NO,YES,YES,YES,0.0,0.0
2024-09-26,2024,16.8,0.537121376342008,8.389200308137905,NO,YES,YES,YES,0.0,0.0
