solar_date,month,season,n_points,dtr_c,dtr_bin,tmax_c,tmin_c,daily_bias_c,daily_rmse_c,morning_n,morning_bias_c,morning_rmse_c,afternoon_n,afternoon_bias_c,afternoon_rmse_c,night_n,night_bias_c,obs_peak_checkpoint_solar_h,pred_peak_checkpoint_solar_h,peak_checkpoint_error_h
2018-09-16,9,May-Sep,6,13.2,12-<15,21.5,8.3,-0.9521,1.3047,1,-1.4762,1.4762,2,0.162,0.2872,2,-1.807,14.9389,14.9389,0.0
2018-09-20,9,May-Sep,8,12.6,12-<15,21.2,8.6,-0.5653,1.0912,2,-0.8416,1.3749,2,0.368,0.4349,3,-1.0037,14.9633,14.9633,0.0
2018-09-21,9,May-Sep,8,11.9,10-<12,22.6,10.7,-0.5228,1.0123,2,-1.1931,1.6429,2,0.4654,0.4666,3,-0.5928,14.9694,14.9694,0.0
2018-09-23,9,May-Sep,8,8.9,8-<10,22.4,13.5,0.5675,1.1326,2,-0.1559,0.2855,2,1.5399,1.7541,3,0.8705,11.9817,14.9817,3.0
2018-09-29,9,May-Sep,8,10.3,10-<12,21.9,11.6,0.1815,0.8485,2,-0.8498,0.8499,2,0.077,0.145,3,0.9691,15.0161,15.0161,0.0
2018-10-04,10,Other,8,7.4,<8,14.2,6.8,-0.0272,0.9494,2,-0.593,0.8266,2,0.8006,0.8954,3,-0.3043,15.0425,15.0425,0.0
2018-10-05,10,Other,8,10.3,10-<12,15.9,5.6,-0.1638,0.8905,2,-0.9239,1.5006,2,0.6938,0.7018,3,-0.2359,15.0475,15.0475,0.0
2018-10-07,10,Other,8,12.1,12-<15,18.3,6.2,-0.3566,0.8316,2,-0.9269,1.393,2,0.3294,0.3308,3,-0.1928,15.0569,15.0569,0.0
2018-10-10,10,Other,8,10.3,10-<12,18.2,7.9,0.0247,1.0746,2,-1.191,1.6007,2,0.9325,0.9904,3,0.5632,15.07,15.07,0.0
2018-10-11,10,Other,8,8.5,8-<10,17.2,8.7,0.0631,0.8998,2,-0.9186,1.4732,2,0.8184,0.8785,3,0.3529,15.0742,15.0742,0.0
2018-10-13,10,Other,8,10.8,10-<12,21.0,10.2,0.1989,0.8737,2,-0.598,0.7813,2,1.0434,1.1772,3,0.43,15.0817,15.0817,0.0
2018-10-15,10,Other,8,8.3,8-<10,11.6,3.3,-0.5658,0.9042,2,-1.2506,1.4799,2,0.256,0.293,3,-0.5319,15.0886,15.0886,0.0
2018-10-16,10,Other,8,6.7,<8,11.1,4.4,0.1357,0.9246,2,-1.0303,1.2062,2,1.0315,1.0839,3,0.4777,15.0917,15.0917,0.0
2018-10-22,10,Other,8,12.0,12-<15,14.8,2.8,0.3607,1.2655,2,-1.0559,1.6271,2,1.4613,1.485,3,0.9258,15.1067,15.1067,0.0
2019-03-12,3,Other,8,7.4,<8,2.1,-5.3,0.4741,1.4123,2,-0.4444,0.451,2,2.3625,2.3928,3,0.4961,11.6661,14.6661,3.0
2019-03-13,3,Other,7,3.1,<8,-2.0,-5.1,0.1527,0.3294,2,-0.1092,0.1513,1,0.4931,0.4931,3,0.324,11.6706,14.6706,3.0
2019-03-21,3,Other,8,7.9,<8,4.7,-3.2,-0.3412,0.8349,2,-0.9147,1.2968,2,0.493,0.493,3,-0.494,14.7103,14.7103,0.0
2019-10-23,10,Other,8,8.8,8-<10,5.0,-3.8,-0.218,0.7951,2,-1.1252,1.3857,2,0.438,0.46,3,0.1425,15.1086,15.1086,0.0
2019-10-24,10,Other,8,12.1,12-<15,10.2,-1.9,0.2907,1.409,2,-1.2294,1.6003,2,1.4307,1.4692,3,1.0896,12.1103,15.1103,3.0
2019-10-25,10,Other,8,11.6,10-<12,13.3,1.7,-0.1339,1.0146,2,-0.926,1.6039,2,0.8831,0.9639,3,-0.0081,15.1117,15.1117,0.0
2019-10-26,10,Other,8,9.8,8-<10,12.6,2.8,-0.4527,1.6544,2,-2.1679,2.3858,2,1.5962,1.7426,3,-0.286,12.1128,15.1128,3.0
2019-10-27,10,Other,8,10.6,10-<12,14.4,3.8,0.1689,1.3333,2,-1.2151,1.8346,2,1.191,1.331,3,0.7964,15.1136,15.1136,0.0
2019-10-28,10,Other,8,8.8,8-<10,12.6,3.8,-0.2594,1.3295,2,-1.7994,2.1636,2,1.1076,1.4337,3,-0.349,15.1144,15.1144,0.0
2019-10-30,10,Other,8,13.5,12-<15,18.2,4.7,-0.5447,2.5417,2,-3.0026,4.4447,2,1.4082,1.5257,3,0.4799,12.115,15.115,3.0
2019-11-01,11,Other,8,9.0,8-<10,15.3,6.3,0.4336,1.3049,2,-0.6841,1.0586,2,1.4123,1.6307,3,1.1466,12.115,15.115,3.0
2019-11-02,11,Other,8,8.7,8-<10,13.9,5.2,0.0294,1.0028,2,-0.6421,0.8512,2,1.0957,1.3558,3,0.2685,12.1147,15.1147,3.0
2019-11-04,11,Other,8,7.9,<8,12.5,4.6,0.0194,0.7826,2,-0.5326,0.9011,2,0.8399,0.9999,3,0.1917,15.1131,15.1131,0.0
2019-11-05,11,Other,8,6.5,<8,11.2,4.7,-0.6548,1.1635,2,-1.234,1.515,2,0.6661,0.679,3,-1.0496,12.1119,15.1119,3.0
2019-11-09,11,Other,8,9.0,8-<10,7.4,-1.6,0.338,1.5788,2,-1.1198,1.3612,2,2.2319,2.236,3,0.802,12.1056,15.1056,3.0
2019-11-10,11,Other,8,6.3,<8,5.8,-0.5,0.0477,0.9751,2,-0.4211,0.7928,2,1.4304,1.432,3,-0.1931,12.1033,15.1033,3.0
2019-11-13,11,Other,8,6.6,<8,2.6,-4.0,-0.0676,1.4526,2,-0.223,0.2231,2,1.2363,1.3115,3,-0.9379,15.0953,15.0953,0.0
2019-11-14,11,Other,8,7.4,<8,3.3,-4.1,0.2099,0.8706,2,-0.3935,0.8032,2,1.3299,1.3706,3,0.0159,15.0922,15.0922,0.0
2019-11-17,11,Other,8,6.6,<8,-4.0,-10.6,0.104,1.9603,2,-2.5755,2.8235,2,1.7813,2.195,3,0.9057,15.0817,15.0817,0.0
2019-11-18,11,Other,8,8.0,8-<10,-2.9,-10.9,0.1581,1.7191,2,-1.7877,2.4209,2,1.9461,1.9768,3,0.7587,12.0778,15.0778,3.0
2019-11-19,11,Other,8,14.2,12-<15,6.1,-8.1,-2.2773,3.2057,2,-3.3977,3.3988,2,-0.5223,2.1835,3,-2.77,18.0736,15.0736,-3.0
2019-11-24,11,Other,8,4.5,<8,-10.5,-15.0,-0.4209,0.8653,2,-0.3683,0.5242,2,0.3056,0.4987,3,-1.0888,15.05,15.05,0.0
2019-11-25,11,Other,8,4.7,<8,-8.8,-13.5,-0.398,1.2468,2,-1.2083,1.5837,2,0.6793,0.6796,3,-0.4314,12.0447,15.0447,3.0
2019-11-27,11,Other,8,4.8,<8,-7.6,-12.4,-0.2091,0.6046,2,-0.3672,0.5363,2,0.2665,0.2685,3,-0.2661,15.0339,15.0339,0.0
2019-11-29,11,Other,8,6.7,<8,-6.9,-13.6,0.1916,2.1787,2,-1.6711,1.7156,2,3.6167,3.6186,3,-0.2654,12.0222,15.0222,3.0
2019-12-02,12,Other,9,9.0,8-<10,-7.6,-16.6,-0.1327,1.6095,2,-1.9218,2.1934,2,1.7671,1.9264,4,0.1743,12.0033,15.0033,3.0
2019-12-03,12,Other,8,11.3,10-<12,-2.1,-13.4,0.0192,2.8104,2,-3.7555,3.915,2,3.7664,3.7737,3,0.5727,11.9969,14.9969,3.0
2019-12-04,12,Other,8,14.0,12-<15,0.4,-13.6,0.0384,5.2796,2,-7.1661,7.2292,2,5.1644,5.6391,3,2.5706,11.9903,14.9903,3.0
2019-12-05,12,Other,8,14.0,12-<15,0.4,-13.6,-0.2425,3.2534,2,-4.4398,4.6073,2,4.3671,4.4282,3,-0.7229,11.9836,14.9836,3.0
2019-12-07,12,Other,8,12.9,12-<15,3.3,-9.6,-2.7684,4.2135,2,-6.1656,6.2444,2,1.6167,1.6696,3,-3.6539,14.9697,14.9697,0.0
2019-12-08,12,Other,8,9.9,8-<10,3.3,-6.6,1.3393,2.9036,2,-0.9988,1.2778,2,5.2607,5.2905,3,1.0361,11.9625,14.9625,3.0
2019-12-09,12,Other,8,14.0,12-<15,5.1,-8.9,0.3856,2.7773,2,-2.5297,2.5409,2,4.08,4.2475,3,0.7033,11.9556,14.9556,3.0
2019-12-10,12,Other,8,14.1,12-<15,5.1,-9.0,1.8239,4.0771,2,-2.6942,2.7867,2,7.321,7.3263,3,1.0717,11.9481,14.9481,3.0
2019-12-11,12,Other,8,9.7,8-<10,2.3,-7.4,1.6425,3.5499,2,-1.2564,1.577,2,5.8945,5.9621,3,1.993,11.9408,14.9408,3.0
2019-12-12,12,Other,8,12.4,12-<15,2.3,-10.1,2.143,4.6564,2,-1.8949,1.924,2,8.6487,8.6731,3,1.2002,11.9333,14.9333,3.0
2019-12-13,12,Other,8,9.7,8-<10,-0.8,-10.5,0.4491,2.8357,2,-3.3834,3.5849,2,2.8005,3.1319,3,2.102,11.9258,14.9258,3.0
2019-12-14,12,Other,8,9.0,8-<10,-1.5,-10.5,-0.143,1.9124,2,-1.3896,1.6875,2,2.5436,2.5669,3,-1.2937,14.9183,14.9183,0.0
2019-12-15,12,Other,8,10.2,10-<12,0.4,-9.8,-2.5906,3.5543,2,-5.4278,5.4279,2,0.7929,0.8494,3,-3.0126,11.9106,14.9106,3.0
2019-12-16,12,Other,8,8.0,8-<10,0.4,-7.6,0.8092,2.8119,2,-2.6214,2.6583,2,4.3777,4.3978,3,0.961,11.9031,14.9031,3.0
2019-12-17,12,Other,8,6.1,<8,-1.8,-7.9,1.7518,2.4498,2,0.1579,0.162,2,3.8727,3.9082,3,0.6855,14.8953,14.8953,0.0
2019-12-18,12,Other,8,2.8,<8,-6.2,-9.0,-0.2948,1.1872,2,-1.4888,1.4977,2,0.9943,1.0133,3,-0.2612,11.8875,14.8875,3.0
2019-12-19,12,Other,8,4.8,<8,-6.3,-11.1,-0.0473,1.3434,2,-1.7285,1.7382,2,1.4921,1.4951,3,0.083,11.8797,14.8797,3.0
2019-12-20,12,Other,7,9.4,8-<10,-1.8,-11.2,0.9055,2.9014,2,-0.1774,0.5104,2,2.9133,3.7007,2,-1.9335,17.8719,14.8719,-3.0
2019-12-21,12,Other,8,10.6,10-<12,-1.8,-12.4,0.6701,5.1375,2,-4.8205,4.8206,2,7.5164,7.5174,3,-0.2032,2.8639,14.8639,-12.0
2019-12-22,12,Other,8,9.9,8-<10,-2.5,-12.4,-1.8195,2.7035,2,-3.6671,4.0414,2,0.5588,0.5626,3,-2.1013,14.8561,14.8561,0.0
2019-12-23,12,Other,8,7.8,<8,-2.1,-9.9,-0.5728,2.8876,2,-3.9362,3.9366,2,3.2755,3.3164,3,-0.8391,11.8483,14.8483,3.0
2019-12-24,12,Other,8,10.5,10-<12,-2.1,-12.6,0.8744,3.8039,2,-3.7004,3.7005,2,4.993,5.0287,3,0.8812,11.8406,14.8406,3.0
2019-12-25,12,Other,7,13.6,12-<15,-1.5,-15.1,-0.1489,2.631,2,-2.7969,2.8001,2,3.3133,3.4991,2,-1.5152,14.8328,14.8328,0.0
2019-12-26,12,Other,8,14.0,12-<15,-1.5,-15.5,0.5526,3.7562,2,-2.0343,2.4112,2,6.4704,6.491,3,-1.0915,11.825,14.825,3.0
2019-12-27,12,Other,8,14.0,12-<15,-1.5,-15.5,-1.2723,4.5642,2,-6.4916,6.6523,2,2.9773,4.2327,3,0.0474,11.8172,14.8172,3.0
2019-12-28,12,Other,8,12.8,12-<15,-1.5,-14.3,0.325,3.7151,2,-4.5581,5.0858,2,4.7813,4.8183,3,1.4693,11.8094,14.8094,3.0
2019-12-29,12,Other,8,13.7,12-<15,-1.5,-15.2,3.7376,5.3503,2,-0.5179,1.009,2,9.1279,9.1591,3,2.4372,11.8019,14.8019,3.0
2019-12-30,12,Other,8,5.7,<8,-9.5,-15.2,-0.45,1.4322,2,-1.7681,1.7772,2,1.6574,1.6783,3,-0.632,11.7942,14.7942,3.0
2019-12-31,12,Other,8,7.3,<8,-6.6,-13.9,-0.3615,1.7045,2,-2.0407,2.6183,2,1.7167,1.7183,3,-0.7612,14.7867,14.7867,0.0
2020-01-01,1,Other,8,9.3,8-<10,-3.8,-13.1,-0.7505,1.824,2,-2.3439,2.5305,2,1.5797,1.6922,3,-0.7052,11.7792,14.7792,3.0
2020-01-02,1,Other,8,7.5,<8,-3.8,-11.3,0.7016,2.1059,2,-0.9828,1.3365,2,3.6506,3.7244,3,-0.3306,11.7719,14.7719,3.0
2020-01-03,1,Other,8,7.6,<8,-6.9,-14.5,-0.5416,2.7725,2,-4.0782,4.0794,2,2.6928,2.7577,3,-0.632,11.7644,14.7644,3.0
2020-01-04,1,Other,8,9.5,8-<10,-5.0,-14.5,-0.2594,2.0659,2,-1.235,1.6922,2,2.8215,2.8927,3,-1.0368,11.7572,14.7572,3.0
2020-01-05,1,Other,8,11.7,10-<12,-3.0,-14.7,0.203,4.4069,2,-4.8762,4.962,2,5.5169,5.517,3,0.9812,11.75,14.75,3.0
2020-01-06,1,Other,8,11.7,10-<12,-3.0,-14.7,3.7684,5.1485,2,-0.374,0.3919,2,8.2736,8.3034,3,2.3515,14.7431,14.7431,0.0
2020-01-07,1,Other,8,10.1,10-<12,-4.5,-14.6,-0.1061,2.5292,2,-2.7004,2.7568,2,3.5178,3.6975,3,0.0826,11.7361,14.7361,3.0
2020-01-08,1,Other,8,9.8,8-<10,-4.5,-14.3,1.3174,2.73,2,-1.0123,1.108,2,5.0088,5.0117,3,0.7968,11.7292,14.7292,3.0
2020-01-09,1,Other,8,7.9,<8,-6.4,-14.3,-0.7002,2.0441,2,-2.1539,2.3294,2,2.2848,2.2938,3,-1.3626,11.7225,14.7225,3.0
2020-01-10,1,Other,8,11.7,10-<12,-6.6,-18.3,0.1202,3.6809,2,-0.5079,0.8255,2,4.2017,4.4196,3,-3.7353,20.7161,14.7161,-6.0
2020-01-11,1,Other,7,13.3,12-<15,-5.0,-18.3,-2.2788,3.6419,2,-5.4704,5.5284,1,2.4671,2.4671,3,-1.258,11.7094,14.7094,3.0
2020-01-12,1,Other,8,13.5,12-<15,-5.0,-18.5,3.1708,4.5396,2,0.2978,0.4522,2,7.7111,7.7388,3,1.2045,14.7033,14.7033,0.0
2020-01-13,1,Other,8,8.9,8-<10,-9.6,-18.5,-2.305,3.1276,2,-4.6845,4.7647,2,0.8412,0.8819,3,-3.1246,14.6969,14.6969,0.0
2020-01-14,1,Other,7,7.0,<8,-7.3,-14.3,-2.2426,2.9068,2,-3.3288,3.6152,2,0.1109,0.976,2,-3.7277,20.6911,14.6911,-6.0
2020-01-15,1,Other,8,8.9,8-<10,-3.1,-12.0,-0.7847,2.4927,2,-3.5713,3.5804,2,2.5025,2.5035,3,-0.5875,11.6853,14.6853,3.0
2020-01-16,1,Other,8,8.6,8-<10,-3.1,-11.7,-0.386,2.0201,2,-0.6304,0.8682,2,2.1917,2.3629,3,-2.0083,23.6739,14.6794,-8.9945
2020-01-17,1,Other,8,8.1,8-<10,-3.1,-11.2,0.9881,2.3523,2,-1.7005,1.734,2,3.6028,3.6412,3,1.1111,14.6739,14.6739,0.0
2020-01-18,1,Other,8,8.8,8-<10,-2.7,-11.5,0.3472,1.9168,2,-1.0533,1.7744,2,2.431,2.835,3,0.6876,11.6686,14.6686,3.0
2020-01-19,1,Other,8,10.8,10-<12,-2.7,-13.5,0.7369,3.7548,2,-3.2797,3.5507,2,5.7681,6.2107,3,0.4849,11.6633,14.6633,3.0
2020-01-20,1,Other,8,12.8,12-<15,-0.7,-13.5,-1.5585,2.6934,2,-4.1511,4.1998,2,1.6078,1.7342,3,-1.8839,11.6583,14.6583,3.0
2020-01-21,1,Other,8,11.2,10-<12,-0.7,-11.9,-0.0262,3.1206,2,-1.5324,2.465,2,2.9895,3.357,3,-0.8594,14.6533,14.6533,0.0
2020-01-22,1,Other,8,10.0,10-<12,-1.9,-11.9,0.8922,2.4848,2,-0.8423,0.9668,2,4.276,4.3938,3,0.5505,11.6486,14.6486,3.0
2020-01-23,1,Other,8,8.9,8-<10,-2.5,-11.4,1.2032,2.5141,2,-0.0983,0.1027,2,3.8002,4.0609,3,1.5231,11.6442,14.6442,3.0
2020-01-24,1,Other,7,15.8,15-<18,1.1,-14.7,-4.3379,5.7115,2,-8.0001,8.2077,2,0.4747,0.4796,2,-5.763,14.64,14.64,0.0
2020-01-25,1,Other,8,15.9,15-<18,1.1,-14.8,-0.6196,3.1294,2,-2.2729,3.2395,2,3.1752,3.2588,3,-2.4183,14.6358,14.6358,0.0
2020-01-26,1,Other,8,12.9,12-<15,-1.0,-13.9,0.2193,3.1948,2,-3.0989,3.1515,2,3.8002,3.8937,3,-0.1135,14.6319,14.6319,0.0
2020-01-27,1,Other,8,10.9,10-<12,-1.1,-12.0,0.5956,2.5588,2,-1.6653,1.7483,2,3.9671,4.0298,3,0.9563,11.6283,14.6283,3.0
2020-01-28,1,Other,8,12.9,12-<15,0.3,-12.6,-0.601,1.9406,2,-0.4616,0.7805,2,1.4184,1.4188,3,-1.2458,11.6247,14.6247,3.0
2020-01-29,1,Other,8,14.2,12-<15,0.3,-13.9,-0.3795,3.9697,2,-4.2007,4.4839,2,4.8442,4.9674,3,-1.5239,14.6214,14.6214,0.0
2020-01-30,1,Other,8,13.8,12-<15,-0.8,-14.6,2.1031,4.5678,2,-1.8074,2.3575,2,8.1451,8.1476,3,0.4233,11.6183,14.6183,3.0
2020-01-31,1,Other,8,9.6,8-<10,-5.0,-14.6,0.7987,2.2777,2,-1.544,1.6034,2,4.0795,4.0803,3,0.5682,11.6156,14.6156,3.0
2020-02-01,2,Other,8,9.8,8-<10,-6.3,-16.1,1.6821,3.7259,2,-2.5633,2.5859,2,5.8664,5.87,3,1.6944,11.6128,14.6128,3.0
2020-02-02,2,Other,8,7.5,<8,-8.9,-16.4,0.0649,1.0635,2,-0.0737,0.4556,2,1.6027,1.6888,3,-0.6597,14.6103,14.6103,0.0
2020-02-03,2,Other,8,11.3,10-<12,-5.1,-16.4,-1.1719,2.6711,2,-4.2122,4.3238,2,1.6821,1.7954,3,-0.4252,11.6081,14.6081,3.0
2020-02-04,2,Other,8,11.5,10-<12,-2.8,-14.3,0.101,2.1918,2,-1.7763,2.7094,2,2.7706,2.9184,3,0.0336,14.6061,14.6061,0.0
2020-02-05,2,Other,7,11.3,10-<12,-2.8,-14.1,0.6727,2.0776,2,-0.872,1.6729,2,3.3483,3.3846,2,-0.0172,14.6044,14.6044,0.0
2020-02-06,2,Other,8,15.5,15-<18,1.4,-14.1,-2.6504,4.3048,2,-4.849,5.1401,2,1.9003,2.0127,3,-4.0416,11.6028,14.6028,3.0
2020-02-07,2,Other,8,16.2,15-<18,6.0,-10.2,-1.4864,6.0673,2,-8.0602,8.0604,2,5.5944,5.7346,3,-0.9679,11.6014,14.6014,3.0
2020-02-08,2,Other,7,16.1,15-<18,7.6,-8.5,-1.5921,4.0165,2,-1.7384,4.1681,2,0.9158,1.007,3,-3.1664,14.6003,14.6003,0.0
2020-02-09,2,Other,8,16.1,15-<18,7.6,-8.5,-2.3433,7.1255,2,-8.3079,8.311,2,5.6777,6.8082,3,-6.502,20.5992,14.5992,-6.0
2020-02-10,2,Other,8,13.7,12-<15,5.5,-8.2,-1.2515,4.5379,2,-3.646,5.9541,2,3.8646,4.0127,3,-4.1528,23.5981,14.5986,-8.9995
2020-02-11,2,Other,8,14.2,12-<15,5.5,-8.7,0.2607,3.4582,2,-1.6224,1.9528,2,4.2282,4.4815,3,-1.4729,14.5981,14.5981,0.0
2020-02-12,2,Other,8,14.2,12-<15,3.0,-11.2,3.1848,5.5793,2,-1.4441,1.7551,2,9.3387,9.3733,3,1.6245,11.5978,14.5978,3.0
2020-02-13,2,Other,8,7.9,<8,-4.7,-12.6,0.2614,2.2124,2,-2.0297,2.354,2,1.9762,2.3698,3,1.1153,14.5978,14.5978,0.0
2020-02-14,2,Other,8,8.5,8-<10,-4.1,-12.6,-0.7092,1.2366,2,-1.504,1.5318,2,0.7277,0.8616,3,-0.8414,14.5978,14.5978,0.0
2020-02-15,2,Other,8,7.8,<8,-4.1,-11.9,0.3789,1.7444,2,-1.4076,1.5145,2,1.9471,2.0617,3,0.7823,14.5981,14.5981,0.0
2020-02-17,2,Other,8,13.1,12-<15,2.4,-10.7,-1.2093,4.3353,2,-5.7645,5.8141,2,3.689,3.861,3,-0.8174,11.5994,14.5994,3.0
2020-02-18,2,Other,8,11.9,10-<12,2.4,-9.5,2.0269,3.2707,2,-0.5163,0.6753,2,6.0543,6.0543,3,0.9906,11.6003,14.6003,3.0
2020-02-19,2,Other,8,8.9,8-<10,-0.4,-9.3,-1.4025,2.29,2,-3.4208,3.4908,2,1.0245,1.1222,3,-1.667,14.6017,14.6017,0.0
2020-02-20,2,Other,8,8.6,8-<10,1.8,-6.8,0.242,1.3619,2,-0.4854,0.8949,2,1.8071,2.0844,3,0.3751,11.6031,14.6031,3.0
2020-02-21,2,Other,8,10.5,10-<12,1.8,-8.7,1.4996,2.6266,2,-0.5498,0.6226,2,4.3509,4.3683,3,0.8336,14.6044,14.6044,0.0
2020-02-22,2,Other,8,8.7,8-<10,-0.2,-8.9,-0.4723,1.3961,2,-1.0868,1.3197,2,0.9117,0.9228,3,-1.3672,14.6061,14.6061,0.0
2020-02-23,2,Other,8,15.2,15-<18,6.3,-8.9,-2.947,4.535,2,-6.8467,7.1531,2,2.0214,2.0216,3,-3.6215,11.6081,14.6081,3.0
2020-02-24,2,Other,8,9.7,8-<10,6.3,-3.4,1.1057,3.3323,2,-2.5279,2.5292,2,5.4914,5.4919,3,0.5214,11.6103,14.6103,3.0
2020-02-25,2,Other,8,5.9,<8,2.9,-3.0,1.8505,2.5921,2,0.5258,0.6545,2,4.2127,4.2652,3,0.501,23.615,14.6125,-9.0025
2020-02-26,2,Other,8,11.4,10-<12,6.8,-4.6,1.2376,2.8789,2,-1.5225,1.5941,2,4.367,4.4406,3,1.8471,11.615,14.615,3.0
2020-02-27,2,Other,8,11.7,10-<12,6.8,-4.9,3.587,4.7671,2,1.241,1.6488,2,7.4013,7.4026,3,1.2976,14.6178,14.6178,0.0
2020-02-28,2,Other,8,5.8,<8,0.9,-4.9,-0.6561,1.8437,2,-1.9981,2.1447,2,0.5342,0.6401,3,-0.868,14.6206,14.6206,0.0
2020-02-29,2,Other,8,7.8,<8,2.9,-4.9,-0.1038,1.3106,2,-1.5214,2.2198,2,0.7295,0.8592,3,0.5814,14.6236,14.6236,0.0
2020-03-01,3,Other,8,8.2,8-<10,3.3,-4.9,-0.1848,1.3015,2,-1.5006,1.513,2,1.554,1.6262,3,-0.2715,14.6267,14.6267,0.0
2020-03-02,3,Other,8,7.6,<8,3.3,-4.3,0.3906,1.3642,2,-1.0642,1.4219,2,2.1071,2.1728,3,0.3168,14.63,14.63,0.0
2020-03-03,3,Other,8,10.5,10-<12,6.2,-4.3,-1.165,1.7169,2,-2.4455,2.5808,2,0.689,0.7232,3,-1.4082,14.6336,14.6336,0.0
2020-03-04,3,Other,8,8.9,8-<10,6.2,-2.7,-1.072,1.8545,2,-2.6474,2.6831,2,1.0696,1.1401,3,-1.6113,14.6372,14.6372,0.0
2020-03-05,3,Other,8,8.3,8-<10,7.3,-1.0,0.19,1.0347,2,-0.8635,1.281,2,0.522,0.5766,3,0.5107,14.6408,14.6408,0.0
2020-03-06,3,Other,8,8.6,8-<10,7.3,-1.3,0.9262,1.6926,2,-0.7516,0.828,2,3.0561,3.0641,3,0.4941,11.6447,14.6447,3.0
2020-03-07,3,Other,8,13.5,12-<15,4.6,-8.9,0.2778,6.4225,2,-7.5602,7.7454,2,7.3498,7.3502,3,0.2425,5.6489,14.6489,9.0
2020-03-08,3,Other,8,11.8,10-<12,1.0,-10.8,2.42,3.5575,2,-0.3348,0.3579,2,5.6332,5.6355,3,1.7116,14.6531,14.6531,0.0
2020-03-09,3,Other,8,11.4,10-<12,0.6,-10.8,-1.4367,2.3555,2,-3.4696,3.928,2,0.7658,0.7899,3,-1.4424,14.6572,14.6572,0.0
2020-03-10,3,Other,8,10.4,10-<12,1.6,-8.8,-1.3168,1.9028,2,-2.0985,2.3841,2,0.4418,0.4431,3,-2.1358,14.6617,14.6617,0.0
2020-03-11,3,Other,8,10.5,10-<12,2.9,-7.6,-2.0121,3.075,2,-4.8102,4.8831,2,1.3874,1.4709,3,-2.3785,11.6661,14.6661,3.0
2020-03-13,3,Other,8,9.4,8-<10,4.9,-4.5,-1.1107,2.0172,2,-3.4913,3.5021,2,0.872,0.8769,3,-0.9371,14.6753,14.6753,0.0
2020-03-14,3,Other,7,10.2,10-<12,8.2,-2.0,0.0013,0.5264,1,-0.1981,0.1981,2,0.517,0.5183,3,-0.3791,14.68,14.68,0.0
2020-03-15,3,Other,8,12.2,12-<15,10.6,-1.6,-1.0072,1.3925,2,-2.2893,2.3148,2,0.326,0.3298,3,-1.079,14.685,14.685,0.0
2020-03-16,3,Other,8,12.9,12-<15,13.6,0.7,-0.1135,0.7751,2,-0.5463,0.7488,2,0.4789,0.49,3,-0.4184,14.69,14.69,0.0
2020-03-17,3,Other,8,15.1,15-<18,16.0,0.9,-2.0986,2.7752,2,-3.847,3.8541,2,-0.0747,0.0882,3,-2.5978,14.695,14.695,0.0
2020-03-18,3,Other,8,13.3,12-<15,18.1,4.8,-0.267,1.1289,2,-0.4732,0.9867,2,0.7065,0.7797,3,-0.1504,14.7,14.7,0.0
2020-03-19,3,Other,8,13.5,12-<15,18.1,4.6,-0.1122,2.2396,2,-3.1609,3.1619,2,3.0453,3.0455,3,-0.3999,14.705,14.705,0.0
2020-03-20,3,Other,8,12.7,12-<15,15.5,2.8,4.9481,6.6622,2,0.6771,1.0089,2,11.3546,11.4007,3,2.8333,11.7103,14.7103,3.0
2020-03-21,3,Other,8,11.2,10-<12,12.4,1.2,-0.4182,0.7683,2,-0.3128,0.3128,2,0.2626,0.2746,3,-1.1307,14.7156,14.7156,0.0
2020-03-22,3,Other,8,11.2,10-<12,12.4,1.2,-1.2363,2.0164,2,-2.0898,2.3023,2,0.865,0.8652,3,-2.3695,14.7208,14.7208,0.0
2020-03-23,3,Other,8,15.2,15-<18,16.6,1.4,-0.6436,3.3165,2,-4.641,4.6672,2,0.9878,1.3427,3,0.9197,14.7261,14.7261,0.0
2020-03-24,3,Other,8,18.3,18-<20,16.6,-1.7,4.3428,6.3698,2,-0.4415,2.0773,2,10.1248,10.1279,3,2.2185,14.7314,14.7314,0.0
2020-03-25,3,Other,8,10.1,10-<12,6.4,-3.7,1.7502,2.3116,2,1.4737,1.9941,2,3.0982,3.1039,3,0.4718,14.7367,14.7367,0.0
2020-03-26,3,Other,8,8.7,8-<10,5.0,-3.7,-0.6239,1.1045,2,-0.4688,0.8111,2,0.0473,0.0748,3,-1.4591,14.7419,14.7419,0.0
2020-03-27,3,Other,8,12.1,12-<15,8.4,-3.7,-1.4903,1.955,2,-2.3577,2.3578,2,0.064,0.4264,3,-2.3444,14.7472,14.7472,0.0
2020-03-28,3,Other,8,13.7,12-<15,12.3,-1.4,-1.2418,1.6697,2,-1.8777,2.0275,2,0.1059,0.2076,3,-1.8029,14.7528,14.7528,0.0
2020-03-29,3,Other,8,12.9,12-<15,12.3,-0.6,2.976,6.2435,2,-3.2562,3.6647,2,8.9635,9.2851,3,1.1674,8.7581,14.7581,6.0
2020-03-30,3,Other,8,7.4,<8,6.8,-0.6,0.024,0.4764,2,-0.5554,0.5646,2,0.4428,0.4456,3,0.0288,14.7633,14.7633,0.0
2020-03-31,3,Other,8,13.2,12-<15,12.6,-0.6,-0.813,2.7036,2,0.0517,0.2073,2,0.2979,0.3529,3,-3.0611,14.7686,14.7686,0.0
