lambda,p,cal_all_rmse,cal_high_rmse,objective
0.0,0.2,2.43888,4.717401,3.57814
0.05,0.2,2.437372,4.705863,3.571618
0.1,0.2,2.435893,4.694522,3.565208
0.15,0.2,2.434443,4.683379,3.558911
0.2,0.2,2.433021,4.672437,3.552729
0.25,0.2,2.431628,4.661697,3.546662
0.3,0.2,2.430263,4.65116,3.540711
0.35,0.2,2.428927,4.640826,3.534877
0.4,0.2,2.42762,4.630699,3.52916
0.45,0.2,2.426342,4.620779,3.52356
0.5,0.2,2.425092,4.611067,3.51808
0.55,0.2,2.423872,4.601565,3.512719
0.6,0.2,2.42268,4.592274,3.507477
0.65,0.2,2.421518,4.583196,3.502357
0.7,0.2,2.420384,4.57433,3.497357
0.75,0.2,2.41928,4.56568,3.49248
0.8,0.2,2.418204,4.557246,3.487725
0.85,0.2,2.417158,4.549029,3.483094
0.9,0.2,2.416141,4.541031,3.478586
0.95,0.2,2.415154,4.533252,3.474203
1.0,0.2,2.414195,4.525694,3.469945
1.05,0.2,2.413266,4.518358,3.465812
1.1,0.2,2.412366,4.511245,3.461805
1.15,0.2,2.411496,4.504356,3.457926
1.2,0.2,2.410654,4.497691,3.454173
1.25,0.2,2.409843,4.491253,3.450548
1.3,0.2,2.409061,4.485042,3.447051
1.35,0.2,2.408308,4.479059,3.443683
1.4,0.2,2.407585,4.473304,3.440445
1.45,0.2,2.406891,4.46778,3.437335
1.5,0.2,2.406227,4.462486,3.434356
1.55,0.2,2.405592,4.457423,3.431508
1.6,0.2,2.404988,4.452593,3.42879
1.65,0.2,2.404412,4.447995,3.426204
1.7,0.2,2.403867,4.443631,3.423749
1.75,0.2,2.403351,4.439502,3.421426
1.8,0.2,2.402865,4.435607,3.419236
1.85,0.2,2.402408,4.431949,3.417178
1.9,0.2,2.401982,4.428526,3.415254
1.95,0.2,2.401585,4.42534,3.413462
2.0,0.2,2.401217,4.422392,3.411805
2.05,0.2,2.40088,4.419681,3.41028
2.1,0.2,2.400572,4.417209,3.40889
2.15,0.2,2.400294,4.414975,3.407634
2.2,0.2,2.400046,4.41298,3.406513
2.25,0.2,2.399828,4.411224,3.405526
2.3,0.2,2.399629,4.409623,3.404626
2.35,0.2,2.399413,4.407882,3.403647
2.4,0.2,2.399221,4.406337,3.402779
2.45,0.2,2.39905,4.404962,3.402006
2.5,0.2,2.3989,4.403747,3.401323
2.55,0.2,2.398768,4.402691,3.40073
2.6,0.2,2.398657,4.401794,3.400225
2.65,0.2,2.398566,4.401056,3.399811
2.7,0.2,2.398494,4.400478,3.399486
2.75,0.2,2.398442,4.400059,3.39925
2.8,0.2,2.39841,4.399799,3.399105
2.85,0.2,2.398397,4.3997,3.399048
2.9,0.2,2.398402,4.399735,3.399068
2.95,0.2,2.398373,4.399502,3.398937
3.0,0.2,2.398361,4.399407,3.398884
3.05,0.2,2.398367,4.399451,3.398909
3.1,0.2,2.398389,4.399633,3.399011
3.15,0.2,2.398429,4.399954,3.399191
3.2,0.2,2.398486,4.400413,3.399449
3.25,0.2,2.39856,4.401011,3.399785
3.3,0.2,2.398651,4.401747,3.400199
3.35,0.2,2.39876,4.402621,3.40069
3.4,0.2,2.398885,4.403634,3.40126
3.45,0.2,2.399028,4.404781,3.401904
3.5,0.2,2.39917,4.405927,3.402549
3.55,0.2,2.399328,4.407198,3.403263
3.6,0.2,2.399491,4.408514,3.404002
3.65,0.2,2.399638,4.409694,3.404666
3.7,0.2,2.399799,4.410988,3.405393
3.75,0.2,2.399974,4.412395,3.406184
3.8,0.2,2.400163,4.413916,3.407039
3.85,0.2,2.400366,4.415549,3.407958
3.9,0.2,2.400583,4.417296,3.40894
3.95,0.2,2.400815,4.419156,3.409985
4.0,0.2,2.40106,4.421129,3.411094
0.0,0.3,2.43888,4.717401,3.57814
0.05,0.3,2.437409,4.706142,3.571776
0.1,0.3,2.435965,4.695073,3.565519
0.15,0.3,2.434549,4.684195,3.559372
0.2,0.3,2.43316,4.67351,3.553335
0.25,0.3,2.431799,4.663018,3.547409
0.3,0.3,2.430465,4.652722,3.541594
0.35,0.3,2.429159,4.642622,3.53589
0.4,0.3,2.427881,4.632719,3.5303
0.45,0.3,2.42663,4.623015,3.524823
0.5,0.3,2.425407,4.613512,3.519459
0.55,0.3,2.424211,4.60421,3.514211
0.6,0.3,2.423044,4.595111,3.509077
0.65,0.3,2.421904,4.586215,3.50406
0.7,0.3,2.420792,4.577525,3.499159
0.75,0.3,2.419709,4.56904,3.494374
0.8,0.3,2.418653,4.560763,3.489708
0.85,0.3,2.417625,4.552695,3.48516
0.9,0.3,2.416625,4.544836,3.480731
0.95,0.3,2.415653,4.537188,3.476421
1.0,0.3,2.414709,4.529752,3.472231
1.05,0.3,2.413794,4.522528,3.468161
1.1,0.3,2.412907,4.515519,3.464213
1.15,0.3,2.412047,4.508724,3.460386
1.2,0.3,2.411216,4.502145,3.45668
1.25,0.3,2.410414,4.495782,3.453098
1.3,0.3,2.409639,4.489638,3.449638
1.35,0.3,2.408893,4.483712,3.446302
1.4,0.3,2.408175,4.478005,3.44309
1.45,0.3,2.407486,4.472518,3.440002
1.5,0.3,2.406825,4.467253,3.437039
1.55,0.3,2.406192,4.46221,3.434201
1.6,0.3,2.405588,4.457389,3.431488
1.65,0.3,2.405012,4.452791,3.428902
1.7,0.3,2.404465,4.448418,3.426442
1.75,0.3,2.403947,4.444269,3.424108
1.8,0.3,2.403456,4.440346,3.421901
1.85,0.3,2.402995,4.436648,3.419821
1.9,0.3,2.402561,4.433177,3.417869
1.95,0.3,2.402157,4.429933,3.416045
2.0,0.3,2.401781,4.426916,3.414349
2.05,0.3,2.401434,4.424128,3.412781
2.1,0.3,2.401115,4.421568,3.411341
2.15,0.3,2.400825,4.419236,3.41003
2.2,0.3,2.400563,4.417134,3.408849
2.25,0.3,2.40033,4.415262,3.407796
2.3,0.3,2.400126,4.413619,3.406872
2.35,0.3,2.399942,4.412142,3.406042
2.4,0.3,2.399739,4.410508,3.405124
2.45,0.3,2.399559,4.409062,3.404311
2.5,0.3,2.3994,4.407778,3.403589
2.55,0.3,2.39926,4.406648,3.402954
2.6,0.3,2.399138,4.40567,3.402404
2.65,0.3,2.399036,4.404846,3.401941
2.7,0.3,2.398953,4.404175,3.401564
2.75,0.3,2.398888,4.403657,3.401272
2.8,0.3,2.398843,4.403292,3.401067
2.85,0.3,2.398817,4.40308,3.400948
2.9,0.3,2.39881,4.403022,3.400916
2.95,0.3,2.398792,4.402882,3.400837
3.0,0.3,2.398766,4.402673,3.40072
3.05,0.3,2.398757,4.402596,3.400676
3.1,0.3,2.398764,4.402652,3.400708
3.15,0.3,2.398787,4.40284,3.400814
3.2,0.3,2.398827,4.403161,3.400994
3.25,0.3,2.398883,4.403615,3.401249
3.3,0.3,2.398956,4.404202,3.401579
3.35,0.3,2.399045,4.404921,3.401983
3.4,0.3,2.399151,4.405772,3.402462
3.45,0.3,2.399273,4.406756,3.403015
3.5,0.3,2.399412,4.407872,3.403642
3.55,0.3,2.39955,4.408987,3.404269
3.6,0.3,2.399703,4.410216,3.40496
3.65,0.3,2.39984,4.411317,3.405578
3.7,0.3,2.399979,4.412441,3.40621
3.75,0.3,2.400133,4.413673,3.406903
3.8,0.3,2.400299,4.415014,3.407657
3.85,0.3,2.400479,4.416462,3.408471
3.9,0.3,2.400673,4.418019,3.409346
3.95,0.3,2.40088,4.419684,3.410282
4.0,0.3,2.401101,4.421456,3.411278
0.0,0.4,2.43888,4.717401,3.57814
0.05,0.4,2.437442,4.706394,3.571918
0.1,0.4,2.43603,4.695569,3.565799
0.15,0.4,2.434644,4.684928,3.559786
0.2,0.4,2.433285,4.674473,3.553879
0.25,0.4,2.431953,4.664204,3.548078
0.3,0.4,2.430647,4.654123,3.542385
0.35,0.4,2.429367,4.644231,3.536799
0.4,0.4,2.428114,4.634529,3.531322
0.45,0.4,2.426888,4.625019,3.525953
0.5,0.4,2.425688,4.615701,3.520695
0.55,0.4,2.424515,4.606577,3.515546
0.6,0.4,2.423369,4.597648,3.510509
0.65,0.4,2.42225,4.588915,3.505583
0.7,0.4,2.421158,4.580379,3.500768
0.75,0.4,2.420092,4.572042,3.496067
0.8,0.4,2.419053,4.563903,3.491478
0.85,0.4,2.418041,4.555966,3.487004
0.9,0.4,2.417057,4.548229,3.482643
0.95,0.4,2.416099,4.540696,3.478397
1.0,0.4,2.415168,4.533365,3.474267
1.05,0.4,2.414264,4.52624,3.470252
1.1,0.4,2.413388,4.51932,3.466354
1.15,0.4,2.412538,4.512606,3.462572
1.2,0.4,2.411716,4.506099,3.458908
1.25,0.4,2.410921,4.499801,3.455361
1.3,0.4,2.410153,4.493712,3.451932
1.35,0.4,2.409412,4.487833,3.448622
1.4,0.4,2.408699,4.482165,3.445432
1.45,0.4,2.408012,4.476708,3.44236
1.5,0.4,2.407353,4.471464,3.439409
1.55,0.4,2.406722,4.466433,3.436577
1.6,0.4,2.406118,4.461615,3.433867
1.65,0.4,2.405541,4.457012,3.431277
1.7,0.4,2.404992,4.452625,3.428808
1.75,0.4,2.40447,4.448453,3.426461
1.8,0.4,2.403975,4.444498,3.424236
1.85,0.4,2.403508,4.44076,3.422134
1.9,0.4,2.403068,4.437239,3.420154
1.95,0.4,2.402656,4.433936,3.418296
2.0,0.4,2.402272,4.430852,3.416562
2.05,0.4,2.401914,4.427987,3.414951
2.1,0.4,2.401585,4.425342,3.413463
2.15,0.4,2.401283,4.422916,3.4121
2.2,0.4,2.401008,4.420711,3.41086
2.25,0.4,2.400761,4.418726,3.409744
2.3,0.4,2.400542,4.416962,3.408752
2.35,0.4,2.40035,4.415419,3.407884
2.4,0.4,2.400181,4.414064,3.407123
2.45,0.4,2.39999,4.412526,3.406258
2.5,0.4,2.399821,4.411169,3.405495
2.55,0.4,2.399672,4.409968,3.40482
2.6,0.4,2.399541,4.408915,3.404228
2.65,0.4,2.399429,4.408009,3.403719
2.7,0.4,2.399334,4.40725,3.403292
2.75,0.4,2.399259,4.40664,3.402949
2.8,0.4,2.399201,4.406176,3.402689
2.85,0.4,2.399162,4.405861,3.402512
2.9,0.4,2.399141,4.405693,3.402417
2.95,0.4,2.399139,4.405673,3.402406
3.0,0.4,2.3991,4.405359,3.402229
3.05,0.4,2.399076,4.405171,3.402124
3.1,0.4,2.399069,4.405112,3.40209
3.15,0.4,2.399077,4.40518,3.402129
3.2,0.4,2.399102,4.405375,3.402238
3.25,0.4,2.399142,4.405698,3.40242
3.3,0.4,2.399198,4.406149,3.402673
3.35,0.4,2.399269,4.406726,3.402998
3.4,0.4,2.399357,4.407432,3.403394
3.45,0.4,2.39946,4.408264,3.403862
3.5,0.4,2.39958,4.409224,3.404402
3.55,0.4,2.399715,4.410311,3.405013
3.6,0.4,2.399851,4.411407,3.405629
3.65,0.4,2.399989,4.412522,3.406256
3.7,0.4,2.40011,4.413494,3.406802
3.75,0.4,2.400244,4.41457,3.407407
3.8,0.4,2.400391,4.41575,3.40807
3.85,0.4,2.40055,4.417033,3.408792
3.9,0.4,2.400723,4.41842,3.409572
3.95,0.4,2.400908,4.419911,3.41041
4.0,0.4,2.401107,4.421504,3.411306
0.0,0.5,2.43888,4.717401,3.57814
0.05,0.5,2.437472,4.706625,3.572048
0.1,0.5,2.436089,4.696024,3.566057
0.15,0.5,2.434732,4.685601,3.560167
0.2,0.5,2.4334,4.675357,3.554379
0.25,0.5,2.432094,4.665293,3.548693
0.3,0.5,2.430813,4.65541,3.543111
0.35,0.5,2.429558,4.645708,3.537633
0.4,0.5,2.428329,4.63619,3.53226
0.45,0.5,2.427125,4.626857,3.526991
0.5,0.5,2.425947,4.617709,3.521828
0.55,0.5,2.424794,4.608748,3.516771
0.6,0.5,2.423668,4.599974,3.511821
0.65,0.5,2.422567,4.591389,3.506978
0.7,0.5,2.421492,4.582994,3.502243
0.75,0.5,2.420443,4.57479,3.497617
0.8,0.5,2.41942,4.566778,3.493099
0.85,0.5,2.418423,4.558959,3.488691
0.9,0.5,2.417452,4.551334,3.484393
0.95,0.5,2.416506,4.543904,3.480205
1.0,0.5,2.415587,4.53667,3.476128
1.05,0.5,2.414694,4.529632,3.472163
1.1,0.5,2.413827,4.522792,3.46831
1.15,0.5,2.412987,4.516151,3.464569
1.2,0.5,2.412172,4.50971,3.460941
1.25,0.5,2.411383,4.503468,3.457426
1.3,0.5,2.410621,4.497428,3.454025
1.35,0.5,2.409885,4.491591,3.450738
1.4,0.5,2.409176,4.485955,3.447565
1.45,0.5,2.408492,4.480524,3.444508
1.5,0.5,2.407835,4.475296,3.441566
1.55,0.5,2.407204,4.470274,3.438739
1.6,0.5,2.4066,4.465458,3.436029
1.65,0.5,2.406022,4.460848,3.433435
1.7,0.5,2.40547,4.456444,3.430957
1.75,0.5,2.404945,4.452249,3.428597
1.8,0.5,2.404446,4.448262,3.426354
1.85,0.5,2.403973,4.444483,3.424228
1.9,0.5,2.403527,4.440914,3.422221
1.95,0.5,2.403108,4.437555,3.420331
2.0,0.5,2.402715,4.434406,3.41856
2.05,0.5,2.402348,4.431468,3.416908
2.1,0.5,2.402008,4.428741,3.415375
2.15,0.5,2.401695,4.426225,3.41396
2.2,0.5,2.401408,4.423922,3.412665
2.25,0.5,2.401147,4.421831,3.411489
2.3,0.5,2.400914,4.419952,3.410433
2.35,0.5,2.400706,4.418286,3.409496
2.4,0.5,2.400526,4.416833,3.408679
2.45,0.5,2.400371,4.415594,3.407983
2.5,0.5,2.400192,4.414148,3.40717
2.55,0.5,2.400033,4.412872,3.406453
2.6,0.5,2.399893,4.411748,3.40582
2.65,0.5,2.399771,4.410766,3.405268
2.7,0.5,2.399667,4.409926,3.404796
2.75,0.5,2.39958,4.409229,3.404404
2.8,0.5,2.399511,4.408674,3.404093
2.85,0.5,2.39946,4.408262,3.403861
2.9,0.5,2.399427,4.407993,3.40371
2.95,0.5,2.399411,4.407866,3.403639
3.0,0.5,2.399388,4.407681,3.403534
3.05,0.5,2.399352,4.407392,3.403372
3.1,0.5,2.399331,4.407226,3.403279
3.15,0.5,2.399326,4.407183,3.403255
3.2,0.5,2.399336,4.407263,3.4033
3.25,0.5,2.399361,4.407466,3.403414
3.3,0.5,2.399402,4.407792,3.403597
3.35,0.5,2.399457,4.40824,3.403849
3.4,0.5,2.399528,4.408811,3.40417
3.45,0.5,2.399615,4.409505,3.40456
3.5,0.5,2.399716,4.410322,3.405019
3.55,0.5,2.399833,4.411261,3.405547
3.6,0.5,2.399965,4.412323,3.406144
3.65,0.5,2.400099,4.413406,3.406752
3.7,0.5,2.400214,4.414329,3.407271
3.75,0.5,2.40033,4.415263,3.407797
3.8,0.5,2.400459,4.416297,3.408378
3.85,0.5,2.4006,4.41743,3.409015
3.9,0.5,2.400753,4.418664,3.409708
3.95,0.5,2.400919,4.419996,3.410458
4.0,0.5,2.401097,4.421429,3.411263
0.0,0.6,2.43888,4.717401,3.57814
0.05,0.6,2.4375,4.70684,3.57217
0.1,0.6,2.436145,4.696449,3.566297
0.15,0.6,2.434814,4.68623,3.560522
0.2,0.6,2.433507,4.676183,3.554845
0.25,0.6,2.432226,4.666309,3.549268
0.3,0.6,2.430969,4.656611,3.54379
0.35,0.6,2.429736,4.647087,3.538412
0.4,0.6,2.428529,4.637741,3.533135
0.45,0.6,2.427346,4.628572,3.527959
0.5,0.6,2.426188,4.619583,3.522885
0.55,0.6,2.425055,4.610773,3.517914
0.6,0.6,2.423946,4.602145,3.513045
0.65,0.6,2.422863,4.593698,3.50828
0.7,0.6,2.421804,4.585434,3.503619
0.75,0.6,2.420771,4.577355,3.499063
0.8,0.6,2.419762,4.56946,3.494611
0.85,0.6,2.418779,4.561752,3.490265
0.9,0.6,2.41782,4.55423,3.486025
0.95,0.6,2.416887,4.546896,3.481892
1.0,0.6,2.415979,4.539751,3.477865
1.05,0.6,2.415096,4.532796,3.473946
1.1,0.6,2.414238,4.526031,3.470134
1.15,0.6,2.413405,4.519457,3.466431
1.2,0.6,2.412598,4.513076,3.462837
1.25,0.6,2.411815,4.506888,3.459352
1.3,0.6,2.411058,4.500893,3.455976
1.35,0.6,2.410327,4.495093,3.45271
1.4,0.6,2.40962,4.489489,3.449555
1.45,0.6,2.40894,4.48408,3.44651
1.5,0.6,2.408284,4.478868,3.443576
1.55,0.6,2.407654,4.473854,3.440754
1.6,0.6,2.407049,4.469038,3.438043
1.65,0.6,2.40647,4.464421,3.435445
1.7,0.6,2.405916,4.460003,3.432959
1.75,0.6,2.405387,4.455785,3.430586
1.8,0.6,2.404884,4.451767,3.428326
1.85,0.6,2.404407,4.447951,3.426179
1.9,0.6,2.403955,4.444336,3.424146
1.95,0.6,2.403529,4.440924,3.422226
2.0,0.6,2.403128,4.437714,3.420421
2.05,0.6,2.402752,4.434707,3.41873
2.1,0.6,2.402403,4.431903,3.417153
2.15,0.6,2.402078,4.429304,3.415691
2.2,0.6,2.40178,4.426908,3.414344
2.25,0.6,2.401507,4.424717,3.413112
2.3,0.6,2.40126,4.422731,3.411995
2.35,0.6,2.401038,4.42095,3.410994
2.4,0.6,2.400842,4.419374,3.410108
2.45,0.6,2.400671,4.418004,3.409338
2.5,0.6,2.400526,4.41684,3.408683
2.55,0.6,2.400362,4.415522,3.407942
2.6,0.6,2.400213,4.414322,3.407268
2.65,0.6,2.400082,4.413269,3.406676
2.7,0.6,2.399969,4.412354,3.406161
2.75,0.6,2.399872,4.411576,3.405724
2.8,0.6,2.399792,4.410937,3.405365
2.85,0.6,2.39973,4.410435,3.405083
2.9,0.6,2.399685,4.410072,3.404878
2.95,0.6,2.399657,4.409846,3.404752
3.0,0.6,2.399646,4.409759,3.404703
3.05,0.6,2.399603,4.409408,3.404505
3.1,0.6,2.39957,4.409145,3.404357
3.15,0.6,2.399552,4.409,3.404276
3.2,0.6,2.399549,4.408974,3.404261
3.25,0.6,2.39956,4.409067,3.404314
3.3,0.6,2.399586,4.409278,3.404432
3.35,0.6,2.399627,4.409608,3.404618
3.4,0.6,2.399683,4.410056,3.40487
3.45,0.6,2.399753,4.410623,3.405188
3.5,0.6,2.399839,4.411308,3.405574
3.55,0.6,2.399939,4.412112,3.406025
3.6,0.6,2.400053,4.413034,3.406544
3.65,0.6,2.400182,4.414075,3.407129
3.7,0.6,2.400308,4.41508,3.407694
3.75,0.6,2.400408,4.415886,3.408147
3.8,0.6,2.40052,4.416787,3.408654
3.85,0.6,2.400644,4.417785,3.409214
3.9,0.6,2.40078,4.418878,3.409829
3.95,0.6,2.400928,4.420068,3.410498
4.0,0.6,2.401088,4.421353,3.41122
0.0,0.7,2.43888,4.717401,3.57814
0.05,0.7,2.437527,4.707044,3.572285
0.1,0.7,2.436197,4.696851,3.566524
0.15,0.7,2.434891,4.686824,3.560857
0.2,0.7,2.433609,4.676963,3.555286
0.25,0.7,2.43235,4.66727,3.54981
0.3,0.7,2.431116,4.657745,3.54443
0.35,0.7,2.429905,4.64839,3.539148
0.4,0.7,2.428718,4.639206,3.533962
0.45,0.7,2.427555,4.630193,3.528874
0.5,0.7,2.426416,4.621354,3.523885
0.55,0.7,2.425301,4.612688,3.518994
0.6,0.7,2.42421,4.604196,3.514203
0.65,0.7,2.423143,4.59588,3.509511
0.7,0.7,2.4221,4.587741,3.50492
0.75,0.7,2.421081,4.57978,3.50043
0.8,0.7,2.420086,4.571996,3.496041
0.85,0.7,2.419116,4.564393,3.491754
0.9,0.7,2.418169,4.556969,3.487569
0.95,0.7,2.417247,4.549727,3.483487
1.0,0.7,2.416349,4.542667,3.479508
1.05,0.7,2.415476,4.535789,3.475632
1.1,0.7,2.414626,4.529095,3.471861
1.15,0.7,2.413801,4.522586,3.468194
1.2,0.7,2.413001,4.516263,3.464632
1.25,0.7,2.412224,4.510125,3.461175
1.3,0.7,2.411473,4.504174,3.457823
1.35,0.7,2.410745,4.498411,3.454578
1.4,0.7,2.410042,4.492836,3.451439
1.45,0.7,2.409364,4.48745,3.448407
1.5,0.7,2.40871,4.482254,3.445482
1.55,0.7,2.40808,4.477248,3.442664
1.6,0.7,2.407475,4.472434,3.439954
1.65,0.7,2.406895,4.46781,3.437353
1.7,0.7,2.406339,4.46338,3.434859
1.75,0.7,2.405808,4.459142,3.432475
1.8,0.7,2.405301,4.455097,3.430199
1.85,0.7,2.404819,4.451246,3.428033
1.9,0.7,2.404362,4.44759,3.425976
1.95,0.7,2.403929,4.444128,3.424029
2.0,0.7,2.403521,4.440862,3.422191
2.05,0.7,2.403137,4.437791,3.420464
2.1,0.7,2.402779,4.434917,3.418848
2.15,0.7,2.402445,4.432239,3.417342
2.2,0.7,2.402135,4.429759,3.415947
2.25,0.7,2.401851,4.427475,3.414663
2.3,0.7,2.401591,4.425389,3.41349
2.35,0.7,2.401355,4.4235,3.412428
2.4,0.7,2.401145,4.42181,3.411478
2.45,0.7,2.400959,4.420318,3.410639
2.5,0.7,2.400798,4.419025,3.409912
2.55,0.7,2.400662,4.41793,3.409296
2.6,0.7,2.400514,4.416743,3.408628
2.65,0.7,2.400374,4.415615,3.407994
2.7,0.7,2.400251,4.41463,3.407441
2.75,0.7,2.400146,4.413778,3.406962
2.8,0.7,2.400056,4.413061,3.406559
2.85,0.7,2.399984,4.412477,3.40623
2.9,0.7,2.399928,4.412026,3.405977
2.95,0.7,2.399888,4.41171,3.405799
3.0,0.7,2.399866,4.411527,3.405696
3.05,0.7,2.399839,4.411316,3.405578
3.1,0.7,2.399796,4.410963,3.405379
3.15,0.7,2.399766,4.410725,3.405246
3.2,0.7,2.399751,4.410602,3.405176
3.25,0.7,2.39975,4.410594,3.405172
3.3,0.7,2.399763,4.4107,3.405231
3.35,0.7,2.39979,4.410921,3.405355
3.4,0.7,2.399832,4.411256,3.405544
3.45,0.7,2.399888,4.411706,3.405797
3.5,0.7,2.399958,4.412271,3.406115
3.55,0.7,2.400043,4.41295,3.406497
3.6,0.7,2.400141,4.413744,3.406943
3.65,0.7,2.400254,4.414652,3.407453
3.7,0.7,2.400381,4.415675,3.408028
3.75,0.7,2.400487,4.416521,3.408504
3.8,0.7,2.400584,4.417302,3.408943
3.85,0.7,2.400693,4.418176,3.409434
3.9,0.7,2.400813,4.419142,3.409978
3.95,0.7,2.400945,4.420201,3.410573
4.0,0.7,2.401088,4.421352,3.41122
0.0,0.8,2.43888,4.717401,3.57814
0.05,0.8,2.437552,4.707238,3.572395
0.1,0.8,2.436247,4.697234,3.56674
0.15,0.8,2.434965,4.687389,3.561177
0.2,0.8,2.433705,4.677706,3.555706
0.25,0.8,2.432469,4.668185,3.550327
0.3,0.8,2.431256,4.658826,3.545041
0.35,0.8,2.430065,4.649632,3.539849
0.4,0.8,2.428898,4.640602,3.53475
0.45,0.8,2.427754,4.631739,3.529746
0.5,0.8,2.426633,4.623042,3.524838
0.55,0.8,2.425535,4.614513,3.520024
0.6,0.8,2.424461,4.606152,3.515307
0.65,0.8,2.42341,4.597962,3.510686
0.7,0.8,2.422381,4.589942,3.506162
0.75,0.8,2.421377,4.582093,3.501735
0.8,0.8,2.420395,4.574417,3.497406
0.85,0.8,2.419437,4.566913,3.493175
0.9,0.8,2.418502,4.559584,3.489043
0.95,0.8,2.417591,4.55243,3.485011
1.0,0.8,2.416703,4.545451,3.481077
1.05,0.8,2.415839,4.538649,3.477244
1.1,0.8,2.414998,4.532025,3.473511
1.15,0.8,2.41418,4.525578,3.469879
1.2,0.8,2.413386,4.51931,3.466348
1.25,0.8,2.412616,4.513222,3.462919
1.3,0.8,2.411869,4.507314,3.459592
1.35,0.8,2.411146,4.501588,3.456367
1.4,0.8,2.410446,4.496043,3.453245
1.45,0.8,2.409771,4.49068,3.450225
1.5,0.8,2.409118,4.4855,3.447309
1.55,0.8,2.40849,4.480505,3.444497
1.6,0.8,2.407885,4.475693,3.441789
1.65,0.8,2.407304,4.471066,3.439185
1.7,0.8,2.406746,4.466625,3.436686
1.75,0.8,2.406212,4.46237,3.434291
1.8,0.8,2.405703,4.458302,3.432002
1.85,0.8,2.405216,4.45442,3.429818
1.9,0.8,2.404754,4.450726,3.42774
1.95,0.8,2.404315,4.44722,3.425768
2.0,0.8,2.403901,4.443903,3.423902
2.05,0.8,2.40351,4.440774,3.422142
2.1,0.8,2.403143,4.437835,3.420489
2.15,0.8,2.4028,4.435085,3.418943
2.2,0.8,2.40248,4.432526,3.417503
2.25,0.8,2.402185,4.430157,3.416171
2.3,0.8,2.401913,4.427978,3.414946
2.35,0.8,2.401666,4.425991,3.413828
2.4,0.8,2.401442,4.424194,3.412818
2.45,0.8,2.401242,4.42259,3.411916
2.5,0.8,2.401066,4.421176,3.411121
2.55,0.8,2.400914,4.419955,3.410434
2.6,0.8,2.400786,4.418926,3.409856
2.65,0.8,2.400655,4.417871,3.409263
2.7,0.8,2.400523,4.416812,3.408667
2.75,0.8,2.400408,4.415892,3.40815
2.8,0.8,2.40031,4.415102,3.407706
2.85,0.8,2.400228,4.414442,3.407335
2.9,0.8,2.400162,4.413912,3.407037
2.95,0.8,2.400112,4.413511,3.406812
3.0,0.8,2.400079,4.41324,3.406659
3.05,0.8,2.400061,4.413099,3.40658
3.1,0.8,2.400016,4.412734,3.406375
3.15,0.8,2.399976,4.412411,3.406193
