lambda,p,cal_all_rmse,cal_high_rmse,objective
1.75,0.4,2.324426,4.099492,3.211959
1.8,0.4,2.32362,4.09273,3.208175
1.85,0.4,2.322856,4.086306,3.204581
1.9,0.4,2.322133,4.080223,3.201178
1.95,0.4,2.321451,4.074481,3.197966
2.0,0.4,2.320811,4.069082,3.194947
2.05,0.4,2.320212,4.064028,3.19212
2.1,0.4,2.319648,4.059262,3.189455
2.15,0.4,2.319078,4.054445,3.186762
2.2,0.4,2.318546,4.049936,3.184241
2.25,0.4,2.318047,4.04571,3.181878
2.3,0.4,2.317581,4.041759,3.17967
2.35,0.4,2.317148,4.038085,3.177617
2.4,0.4,2.316748,4.034688,3.175718
2.45,0.4,2.316381,4.031569,3.173975
2.5,0.4,2.316046,4.028729,3.172388
2.55,0.4,2.315745,4.026168,3.170957
2.6,0.4,2.315477,4.023886,3.169682
2.65,0.4,2.315198,4.021505,3.168351
2.7,0.4,2.314939,4.019299,3.167119
2.75,0.4,2.31471,4.017354,3.166032
2.8,0.4,2.314513,4.015668,3.16509
2.85,0.4,2.314345,4.014243,3.164294
2.9,0.4,2.314209,4.013079,3.163644
2.95,0.4,2.314103,4.012176,3.16314
3.0,0.4,2.314028,4.011534,3.162781
3.05,0.4,2.313983,4.011154,3.162569
3.1,0.4,2.313969,4.011035,3.162502
3.15,0.4,2.313978,4.011107,3.162542
3.2,0.4,2.314007,4.01136,3.162684
3.25,0.4,2.314047,4.011699,3.162873
3.3,0.4,2.314093,4.012091,3.163092
3.35,0.4,2.314167,4.01272,3.163443
3.4,0.4,2.314268,4.013587,3.163928
3.45,0.4,2.314398,4.014691,3.164545
3.5,0.4,2.314555,4.016033,3.165294
3.55,0.4,2.314733,4.017549,3.166141
3.6,0.4,2.314908,4.019043,3.166976
3.65,0.4,2.315109,4.020748,3.167928
3.7,0.4,2.315334,4.022664,3.168999
3.75,0.4,2.315584,4.024791,3.170187
3.8,0.4,2.315856,4.027112,3.171484
3.85,0.4,2.316152,4.029627,3.17289
3.9,0.4,2.316472,4.032344,3.174408
3.95,0.4,2.316815,4.035263,3.176039
4.0,0.4,2.317163,4.038218,3.177691
0.0,0.45,2.378185,4.53268,3.455432
0.05,0.45,2.376047,4.516068,3.446058
0.1,0.45,2.373947,4.499696,3.436821
0.15,0.45,2.371882,4.483566,3.427724
0.2,0.45,2.369855,4.467681,3.418768
0.25,0.45,2.367865,4.452043,3.409954
0.3,0.45,2.365911,4.436656,3.401283
0.35,0.45,2.363995,4.42152,3.392758
0.4,0.45,2.362116,4.406641,3.384378
0.45,0.45,2.360274,4.392018,3.376146
0.5,0.45,2.358469,4.377657,3.368063
0.55,0.45,2.356702,4.363558,3.36013
0.6,0.45,2.354973,4.349725,3.352349
0.65,0.45,2.353281,4.33616,3.34472
0.7,0.45,2.351627,4.322865,3.337246
0.75,0.45,2.35001,4.309844,3.329927
0.8,0.45,2.348432,4.297098,3.322765
0.85,0.45,2.346891,4.28463,3.315761
0.9,0.45,2.345389,4.272443,3.308916
0.95,0.45,2.343924,4.260538,3.302231
1.0,0.45,2.342498,4.248919,3.295708
1.05,0.45,2.34111,4.237588,3.289349
1.1,0.45,2.33976,4.226546,3.283153
1.15,0.45,2.338448,4.215796,3.277122
1.2,0.45,2.337175,4.205341,3.271258
1.25,0.45,2.335941,4.195183,3.265562
1.3,0.45,2.334745,4.185323,3.260034
1.35,0.45,2.333587,4.175765,3.254676
1.4,0.45,2.332468,4.166509,3.249489
1.45,0.45,2.331388,4.157558,3.244473
1.5,0.45,2.330347,4.148914,3.239631
1.55,0.45,2.329345,4.14058,3.234962
1.6,0.45,2.328381,4.132555,3.230468
1.65,0.45,2.327456,4.124844,3.22615
1.7,0.45,2.326571,4.117447,3.222009
1.75,0.45,2.325724,4.110366,3.218045
1.8,0.45,2.324917,4.103602,3.214259
1.85,0.45,2.324148,4.097158,3.210653
1.9,0.45,2.323419,4.091035,3.207227
1.95,0.45,2.322728,4.085234,3.203981
2.0,0.45,2.322077,4.079756,3.200917
2.05,0.45,2.321466,4.074603,3.198034
2.1,0.45,2.320893,4.069777,3.195335
2.15,0.45,2.32034,4.065108,3.192724
2.2,0.45,2.319792,4.060482,3.190137
2.25,0.45,2.319279,4.05614,3.18771
2.3,0.45,2.318797,4.052061,3.185429
2.35,0.45,2.318345,4.04824,3.183293
2.4,0.45,2.317925,4.04468,3.181303
2.45,0.45,2.317536,4.04138,3.179458
2.5,0.45,2.317178,4.038342,3.17776
2.55,0.45,2.316851,4.035566,3.176208
2.6,0.45,2.316555,4.033052,3.174804
2.65,0.45,2.316272,4.030645,3.173458
2.7,0.45,2.315983,4.028188,3.172086
2.75,0.45,2.315723,4.025975,3.170849
2.8,0.45,2.315491,4.024005,3.169748
2.85,0.45,2.315288,4.022279,3.168784
2.9,0.45,2.315114,4.020797,3.167956
2.95,0.45,2.314969,4.01956,3.167264
3.0,0.45,2.314853,4.018567,3.16671
3.05,0.45,2.314765,4.017819,3.166292
3.1,0.45,2.314706,4.017317,3.166011
3.15,0.45,2.314676,4.017059,3.165867
3.2,0.45,2.314663,4.016952,3.165807
3.25,0.45,2.314673,4.017034,3.165853
3.3,0.45,2.31467,4.017008,3.165839
3.35,0.45,2.314692,4.017194,3.165943
3.4,0.45,2.314739,4.017603,3.166171
3.45,0.45,2.314813,4.018233,3.166523
3.5,0.45,2.314913,4.019085,3.166999
3.55,0.45,2.31504,4.020159,3.167599
3.6,0.45,2.315192,4.021454,3.168323
3.65,0.45,2.31537,4.022971,3.16917
3.7,0.45,2.315574,4.024709,3.170141
3.75,0.45,2.31577,4.026379,3.171075
3.8,0.45,2.315988,4.028234,3.172111
3.85,0.45,2.316226,4.030258,3.173242
3.9,0.45,2.316487,4.032472,3.17448
3.95,0.45,2.31677,4.034876,3.175823
4.0,0.45,2.317075,4.037466,3.17727
0.0,0.5,2.378185,4.53268,3.455432
0.05,0.5,2.376117,4.516609,3.446363
0.1,0.5,2.374084,4.500767,3.437426
0.15,0.5,2.372085,4.485155,3.42862
0.2,0.5,2.370122,4.469776,3.419949
0.25,0.5,2.368194,4.454632,3.411413
0.3,0.5,2.366301,4.439726,3.403013
0.35,0.5,2.364442,4.42506,3.394751
0.4,0.5,2.36262,4.410636,3.386628
0.45,0.5,2.360832,4.396456,3.378644
0.5,0.5,2.35908,4.382524,3.370802
0.55,0.5,2.357364,4.368842,3.363103
0.6,0.5,2.355683,4.355411,3.355547
0.65,0.5,2.354038,4.342235,3.348136
0.7,0.5,2.352429,4.329315,3.340872
0.75,0.5,2.350855,4.316654,3.333754
0.8,0.5,2.349318,4.304253,3.326786
0.85,0.5,2.347816,4.292117,3.319966
0.9,0.5,2.34635,4.280246,3.313298
0.95,0.5,2.344921,4.268642,3.306782
1.0,0.5,2.343527,4.257309,3.300418
1.05,0.5,2.34217,4.246248,3.294209
1.1,0.5,2.340849,4.235461,3.288155
1.15,0.5,2.339565,4.224951,3.282258
1.2,0.5,2.338317,4.214719,3.276518
1.25,0.5,2.337105,4.204768,3.270937
1.3,0.5,2.33593,4.195099,3.265515
1.35,0.5,2.334792,4.185715,3.260253
1.4,0.5,2.33369,4.176617,3.255153
1.45,0.5,2.332625,4.167807,3.250216
1.5,0.5,2.331597,4.159287,3.245442
1.55,0.5,2.330605,4.15106,3.240832
1.6,0.5,2.329651,4.143125,3.236388
1.65,0.5,2.328733,4.135487,3.23211
1.7,0.5,2.327852,4.128145,3.227998
1.75,0.5,2.327008,4.121101,3.224055
1.8,0.5,2.326201,4.114358,3.22028
1.85,0.5,2.325432,4.107916,3.216674
1.9,0.5,2.324699,4.101777,3.213238
1.95,0.5,2.324003,4.095943,3.209973
2.0,0.5,2.323345,4.090414,3.206879
2.05,0.5,2.322724,4.085192,3.203958
2.1,0.5,2.322139,4.080278,3.201209
2.15,0.5,2.321593,4.075673,3.198633
2.2,0.5,2.321051,4.071106,3.196078
2.25,0.5,2.320525,4.066667,3.193596
2.3,0.5,2.32003,4.062492,3.191261
2.35,0.5,2.319565,4.05856,3.189063
2.4,0.5,2.319129,4.054873,3.187001
2.45,0.5,2.318722,4.051431,3.185077
2.5,0.5,2.318345,4.048235,3.18329
2.55,0.5,2.317997,4.045285,3.181641
2.6,0.5,2.317678,4.042581,3.18013
2.65,0.5,2.317388,4.040125,3.178757
2.7,0.5,2.317081,4.037521,3.177301
2.75,0.5,2.316795,4.035086,3.17594
2.8,0.5,2.316535,4.03288,3.174707
2.85,0.5,2.316302,4.030902,3.173602
2.9,0.5,2.316096,4.029152,3.172624
2.95,0.5,2.315918,4.027633,3.171775
3.0,0.5,2.315766,4.026342,3.171054
3.05,0.5,2.315641,4.025282,3.170461
3.1,0.5,2.315544,4.024451,3.169997
3.15,0.5,2.315473,4.02385,3.169662
3.2,0.5,2.315429,4.02348,3.169455
3.25,0.5,2.315399,4.023222,3.169311
3.3,0.5,2.315373,4.022997,3.169185
3.35,0.5,2.31535,4.022802,3.169076
3.4,0.5,2.315351,4.022815,3.169083
3.45,0.5,2.315377,4.023035,3.169206
3.5,0.5,2.315428,4.023463,3.169445
3.55,0.5,2.315502,4.024098,3.1698
3.6,0.5,2.315601,4.024941,3.170271
3.65,0.5,2.315725,4.025991,3.170858
3.7,0.5,2.315872,4.027248,3.17156
3.75,0.5,2.316044,4.028712,3.172378
3.8,0.5,2.316241,4.030383,3.173312
3.85,0.5,2.31646,4.032248,3.174354
3.9,0.5,2.316683,4.034142,3.175413
3.95,0.5,2.316913,4.036093,3.176503
4.0,0.5,2.317164,4.038222,3.177693
0.0,0.55,2.378185,4.53268,3.455432
0.05,0.55,2.376184,4.517128,3.446656
0.1,0.55,2.374215,4.501793,3.438004
0.15,0.55,2.37228,4.486678,3.429479
0.2,0.55,2.370378,4.471784,3.421081
0.25,0.55,2.368509,4.457115,3.412812
0.3,0.55,2.366674,4.442671,3.404673
0.35,0.55,2.364872,4.428456,3.396664
0.4,0.55,2.363104,4.414471,3.388788
0.45,0.55,2.361369,4.400719,3.381044
0.5,0.55,2.359668,4.387202,3.373435
0.55,0.55,2.358001,4.373922,3.365961
0.6,0.55,2.356367,4.360881,3.358624
0.65,0.55,2.354768,4.348082,3.351425
0.7,0.55,2.353202,4.335526,3.344364
0.75,0.55,2.35167,4.323216,3.337443
0.8,0.55,2.350173,4.311154,3.330664
0.85,0.55,2.348709,4.299342,3.324026
0.9,0.55,2.34728,4.287781,3.317531
0.95,0.55,2.345885,4.276475,3.31118
1.0,0.55,2.344525,4.265424,3.304975
1.05,0.55,2.343199,4.254632,3.298915
1.1,0.55,2.341907,4.244099,3.293003
1.15,0.55,2.34065,4.233829,3.287239
1.2,0.55,2.339427,4.223822,3.281625
1.25,0.55,2.338239,4.214081,3.27616
1.3,0.55,2.337086,4.204607,3.270847
1.35,0.55,2.335967,4.195403,3.265685
1.4,0.55,2.334884,4.18647,3.260677
1.45,0.55,2.333835,4.17781,3.255822
1.5,0.55,2.332821,4.169424,3.251122
1.55,0.55,2.331841,4.161314,3.246578
1.6,0.55,2.330897,4.153483,3.24219
1.65,0.55,2.329988,4.14593,3.237959
1.7,0.55,2.329114,4.138659,3.233887
1.75,0.55,2.328275,4.13167,3.229973
1.8,0.55,2.327471,4.124965,3.226218
1.85,0.55,2.326702,4.118546,3.222624
1.9,0.55,2.325969,4.112413,3.219191
1.95,0.55,2.32527,4.106567,3.215919
2.0,0.55,2.324607,4.101011,3.212809
2.05,0.55,2.32398,4.095745,3.209862
2.1,0.55,2.323387,4.090771,3.207079
2.15,0.55,2.32283,4.086089,3.204459
2.2,0.55,2.322308,4.0817,3.202004
2.25,0.55,2.321778,4.077238,3.199508
2.3,0.55,2.321274,4.072984,3.197129
2.35,0.55,2.320798,4.068972,3.194885
2.4,0.55,2.32035,4.06519,3.19277
2.45,0.55,2.319929,4.061639,3.190784
2.5,0.55,2.319536,4.058319,3.188928
2.55,0.55,2.319171,4.055231,3.187201
2.6,0.55,2.318834,4.052375,3.185604
2.65,0.55,2.318524,4.049752,3.184138
2.7,0.55,2.318221,4.047189,3.182705
2.75,0.55,2.317913,4.044573,3.181243
2.8,0.55,2.31763,4.042172,3.179901
2.85,0.55,2.317372,4.039985,3.178678
2.9,0.55,2.317139,4.038013,3.177576
2.95,0.55,2.316932,4.036257,3.176594
3.0,0.55,2.316751,4.034715,3.175733
3.05,0.55,2.316595,4.03339,3.174992
3.1,0.55,2.316464,4.03228,3.174372
3.15,0.55,2.316359,4.031387,3.173873
3.2,0.55,2.31628,4.03071,3.173495
3.25,0.55,2.316225,4.030249,3.173237
3.3,0.55,2.316181,4.029868,3.173024
3.35,0.55,2.31612,4.029354,3.172737
3.4,0.55,2.316081,4.029026,3.172554
3.45,0.55,2.316066,4.028893,3.17248
3.5,0.55,2.316073,4.028955,3.172514
3.55,0.55,2.316103,4.02921,3.172657
3.6,0.55,2.316156,4.02966,3.172908
3.65,0.55,2.316232,4.030305,3.173268
3.7,0.55,2.31633,4.031143,3.173737
3.75,0.55,2.316452,4.032176,3.174314
3.8,0.55,2.316596,4.033403,3.175
3.85,0.55,2.316764,4.034823,3.175793
3.9,0.55,2.316951,4.036413,3.176682
3.95,0.55,2.31716,4.038186,3.177673
4.0,0.55,2.317391,4.040145,3.178768
0.0,0.6,2.378185,4.53268,3.455432
0.05,0.6,2.376247,4.517624,3.446936
0.1,0.6,2.374341,4.502776,3.438558
0.15,0.6,2.372467,4.488137,3.430302
0.2,0.6,2.370624,4.473709,3.422166
0.25,0.6,2.368812,4.459495,3.414153
0.3,0.6,2.367033,4.445496,3.406264
0.35,0.6,2.365285,4.431715,3.3985
0.4,0.6,2.363569,4.418153,3.390861
0.45,0.6,2.361885,4.404813,3.383349
0.5,0.6,2.360233,4.391697,3.375965
0.55,0.6,2.358614,4.378806,3.36871
0.6,0.6,2.357026,4.366143,3.361585
0.65,0.6,2.355471,4.35371,3.35459
0.7,0.6,2.353947,4.341508,3.347728
0.75,0.6,2.352457,4.32954,3.340998
0.8,0.6,2.350998,4.317807,3.334403
0.85,0.6,2.349573,4.306312,3.327942
0.9,0.6,2.348179,4.295056,3.321617
0.95,0.6,2.346818,4.284041,3.31543
1.0,0.6,2.34549,4.273269,3.30938
1.05,0.6,2.344195,4.262742,3.303469
1.1,0.6,2.342932,4.252462,3.297697
1.15,0.6,2.341703,4.242431,3.292067
1.2,0.6,2.340506,4.232649,3.286578
1.25,0.6,2.339342,4.22312,3.281231
1.3,0.6,2.33821,4.213845,3.276028
1.35,0.6,2.337112,4.204825,3.270969
1.4,0.6,2.336047,4.196062,3.266055
1.45,0.6,2.335015,4.187558,3.261287
1.5,0.6,2.334017,4.179314,3.256665
1.55,0.6,2.333051,4.171332,3.252191
1.6,0.6,2.332119,4.163613,3.247866
1.65,0.6,2.33122,4.156159,3.243689
1.7,0.6,2.330354,4.148971,3.239662
1.75,0.6,2.329522,4.142051,3.235786
1.8,0.6,2.328722,4.135399,3.232061
1.85,0.6,2.327957,4.129018,3.228488
1.9,0.6,2.327225,4.122909,3.225067
1.95,0.6,2.326526,4.117072,3.221799
2.0,0.6,2.325861,4.111509,3.218685
2.05,0.6,2.325229,4.106221,3.215725
2.1,0.6,2.324631,4.101209,3.21292
2.15,0.6,2.324067,4.096474,3.21027
2.2,0.6,2.323536,4.092017,3.207777
2.25,0.6,2.323034,4.087802,3.205418
2.3,0.6,2.322521,4.083485,3.203003
2.35,0.6,2.322037,4.079413,3.200725
2.4,0.6,2.32158,4.075564,3.198572
2.45,0.6,2.321149,4.071932,3.196541
2.5,0.6,2.320744,4.068519,3.194632
2.55,0.6,2.320366,4.065324,3.192845
2.6,0.6,2.320013,4.062348,3.191181
2.65,0.6,2.319687,4.059592,3.189639
2.7,0.6,2.319387,4.057056,3.188221
2.75,0.6,2.319066,4.054336,3.186701
2.8,0.6,2.318763,4.051777,3.18527
2.85,0.6,2.318485,4.049419,3.183952
2.9,0.6,2.31823,4.047263,3.182747
2.95,0.6,2.318,4.04531,3.181655
3.0,0.6,2.317793,4.043559,3.180676
3.05,0.6,2.317611,4.042012,3.179811
3.1,0.6,2.317452,4.040667,3.17906
3.15,0.6,2.317318,4.039526,3.178422
3.2,0.6,2.317207,4.038588,3.177897
3.25,0.6,2.317121,4.037854,3.177487
3.3,0.6,2.317056,4.037306,3.177181
3.35,0.6,2.316982,4.036681,3.176832
3.4,0.6,2.31691,4.036063,3.176486
3.45,0.6,2.316858,4.035627,3.176243
3.5,0.6,2.316828,4.035373,3.176101
3.55,0.6,2.31682,4.035302,3.176061
3.6,0.6,2.316833,4.035413,3.176123
3.65,0.6,2.316868,4.035706,3.176287
3.7,0.6,2.316924,4.036182,3.176553
3.75,0.6,2.317001,4.03684,3.17692
3.8,0.6,2.3171,4.03768,3.17739
3.85,0.6,2.31722,4.038702,3.177961
3.9,0.6,2.317361,4.039898,3.17863
3.95,0.6,2.317521,4.041254,3.179388
4.0,0.6,2.317702,4.042784,3.180243
0.0,0.65,2.378185,4.53268,3.455432
0.05,0.65,2.376308,4.518099,3.447204
0.1,0.65,2.374462,4.503717,3.439089
0.15,0.65,2.372645,4.489534,3.43109
0.2,0.65,2.370859,4.475554,3.423207
0.25,0.65,2.369103,4.461777,3.41544
0.3,0.65,2.367377,4.448206,3.407792
0.35,0.65,2.365681,4.434843,3.400262
0.4,0.65,2.364016,4.421689,3.392852
0.45,0.65,2.362381,4.408746,3.385564
0.5,0.65,2.360777,4.396016,3.378397
0.55,0.65,2.359203,4.383502,3.371352
0.6,0.65,2.35766,4.371204,3.364432
0.65,0.65,2.356148,4.359125,3.357636
0.7,0.65,2.354666,4.347267,3.350966
0.75,0.65,2.353215,4.335631,3.344423
0.8,0.65,2.351795,4.324219,3.338007
0.85,0.65,2.350406,4.313033,3.331719
0.9,0.65,2.349048,4.302075,3.325561
0.95,0.65,2.347721,4.291346,3.319533
1.0,0.65,2.346425,4.280848,3.313636
1.05,0.65,2.34516,4.270584,3.307872
1.1,0.65,2.343926,4.260553,3.30224
1.15,0.65,2.342723,4.250759,3.296741
1.2,0.65,2.341552,4.241203,3.291378
1.25,0.65,2.340412,4.231887,3.286149
1.3,0.65,2.339304,4.222811,3.281057
1.35,0.65,2.338227,4.213978,3.276102
1.4,0.65,2.337181,4.205389,3.271285
1.45,0.65,2.336167,4.197046,3.266606
1.5,0.65,2.335184,4.188949,3.262067
1.55,0.65,2.334233,4.181102,3.257667
1.6,0.65,2.333314,4.173504,3.253409
1.65,0.65,2.332426,4.166158,3.249292
1.7,0.65,2.33157,4.159064,3.245317
1.75,0.65,2.330746,4.152224,3.241485
1.8,0.65,2.329953,4.145639,3.237796
1.85,0.65,2.329192,4.139311,3.234252
1.9,0.65,2.328463,4.13324,3.230852
1.95,0.65,2.327766,4.127428,3.227597
2.0,0.65,2.327101,4.121876,3.224488
2.05,0.65,2.326468,4.116585,3.221526
2.1,0.65,2.325866,4.111555,3.218711
2.15,0.65,2.325297,4.106789,3.216043
2.2,0.65,2.324759,4.102286,3.213523
2.25,0.65,2.324254,4.098047,3.211151
2.3,0.65,2.323766,4.093956,3.208861
2.35,0.65,2.323276,4.089832,3.206554
2.4,0.65,2.322812,4.085938,3.204375
2.45,0.65,2.322374,4.08225,3.202312
2.5,0.65,2.32196,4.078769,3.200365
2.55,0.65,2.321572,4.075495,3.198533
2.6,0.65,2.321208,4.072427,3.196817
2.65,0.65,2.320868,4.069567,3.195218
2.7,0.65,2.320554,4.066914,3.193734
2.75,0.65,2.320243,4.064288,3.192266
2.8,0.65,2.319925,4.061603,3.190764
2.85,0.65,2.31963,4.059108,3.189369
2.9,0.65,2.319357,4.056802,3.18808
2.95,0.65,2.319107,4.054688,3.186897
3.0,0.65,2.31888,4.052764,3.185822
3.05,0.65,2.318675,4.051031,3.184853
3.1,0.65,2.318493,4.04949,3.183991
3.15,0.65,2.318334,4.04814,3.183237
3.2,0.65,2.318197,4.046982,3.182589
3.25,0.65,2.318083,4.046015,3.182049
3.3,0.65,2.317992,4.045241,3.181616
3.35,0.65,2.317919,4.044625,3.181272
3.4,0.65,2.317818,4.043771,3.180795
3.45,0.65,2.317736,4.043077,3.180407
3.5,0.65,2.317675,4.042554,3.180114
3.55,0.65,2.317633,4.042203,3.179918
3.6,0.65,2.317612,4.042022,3.179817
3.65,0.65,2.317611,4.042013,3.179812
3.7,0.65,2.31763,4.042175,3.179902
3.75,0.65,2.317669,4.042508,3.180089
3.8,0.65,2.317729,4.043013,3.180371
3.85,0.65,2.317808,4.043688,3.180748
3.9,0.65,2.317908,4.044535,3.181221
3.95,0.65,2.318026,4.045534,3.18178
4.0,0.65,2.318162,4.04669,3.182426
0.0,0.7,2.378185,4.53268,3.455432
0.05,0.7,2.376367,4.518554,3.447461
0.1,0.7,2.374578,4.504619,3.439598
0.15,0.7,2.372817,4.490874,3.431846
0.2,0.7,2.371085,4.477323,3.424204
0.25,0.7,2.369382,4.463967,3.416674
0.3,0.7,2.367707,4.450806,3.409257
0.35,0.7,2.366062,4.437845,3.401953
0.4,0.7,2.364445,4.425083,3.394764
0.45,0.7,2.362858,4.412523,3.387691
0.5,0.7,2.3613,4.400167,3.380733
0.55,0.7,2.35977,4.388016,3.373893
0.6,0.7,2.35827,4.376071,3.367171
0.65,0.7,2.3568,4.364336,3.360568
0.7,0.7,2.355358,4.35281,3.354084
0.75,0.7,2.353946,4.341497,3.347722
0.8,0.7,2.352563,4.330397,3.34148
0.85,0.7,2.35121,4.319513,3.335362
0.9,0.7,2.349887,4.308846,3.329366
0.95,0.7,2.348593,4.298397,3.323495
1.0,0.7,2.347328,4.288168,3.317748
1.05,0.7,2.346093,4.278161,3.312127
1.1,0.7,2.344888,4.268377,3.306633
1.15,0.7,2.343713,4.258819,3.301266
1.2,0.7,2.342567,4.249486,3.296027
1.25,0.7,2.341452,4.240381,3.290916
1.3,0.7,2.340366,4.231506,3.285936
1.35,0.7,2.33931,4.222861,3.281086
1.4,0.7,2.338284,4.214449,3.276366
1.45,0.7,2.337288,4.20627,3.271779
1.5,0.7,2.336322,4.198326,3.267324
1.55,0.7,2.335387,4.190618,3.263002
1.6,0.7,2.334481,4.183148,3.258814
1.65,0.7,2.333606,4.175917,3.254761
1.7,0.7,2.33276,4.168925,3.250843
1.75,0.7,2.331945,4.162175,3.24706
1.8,0.7,2.331161,4.155668,3.243414
1.85,0.7,2.330406,4.149404,3.239905
1.9,0.7,2.329682,4.143385,3.236533
1.95,0.7,2.328988,4.137612,3.2333
2.0,0.7,2.328325,4.132085,3.230205
2.05,0.7,2.327692,4.126807,3.227249
2.1,0.7,2.327089,4.121777,3.224433
2.15,0.7,2.326517,4.116996,3.221757
2.2,0.7,2.325975,4.112467,3.219221
2.25,0.7,2.325464,4.108188,3.216826
2.3,0.7,2.324983,4.104162,3.214573
2.35,0.7,2.32451,4.100196,3.212353
2.4,0.7,2.324041,4.096262,3.210152
2.45,0.7,2.323598,4.092541,3.208069
2.5,0.7,2.323178,4.089014,3.206096
2.55,0.7,2.322782,4.085684,3.204233
2.6,0.7,2.322409,4.082548,3.202479
2.65,0.7,2.32206,4.07961,3.200835
2.7,0.7,2.321734,4.076867,3.199301
2.75,0.7,2.321432,4.074322,3.197877
2.8,0.7,2.321106,4.071572,3.196339
2.85,0.7,2.320797,4.068968,3.194882
2.9,0.7,2.32051,4.066543,3.193526
2.95,0.7,2.320244,4.064298,3.192271
3.0,0.7,2.32,4.062232,3.191116
3.05,0.7,2.319776,4.060348,3.190062
3.1,0.7,2.319575,4.058643,3.189109
3.15,0.7,2.319395,4.057119,3.188257
3.2,0.7,2.319236,4.055776,3.187506
3.25,0.7,2.319098,4.054615,3.186857
3.3,0.7,2.318983,4.053634,3.186308
3.35,0.7,2.318888,4.052835,3.185862
3.4,0.7,2.318791,4.052017,3.185404
3.45,0.7,2.318684,4.051104,3.184894
3.5,0.7,2.318595,4.050353,3.184474
3.55,0.7,2.318525,4.049762,3.184144
3.6,0.7,2.318474,4.049332,3.183903
3.65,0.7,2.318443,4.049064,3.183753
3.7,0.7,2.31843,4.048956,3.183693
3.75,0.7,2.318436,4.049009,3.183723
3.8,0.7,2.318462,4.049224,3.183843
3.85,0.7,2.318506,4.049599,3.184053
3.9,0.7,2.318569,4.050136,3.184353
3.95,0.7,2.318651,4.050831,3.184741
4.0,0.7,2.318749,4.051661,3.185205
0.0,0.75,2.378185,4.53268,3.455432
0.05,0.75,2.376423,4.518991,3.447707
0.1,0.75,2.374688,4.505483,3.440086
0.15,0.75,2.372981,4.492159,3.43257
0.2,0.75,2.371302,4.47902,3.425161
0.25,0.75,2.369649,4.466067,3.417858
0.3,0.75,2.368025,4.453302,3.410663
0.35,0.75,2.366427,4.440727,3.403577
0.4,0.75,2.364858,4.428343,3.3966
0.45,0.75,2.363316,4.416152,3.389734
0.5,0.75,2.361802,4.404155,3.382979
0.55,0.75,2.360316,4.392355,3.376335
0.6,0.75,2.358858,4.380752,3.369805
0.65,0.75,2.357428,4.369349,3.363388
0.7,0.75,2.356025,4.358146,3.357086
0.75,0.75,2.354651,4.347146,3.350898
0.8,0.75,2.353305,4.33635,3.344827
0.85,0.75,2.351986,4.325759,3.338873
0.9,0.75,2.350697,4.315375,3.333036
0.95,0.75,2.349435,4.3052,3.327317
1.0,0.75,2.348201,4.295234,3.321718
1.05,0.75,2.346996,4.28548,3.316238
1.1,0.75,2.345819,4.275939,3.310879
1.15,0.75,2.344671,4.266612,3.305642
1.2,0.75,2.343551,4.257501,3.300526
1.25,0.75,2.342459,4.248607,3.295533
1.3,0.75,2.341396,4.239931,3.290664
1.35,0.75,2.340362,4.231475,3.285919
1.4,0.75,2.339356,4.223241,3.281298
1.45,0.75,2.338379,4.215228,3.276804
1.5,0.75,2.337431,4.20744,3.272435
1.55,0.75,2.336511,4.199876,3.268193
1.6,0.75,2.33562,4.192538,3.264079
1.65,0.75,2.334757,4.185428,3.260093
1.7,0.75,2.333924,4.178546,3.256235
1.75,0.75,2.333119,4.171894,3.252507
1.8,0.75,2.332343,4.165473,3.248908
1.85,0.75,2.331596,4.159283,3.24544
1.9,0.75,2.330878,4.153326,3.242102
1.95,0.75,2.330189,4.147603,3.238896
2.0,0.75,2.329529,4.142115,3.235822
2.05,0.75,2.328898,4.136863,3.23288
2.1,0.75,2.328296,4.131847,3.230071
2.15,0.75,2.327723,4.127068,3.227396
2.2,0.75,2.327179,4.122528,3.224854
2.25,0.75,2.326664,4.118227,3.222446
2.3,0.75,2.326178,4.114166,3.220172
2.35,0.75,2.325722,4.110346,3.218034
2.4,0.75,2.325263,4.106508,3.215885
2.45,0.75,2.324816,4.102759,3.213787
2.5,0.75,2.324392,4.099207,3.2118
2.55,0.75,2.323991,4.09584,3.209916
2.6,0.75,2.323612,4.092659,3.208135
2.65,0.75,2.323255,4.089663,3.206459
2.7,0.75,2.322921,4.086854,3.204888
2.75,0.75,2.322609,4.084232,3.203421
2.8,0.75,2.322298,4.081615,3.201957
2.85,0.75,2.321979,4.078927,3.200453
2.9,0.75,2.32168,4.076409,3.199045
2.95,0.75,2.321401,4.07406,3.197731
3.0,0.75,2.321143,4.071882,3.196512
3.05,0.75,2.320905,4.069874,3.195389
3.1,0.75,2.320687,4.068036,3.194361
3.15,0.75,2.320489,4.066369,3.193429
3.2,0.75,2.320312,4.064872,3.192592
3.25,0.75,2.320155,4.063547,3.191851
3.3,0.75,2.320019,4.062393,3.191206
3.35,0.75,2.319902,4.061411,3.190657
3.4,0.75,2.319806,4.0606,3.190203
3.45,0.75,2.319686,4.059586,3.189636
3.5,0.75,2.319575,4.058641,3.189108
3.55,0.75,2.319481,4.057848,3.188665
3.6,0.75,2.319405,4.057207,3.188306
3.65,0.75,2.319347,4.056717,3.188032
3.7,0.75,2.319307,4.056379,3.187843
