alpha,beta,q0,cal_all_rmse,cal_high_rmse,objective
1.5,2.8,0.362628,2.395963,4.66911,3.532537
1.5,2.9,0.362628,2.396096,4.670122,3.533109
1.5,3.0,0.362628,2.396223,4.671084,3.533654
1.6,0.0,0.362628,2.371138,4.477739,3.424438
1.6,0.1,0.362628,2.37625,4.517647,3.446949
1.6,0.2,0.362628,2.379917,4.54611,3.463013
1.6,0.3,0.362628,2.382605,4.566883,3.474744
1.6,0.4,0.362628,2.384638,4.582554,3.483596
1.6,0.5,0.362628,2.386225,4.594754,3.490489
1.6,0.6,0.362628,2.387496,4.604514,3.496005
1.6,0.7,0.362628,2.388539,4.612508,3.500524
1.6,0.8,0.362628,2.389411,4.619185,3.504298
1.6,0.9,0.362628,2.390153,4.624858,3.507505
1.6,1.0,0.362628,2.390793,4.629746,3.510269
1.6,1.1,0.362628,2.391351,4.634011,3.512681
1.6,1.2,0.362628,2.391844,4.637771,3.514808
1.6,1.3,0.362628,2.392283,4.641118,3.5167
1.6,1.4,0.362628,2.392677,4.644119,3.518398
1.6,1.5,0.362628,2.393033,4.646831,3.519932
1.6,1.6,0.362628,2.393356,4.649295,3.521326
1.6,1.7,0.362628,2.393652,4.651547,3.5226
1.6,1.8,0.362628,2.393924,4.653616,3.52377
1.6,1.9,0.362628,2.394175,4.655524,3.524849
1.6,2.0,0.362628,2.394407,4.65729,3.525849
1.6,2.1,0.362628,2.394623,4.658933,3.526778
1.6,2.2,0.362628,2.394825,4.660465,3.527645
1.6,2.3,0.362628,2.395013,4.661898,3.528455
1.6,2.4,0.362628,2.39519,4.663242,3.529216
1.6,2.5,0.362628,2.395356,4.664507,3.529932
1.6,2.6,0.362628,2.395513,4.665699,3.530606
1.6,2.7,0.362628,2.395662,4.666826,3.531244
1.6,2.8,0.362628,2.395802,4.667893,3.531847
1.6,2.9,0.362628,2.395936,4.668905,3.53242
1.6,3.0,0.362628,2.396063,4.669867,3.532965
1.7,0.0,0.362628,2.370988,4.476562,3.423775
1.7,0.1,0.362628,2.3761,4.516481,3.446291
1.7,0.2,0.362628,2.379768,4.544951,3.462359
1.7,0.3,0.362628,2.382455,4.565729,3.474092
1.7,0.4,0.362628,2.384489,4.581404,3.482947
1.7,0.5,0.362628,2.386075,4.593607,3.489841
1.7,0.6,0.362628,2.387347,4.60337,3.495359
1.7,0.7,0.362628,2.38839,4.611366,3.499878
1.7,0.8,0.362628,2.389262,4.618045,3.503654
1.7,0.9,0.362628,2.390004,4.623718,3.506861
1.7,1.0,0.362628,2.390644,4.628608,3.509626
1.7,1.1,0.362628,2.391202,4.632874,3.512038
1.7,1.2,0.362628,2.391695,4.636635,3.514165
1.7,1.3,0.362628,2.392134,4.639983,3.516058
1.7,1.4,0.362628,2.392528,4.642985,3.517757
1.7,1.5,0.362628,2.392884,4.645697,3.519291
1.7,1.6,0.362628,2.393208,4.648162,3.520685
1.7,1.7,0.362628,2.393503,4.650415,3.521959
1.7,1.8,0.362628,2.393775,4.652484,3.523129
1.7,1.9,0.362628,2.394026,4.654392,3.524209
1.7,2.0,0.362628,2.394258,4.656159,3.525209
1.7,2.1,0.362628,2.394474,4.657802,3.526138
1.7,2.2,0.362628,2.394676,4.659334,3.527005
1.7,2.3,0.362628,2.394864,4.660768,3.527816
1.7,2.4,0.362628,2.395041,4.662112,3.528577
1.7,2.5,0.362628,2.395208,4.663377,3.529293
1.7,2.6,0.362628,2.395365,4.66457,3.529967
1.7,2.7,0.362628,2.395513,4.665697,3.530605
1.7,2.8,0.362628,2.395654,4.666764,3.531209
1.7,2.9,0.362628,2.395787,4.667776,3.531782
1.7,3.0,0.362628,2.395914,4.668739,3.532326
1.8,0.0,0.362628,2.370848,4.475468,3.423158
1.8,0.1,0.362628,2.375961,4.515397,3.445679
1.8,0.2,0.362628,2.379629,4.543873,3.461751
1.8,0.3,0.362628,2.382316,4.564657,3.473487
1.8,0.4,0.362628,2.38435,4.580335,3.482343
1.8,0.5,0.362628,2.385937,4.592541,3.489239
1.8,0.6,0.362628,2.387208,4.602306,3.494757
1.8,0.7,0.362628,2.388252,4.610304,3.499278
1.8,0.8,0.362628,2.389124,4.616984,3.503054
1.8,0.9,0.362628,2.389866,4.622659,3.506262
1.8,1.0,0.362628,2.390505,4.62755,3.509028
1.8,1.1,0.362628,2.391064,4.631817,3.51144
1.8,1.2,0.362628,2.391557,4.635579,3.513568
1.8,1.3,0.362628,2.391996,4.638927,3.515461
1.8,1.4,0.362628,2.39239,4.64193,3.51716
1.8,1.5,0.362628,2.392746,4.644643,3.518694
1.8,1.6,0.362628,2.393069,4.647109,3.520089
1.8,1.7,0.362628,2.393365,4.649362,3.521363
1.8,1.8,0.362628,2.393637,4.651431,3.522534
1.8,1.9,0.362628,2.393888,4.65334,3.523614
1.8,2.0,0.362628,2.39412,4.655108,3.524614
1.8,2.1,0.362628,2.394336,4.656751,3.525543
1.8,2.2,0.362628,2.394538,4.658283,3.52641
1.8,2.3,0.362628,2.394726,4.659717,3.527222
1.8,2.4,0.362628,2.394903,4.661062,3.527983
1.8,2.5,0.362628,2.39507,4.662327,3.528698
1.8,2.6,0.362628,2.395227,4.66352,3.529373
1.8,2.7,0.362628,2.395375,4.664647,3.530011
1.8,2.8,0.362628,2.395516,4.665715,3.530615
1.8,2.9,0.362628,2.395649,4.666727,3.531188
1.8,3.0,0.362628,2.395776,4.66769,3.531733
1.9,0.0,0.362628,2.370718,4.474448,3.422583
1.9,0.1,0.362628,2.375831,4.514385,3.445108
1.9,0.2,0.362628,2.379499,4.542868,3.461184
1.9,0.3,0.362628,2.382187,4.563657,3.472922
1.9,0.4,0.362628,2.38422,4.579339,3.48178
1.9,0.5,0.362628,2.385807,4.591547,3.488677
1.9,0.6,0.362628,2.387079,4.601314,3.494197
1.9,0.7,0.362628,2.388122,4.609314,3.498718
1.9,0.8,0.362628,2.388995,4.615996,3.502495
1.9,0.9,0.362628,2.389736,4.621672,3.505704
1.9,1.0,0.362628,2.390376,4.626563,3.50847
1.9,1.1,0.362628,2.390935,4.630831,3.510883
1.9,1.2,0.362628,2.391428,4.634594,3.513011
1.9,1.3,0.362628,2.391867,4.637943,3.514905
1.9,1.4,0.362628,2.392261,4.640947,3.516604
1.9,1.5,0.362628,2.392617,4.64366,3.518138
1.9,1.6,0.362628,2.39294,4.646126,3.519533
1.9,1.7,0.362628,2.393236,4.64838,3.520808
1.9,1.8,0.362628,2.393508,4.650449,3.521979
1.9,1.9,0.362628,2.393759,4.652359,3.523059
1.9,2.0,0.362628,2.393991,4.654127,3.524059
1.9,2.1,0.362628,2.394207,4.65577,3.524989
1.9,2.2,0.362628,2.394409,4.657303,3.525856
1.9,2.3,0.362628,2.394597,4.658737,3.526667
1.9,2.4,0.362628,2.394774,4.660083,3.527428
1.9,2.5,0.362628,2.394941,4.661348,3.528144
1.9,2.6,0.362628,2.395098,4.662541,3.528819
1.9,2.7,0.362628,2.395246,4.663668,3.529457
1.9,2.8,0.362628,2.395387,4.664736,3.530061
1.9,2.9,0.362628,2.39552,4.665749,3.530635
1.9,3.0,0.362628,2.395647,4.666712,3.531179
2.0,0.0,0.362628,2.370596,4.473494,3.422045
2.0,0.1,0.362628,2.37571,4.51344,3.444575
2.0,0.2,0.362628,2.379378,4.541929,3.460653
2.0,0.3,0.362628,2.382066,4.562722,3.472394
2.0,0.4,0.362628,2.384099,4.578407,3.481253
2.0,0.5,0.362628,2.385686,4.590617,3.488152
2.0,0.6,0.362628,2.386958,4.600387,3.493673
2.0,0.7,0.362628,2.388002,4.608388,3.498195
2.0,0.8,0.362628,2.388874,4.615071,3.501972
2.0,0.9,0.362628,2.389616,4.620748,3.505182
2.0,1.0,0.362628,2.390256,4.625641,3.507948
2.0,1.1,0.362628,2.390814,4.62991,3.510362
2.0,1.2,0.362628,2.391307,4.633674,3.51249
2.0,1.3,0.362628,2.391746,4.637023,3.514385
2.0,1.4,0.362628,2.39214,4.640027,3.516084
2.0,1.5,0.362628,2.392496,4.642741,3.517619
2.0,1.6,0.362628,2.39282,4.645208,3.519014
2.0,1.7,0.362628,2.393116,4.647462,3.520289
2.0,1.8,0.362628,2.393387,4.649532,3.52146
2.0,1.9,0.362628,2.393638,4.651441,3.52254
2.0,2.0,0.362628,2.393871,4.65321,3.52354
2.0,2.1,0.362628,2.394087,4.654854,3.52447
2.0,2.2,0.362628,2.394288,4.656387,3.525338
2.0,2.3,0.362628,2.394477,4.657821,3.526149
2.0,2.4,0.362628,2.394654,4.659167,3.52691
2.0,2.5,0.362628,2.39482,4.660432,3.527626
2.0,2.6,0.362628,2.394977,4.661626,3.528302
2.0,2.7,0.362628,2.395126,4.662753,3.52894
2.0,2.8,0.362628,2.395266,4.663821,3.529544
2.0,2.9,0.362628,2.3954,4.664835,3.530117
2.0,3.0,0.362628,2.395526,4.665798,3.530662
2.1,0.0,0.362628,2.370482,4.4726,3.421541
2.1,0.1,0.362628,2.375596,4.512554,3.444075
2.1,0.2,0.362628,2.379264,4.541049,3.460156
2.1,0.3,0.362628,2.381952,4.561845,3.471899
2.1,0.4,0.362628,2.383986,4.577533,3.48076
2.1,0.5,0.362628,2.385573,4.589746,3.48766
2.1,0.6,0.362628,2.386845,4.599518,3.493181
2.1,0.7,0.362628,2.387888,4.60752,3.497704
2.1,0.8,0.362628,2.388761,4.614205,3.501483
2.1,0.9,0.362628,2.389503,4.619883,3.504693
2.1,1.0,0.362628,2.390143,4.624777,3.50746
2.1,1.1,0.362628,2.390701,4.629046,3.509874
2.1,1.2,0.362628,2.391194,4.632811,3.512002
2.1,1.3,0.362628,2.391633,4.636161,3.513897
2.1,1.4,0.362628,2.392027,4.639166,3.515596
2.1,1.5,0.362628,2.392383,4.64188,3.517131
2.1,1.6,0.362628,2.392707,4.644347,3.518527
2.1,1.7,0.362628,2.393003,4.646601,3.519802
2.1,1.8,0.362628,2.393274,4.648672,3.520973
2.1,1.9,0.362628,2.393525,4.650582,3.522054
2.1,2.0,0.362628,2.393758,4.652351,3.523054
2.1,2.1,0.362628,2.393974,4.653995,3.523984
2.1,2.2,0.362628,2.394175,4.655528,3.524852
2.1,2.3,0.362628,2.394364,4.656963,3.525663
2.1,2.4,0.362628,2.394541,4.658309,3.526425
2.1,2.5,0.362628,2.394707,4.659574,3.527141
2.1,2.6,0.362628,2.394864,4.660768,3.527816
2.1,2.7,0.362628,2.395013,4.661896,3.528454
2.1,2.8,0.362628,2.395153,4.662964,3.529059
2.1,2.9,0.362628,2.395287,4.663977,3.529632
2.1,3.0,0.362628,2.395414,4.664941,3.530177
2.2,0.0,0.362628,2.370375,4.471761,3.421068
2.2,0.1,0.362628,2.375489,4.511722,3.443606
2.2,0.2,0.362628,2.379157,4.540222,3.45969
2.2,0.3,0.362628,2.381846,4.561022,3.471434
2.2,0.4,0.362628,2.38388,4.576713,3.480296
2.2,0.5,0.362628,2.385467,4.588928,3.487197
2.2,0.6,0.362628,2.386739,4.598701,3.49272
2.2,0.7,0.362628,2.387782,4.606705,3.497244
2.2,0.8,0.362628,2.388654,4.613391,3.501023
2.2,0.9,0.362628,2.389396,4.61907,3.504233
2.2,1.0,0.362628,2.390036,4.623965,3.507
2.2,1.1,0.362628,2.390595,4.628235,3.509415
2.2,1.2,0.362628,2.391088,4.632,3.511544
2.2,1.3,0.362628,2.391527,4.635351,3.513439
2.2,1.4,0.362628,2.391921,4.638356,3.515138
2.2,1.5,0.362628,2.392277,4.641071,3.516674
2.2,1.6,0.362628,2.392601,4.643538,3.518069
2.2,1.7,0.362628,2.392897,4.645793,3.519345
2.2,1.8,0.362628,2.393168,4.647864,3.520516
2.2,1.9,0.362628,2.393419,4.649774,3.521597
2.2,2.0,0.362628,2.393652,4.651543,3.522597
2.2,2.1,0.362628,2.393868,4.653188,3.523528
2.2,2.2,0.362628,2.394069,4.654722,3.524395
2.2,2.3,0.362628,2.394258,4.656156,3.525207
2.2,2.4,0.362628,2.394435,4.657502,3.525969
2.2,2.5,0.362628,2.394601,4.658768,3.526685
2.2,2.6,0.362628,2.394758,4.659962,3.52736
2.2,2.7,0.362628,2.394907,4.66109,3.527999
2.2,2.8,0.362628,2.395047,4.662158,3.528603
2.2,2.9,0.362628,2.395181,4.663172,3.529176
2.2,3.0,0.362628,2.395308,4.664136,3.529722
2.3,0.0,0.362628,2.370274,4.47097,3.420622
2.3,0.1,0.362628,2.375389,4.510939,3.443164
2.3,0.2,0.362628,2.379057,4.539443,3.45925
2.3,0.3,0.362628,2.381745,4.560247,3.470996
2.3,0.4,0.362628,2.383779,4.575941,3.47986
2.3,0.5,0.362628,2.385366,4.588158,3.486762
2.3,0.6,0.362628,2.386639,4.597933,3.492286
2.3,0.7,0.362628,2.387682,4.605938,3.49681
2.3,0.8,0.362628,2.388554,4.612624,3.500589
2.3,0.9,0.362628,2.389296,4.618305,3.503801
2.3,1.0,0.362628,2.389936,4.6232,3.506568
2.3,1.1,0.362628,2.390495,4.627471,3.508983
2.3,1.2,0.362628,2.390988,4.631237,3.511112
2.3,1.3,0.362628,2.391427,4.634588,3.513008
2.3,1.4,0.362628,2.391821,4.637594,3.514707
2.3,1.5,0.362628,2.392177,4.640309,3.516243
2.3,1.6,0.362628,2.392501,4.642777,3.517639
2.3,1.7,0.362628,2.392797,4.645032,3.518914
2.3,1.8,0.362628,2.393069,4.647103,3.520086
2.3,1.9,0.362628,2.393319,4.649014,3.521167
2.3,2.0,0.362628,2.393552,4.650783,3.522168
2.3,2.1,0.362628,2.393768,4.652428,3.523098
2.3,2.2,0.362628,2.393969,4.653962,3.523966
2.3,2.3,0.362628,2.394158,4.655397,3.524778
2.3,2.4,0.362628,2.394335,4.656743,3.525539
2.3,2.5,0.362628,2.394502,4.65801,3.526256
2.3,2.6,0.362628,2.394659,4.659204,3.526931
2.3,2.7,0.362628,2.394807,4.660332,3.527569
2.3,2.8,0.362628,2.394948,4.6614,3.528174
2.3,2.9,0.362628,2.395081,4.662414,3.528748
2.3,3.0,0.362628,2.395208,4.663378,3.529293
2.4,0.0,0.362628,2.370179,4.470225,3.420202
2.4,0.1,0.362628,2.375294,4.510199,3.442747
2.4,0.2,0.362628,2.378962,4.538709,3.458835
2.4,0.3,0.362628,2.381651,4.559516,3.470583
2.4,0.4,0.362628,2.383685,4.575212,3.479448
2.4,0.5,0.362628,2.385272,4.587431,3.486352
2.4,0.6,0.362628,2.386544,4.597208,3.491876
2.4,0.7,0.362628,2.387588,4.605214,3.496401
2.4,0.8,0.362628,2.38846,4.611902,3.500181
2.4,0.9,0.362628,2.389202,4.617583,3.503393
2.4,1.0,0.362628,2.389842,4.622479,3.506161
2.4,1.1,0.362628,2.390401,4.626751,3.508576
2.4,1.2,0.362628,2.390894,4.630517,3.510705
2.4,1.3,0.362628,2.391333,4.633869,3.512601
2.4,1.4,0.362628,2.391727,4.636875,3.514301
2.4,1.5,0.362628,2.392083,4.639591,3.515837
2.4,1.6,0.362628,2.392407,4.642059,3.517233
2.4,1.7,0.362628,2.392702,4.644315,3.518509
2.4,1.8,0.362628,2.392974,4.646386,3.51968
2.4,1.9,0.362628,2.393225,4.648297,3.520761
2.4,2.0,0.362628,2.393458,4.650067,3.521762
2.4,2.1,0.362628,2.393674,4.651712,3.522693
2.4,2.2,0.362628,2.393875,4.653246,3.523561
2.4,2.3,0.362628,2.394064,4.654681,3.524373
2.4,2.4,0.362628,2.394241,4.656028,3.525134
2.4,2.5,0.362628,2.394407,4.657294,3.525851
2.4,2.6,0.362628,2.394565,4.658488,3.526526
2.4,2.7,0.362628,2.394713,4.659617,3.527165
2.4,2.8,0.362628,2.394854,4.660685,3.527769
2.4,2.9,0.362628,2.394987,4.661699,3.528343
2.4,3.0,0.362628,2.395114,4.662663,3.528888
2.5,0.0,0.362628,2.370089,4.46952,3.419805
2.5,0.1,0.362628,2.375204,4.509501,3.442353
2.5,0.2,0.362628,2.378873,4.538015,3.458444
2.5,0.3,0.362628,2.381561,4.558825,3.470193
2.5,0.4,0.362628,2.383595,4.574524,3.47906
2.5,0.5,0.362628,2.385183,4.586745,3.485964
2.5,0.6,0.362628,2.386455,4.596522,3.491489
2.5,0.7,0.362628,2.387498,4.60453,3.496014
2.5,0.8,0.362628,2.388371,4.611219,3.499795
2.5,0.9,0.362628,2.389113,4.616901,3.503007
2.5,1.0,0.362628,2.389753,4.621798,3.505775
2.5,1.1,0.362628,2.390312,4.62607,3.508191
2.5,1.2,0.362628,2.390805,4.629837,3.510321
2.5,1.3,0.362628,2.391244,4.633189,3.512216
2.5,1.4,0.362628,2.391638,4.636196,3.513917
2.5,1.5,0.362628,2.391994,4.638912,3.515453
2.5,1.6,0.362628,2.392318,4.64138,3.516849
2.5,1.7,0.362628,2.392613,4.643636,3.518125
2.5,1.8,0.362628,2.392885,4.645708,3.519297
2.5,1.9,0.362628,2.393136,4.647619,3.520378
2.5,2.0,0.362628,2.393369,4.649389,3.521379
2.5,2.1,0.362628,2.393585,4.651035,3.52231
2.5,2.2,0.362628,2.393786,4.652569,3.523178
2.5,2.3,0.362628,2.393975,4.654004,3.52399
2.5,2.4,0.362628,2.394152,4.655351,3.524752
2.5,2.5,0.362628,2.394319,4.656618,3.525468
2.5,2.6,0.362628,2.394476,4.657812,3.526144
2.5,2.7,0.362628,2.394624,4.658941,3.526782
2.5,2.8,0.362628,2.394765,4.660009,3.527387
2.5,2.9,0.362628,2.394898,4.661023,3.527961
2.5,3.0,0.362628,2.395025,4.661987,3.528506
2.6,0.0,0.362628,2.370004,4.468853,3.419429
2.6,0.1,0.362628,2.375119,4.50884,3.44198
2.6,0.2,0.362628,2.378788,4.537358,3.458073
2.6,0.3,0.362628,2.381477,4.558171,3.469824
2.6,0.4,0.362628,2.383511,4.573872,3.478691
2.6,0.5,0.362628,2.385098,4.586095,3.485596
2.6,0.6,0.362628,2.38637,4.595874,3.491122
2.6,0.7,0.362628,2.387414,4.603883,3.495648
2.6,0.8,0.362628,2.388287,4.610572,3.499429
2.6,0.9,0.362628,2.389029,4.616255,3.502642
2.6,1.0,0.362628,2.389669,4.621153,3.505411
2.6,1.1,0.362628,2.390227,4.625425,3.507826
2.6,1.2,0.362628,2.39072,4.629193,3.509957
2.6,1.3,0.362628,2.391159,4.632546,3.511853
2.6,1.4,0.362628,2.391553,4.635553,3.513553
2.6,1.5,0.362628,2.39191,4.638269,3.515089
2.6,1.6,0.362628,2.392233,4.640738,3.516486
2.6,1.7,0.362628,2.392529,4.642994,3.517762
2.6,1.8,0.362628,2.392801,4.645066,3.518934
2.6,1.9,0.362628,2.393052,4.646978,3.520015
2.6,2.0,0.362628,2.393284,4.648748,3.521016
2.6,2.1,0.362628,2.393501,4.650394,3.521947
2.6,2.2,0.362628,2.393702,4.651928,3.522815
2.6,2.3,0.362628,2.393891,4.653364,3.523627
2.6,2.4,0.362628,2.394068,4.654711,3.524389
2.6,2.5,0.362628,2.394234,4.655977,3.525106
2.6,2.6,0.362628,2.394391,4.657172,3.525782
2.6,2.7,0.362628,2.39454,4.658301,3.52642
2.6,2.8,0.362628,2.39468,4.65937,3.527025
2.6,2.9,0.362628,2.394814,4.660384,3.527599
2.6,3.0,0.362628,2.394941,4.661348,3.528144
2.7,0.0,0.362628,2.369924,4.468221,3.419072
2.7,0.1,0.362628,2.375039,4.508213,3.441626
2.7,0.2,0.362628,2.378708,4.536735,3.457721
2.7,0.3,0.362628,2.381396,4.557551,3.469474
2.7,0.4,0.362628,2.383431,4.573254,3.478342
2.7,0.5,0.362628,2.385018,4.585478,3.485248
2.7,0.6,0.362628,2.38629,4.595259,3.490775
2.7,0.7,0.362628,2.387334,4.603269,3.495301
2.7,0.8,0.362628,2.388207,4.609959,3.499083
2.7,0.9,0.362628,2.388949,4.615643,3.502296
2.7,1.0,0.362628,2.389589,4.620541,3.505065
2.7,1.1,0.362628,2.390147,4.624814,3.507481
2.7,1.2,0.362628,2.390641,4.628582,3.509611
2.7,1.3,0.362628,2.39108,4.631935,3.511508
2.7,1.4,0.362628,2.391474,4.634943,3.513208
2.7,1.5,0.362628,2.39183,4.63766,3.514745
2.7,1.6,0.362628,2.392153,4.640129,3.516141
2.7,1.7,0.362628,2.392449,4.642386,3.517418
2.7,1.8,0.362628,2.392721,4.644458,3.51859
2.7,1.9,0.362628,2.392972,4.64637,3.519671
2.7,2.0,0.362628,2.393205,4.64814,3.520672
2.7,2.1,0.362628,2.393421,4.649786,3.521603
2.7,2.2,0.362628,2.393622,4.651321,3.522472
2.7,2.3,0.362628,2.393811,4.652756,3.523284
2.7,2.4,0.362628,2.393988,4.654104,3.524046
2.7,2.5,0.362628,2.394155,4.65537,3.524763
2.7,2.6,0.362628,2.394312,4.656565,3.525438
2.7,2.7,0.362628,2.39446,4.657694,3.526077
2.7,2.8,0.362628,2.394601,4.658763,3.526682
2.7,2.9,0.362628,2.394734,4.659777,3.527256
2.7,3.0,0.362628,2.394861,4.660742,3.527801
2.8,0.0,0.362628,2.369847,4.46762,3.418734
2.8,0.1,0.362628,2.374962,4.507618,3.44129
2.8,0.2,0.362628,2.378631,4.536143,3.457387
2.8,0.3,0.362628,2.38132,4.556962,3.469141
2.8,0.4,0.362628,2.383355,4.572667,3.478011
2.8,0.5,0.362628,2.384942,4.584893,3.484918
2.8,0.6,0.362628,2.386214,4.594675,3.490445
2.8,0.7,0.362628,2.387258,4.602686,3.494972
2.8,0.8,0.362628,2.388131,4.609377,3.498754
2.8,0.9,0.362628,2.388873,4.615062,3.501967
2.8,1.0,0.362628,2.389513,4.61996,3.504736
2.8,1.1,0.362628,2.390072,4.624234,3.507153
2.8,1.2,0.362628,2.390565,4.628003,3.509284
2.8,1.3,0.362628,2.391004,4.631356,3.51118
2.8,1.4,0.362628,2.391398,4.634364,3.512881
2.8,1.5,0.362628,2.391754,4.637081,3.514418
2.8,1.6,0.362628,2.392078,4.639551,3.515814
2.8,1.7,0.362628,2.392374,4.641808,3.517091
2.8,1.8,0.362628,2.392645,4.64388,3.518263
2.8,1.9,0.362628,2.392896,4.645792,3.519344
2.8,2.0,0.362628,2.393129,4.647563,3.520346
2.8,2.1,0.362628,2.393345,4.649209,3.521277
2.8,2.2,0.362628,2.393547,4.650744,3.522145
2.8,2.3,0.362628,2.393735,4.65218,3.522958
2.8,2.4,0.362628,2.393912,4.653527,3.52372
2.8,2.5,0.362628,2.394079,4.654794,3.524436
2.8,2.6,0.362628,2.394236,4.655989,3.525112
2.8,2.7,0.362628,2.394384,4.657118,3.525751
2.8,2.8,0.362628,2.394525,4.658187,3.526356
2.8,2.9,0.362628,2.394658,4.659201,3.52693
2.8,3.0,0.362628,2.394785,4.660166,3.527475
2.9,0.0,0.362628,2.369774,4.467049,3.418412
2.9,0.1,0.362628,2.37489,4.507052,3.440971
2.9,0.2,0.362628,2.378559,4.535581,3.45707
2.9,0.3,0.362628,2.381248,4.556403,3.468825
2.9,0.4,0.362628,2.383282,4.572109,3.477696
2.9,0.5,0.362628,2.38487,4.584337,3.484603
2.9,0.6,0.362628,2.386142,4.59412,3.490131
2.9,0.7,0.362628,2.387186,4.602131,3.494659
2.9,0.8,0.362628,2.388058,4.608824,3.498441
2.9,0.9,0.362628,2.3888,4.614509,3.501655
2.9,1.0,0.362628,2.389441,4.619408,3.504424
2.9,1.1,0.362628,2.389999,4.623682,3.506841
2.9,1.2,0.362628,2.390493,4.627451,3.508972
2.9,1.3,0.362628,2.390932,4.630805,3.510868
2.9,1.4,0.362628,2.391326,4.633814,3.51257
2.9,1.5,0.362628,2.391682,4.636531,3.514106
2.9,1.6,0.362628,2.392005,4.639001,3.515503
2.9,1.7,0.362628,2.392301,4.641258,3.51678
2.9,1.8,0.362628,2.392573,4.643331,3.517952
2.9,1.9,0.362628,2.392824,4.645243,3.519034
2.9,2.0,0.362628,2.393057,4.647014,3.520035
2.9,2.1,0.362628,2.393273,4.64866,3.520966
2.9,2.2,0.362628,2.393475,4.650195,3.521835
2.9,2.3,0.362628,2.393663,4.651631,3.522647
2.9,2.4,0.362628,2.39384,4.652979,3.523409
2.9,2.5,0.362628,2.394007,4.654246,3.524126
2.9,2.6,0.362628,2.394164,4.655441,3.524802
2.9,2.7,0.362628,2.394312,4.65657,3.525441
2.9,2.8,0.362628,2.394453,4.657639,3.526046
2.9,2.9,0.362628,2.394586,4.658654,3.52662
2.9,3.0,0.362628,2.394713,4.659618,3.527166
3.0,0.0,0.362628,2.369705,4.466505,3.418105
3.0,0.1,0.362628,2.374821,4.506513,3.440667
3.0,0.2,0.362628,2.37849,4.535045,3.456768
3.0,0.3,0.362628,2.381179,4.555869,3.468524
3.0,0.4,0.362628,2.383213,4.571578,3.477396
3.0,0.5,0.362628,2.384801,4.583807,3.484304
3.0,0.6,0.362628,2.386073,4.593591,3.489832
3.0,0.7,0.362628,2.387117,4.601604,3.49436
3.0,0.8,0.362628,2.38799,4.608297,3.498143
3.0,0.9,0.362628,2.388732,4.613982,3.501357
3.0,1.0,0.362628,2.389372,4.618882,3.504127
3.0,1.1,0.362628,2.389931,4.623157,3.506544
3.0,1.2,0.362628,2.390424,4.626926,3.508675
3.0,1.3,0.362628,2.390863,4.630281,3.510572
3.0,1.4,0.362628,2.391257,4.633289,3.512273
3.0,1.5,0.362628,2.391613,4.636007,3.51381
3.0,1.6,0.362628,2.391937,4.638477,3.515207
3.0,1.7,0.362628,2.392233,4.640735,3.516484
3.0,1.8,0.362628,2.392505,4.642808,3.517656
3.0,1.9,0.362628,2.392756,4.64472,3.518738
3.0,2.0,0.362628,2.392988,4.646491,3.51974
3.0,2.1,0.362628,2.393204,4.648137,3.520671
3.0,2.2,0.362628,2.393406,4.649673,3.521539
3.0,2.3,0.362628,2.393595,4.651109,3.522352
3.0,2.4,0.362628,2.393772,4.652457,3.523114
3.0,2.5,0.362628,2.393938,4.653724,3.523831
3.0,2.6,0.362628,2.394095,4.654919,3.524507
3.0,2.7,0.362628,2.394244,4.656048,3.525146
3.0,2.8,0.362628,2.394384,4.657118,3.525751
3.0,2.9,0.362628,2.394518,4.658132,3.526325
3.0,3.0,0.362628,2.394645,4.659097,3.526871
3.1,0.0,0.362628,2.369639,4.465987,3.417813
3.1,0.1,0.362628,2.374755,4.505999,3.440377
3.1,0.2,0.362628,2.378424,4.534535,3.456479
3.1,0.3,0.362628,2.381113,4.555361,3.468237
3.1,0.4,0.362628,2.383148,4.571071,3.47711
3.1,0.5,0.362628,2.384735,4.583302,3.484018
3.1,0.6,0.362628,2.386008,4.593087,3.489547
3.1,0.7,0.362628,2.387051,4.6011,3.494076
3.1,0.8,0.362628,2.387924,4.607794,3.497859
3.1,0.9,0.362628,2.388666,4.61348,3.501073
3.1,1.0,0.362628,2.389306,4.618381,3.503843
3.1,1.1,0.362628,2.389865,4.622656,3.506261
3.1,1.2,0.362628,2.390358,4.626426,3.508392
3.1,1.3,0.362628,2.390797,4.62978,3.510289
3.1,1.4,0.362628,2.391191,4.63279,3.51199
3.1,1.5,0.362628,2.391548,4.635508,3.513528
3.1,1.6,0.362628,2.391871,4.637978,3.514925
3.1,1.7,0.362628,2.392167,4.640236,3.516201
3.1,1.8,0.362628,2.392439,4.642309,3.517374
3.1,1.9,0.362628,2.39269,4.644221,3.518456
3.1,2.0,0.362628,2.392923,4.645993,3.519458
3.1,2.1,0.362628,2.393139,4.647639,3.520389
3.1,2.2,0.362628,2.39334,4.649175,3.521258
3.1,2.3,0.362628,2.393529,4.650611,3.52207
3.1,2.4,0.362628,2.393706,4.651959,3.522832
3.1,2.5,0.362628,2.393873,4.653226,3.52355
3.1,2.6,0.362628,2.39403,4.654421,3.524226
3.1,2.7,0.362628,2.394178,4.655551,3.524865
3.1,2.8,0.362628,2.394319,4.65662,3.52547
3.1,2.9,0.362628,2.394452,4.657635,3.526044
