alpha,beta,q0,cal_all_rmse,cal_high_rmse,objective
4.8,0.1,0.362628,2.373968,4.499864,3.436916
4.8,0.2,0.362628,2.377639,4.528438,3.453038
4.8,0.3,0.362628,2.380329,4.549293,3.464811
4.8,0.4,0.362628,2.382364,4.565024,3.473694
4.8,0.5,0.362628,2.383952,4.57727,3.480611
4.8,0.6,0.362628,2.385225,4.587068,3.486146
4.8,0.7,0.362628,2.386269,4.595092,3.49068
4.8,0.8,0.362628,2.387142,4.601795,3.494468
4.8,0.9,0.362628,2.387884,4.607488,3.497686
4.8,1.0,0.362628,2.388524,4.612395,3.50046
4.8,1.1,0.362628,2.389084,4.616676,3.50288
4.8,1.2,0.362628,2.389577,4.620451,3.505014
4.8,1.3,0.362628,2.390016,4.62381,3.506913
4.8,1.4,0.362628,2.39041,4.626823,3.508616
4.8,1.5,0.362628,2.390766,4.629544,3.510155
4.8,1.6,0.362628,2.39109,4.632018,3.511554
4.8,1.7,0.362628,2.391386,4.634278,3.512832
4.8,1.8,0.362628,2.391658,4.636354,3.514006
4.8,1.9,0.362628,2.39191,4.638269,3.515089
4.8,2.0,0.362628,2.392142,4.640043,3.516092
4.8,2.1,0.362628,2.392358,4.641691,3.517025
4.8,2.2,0.362628,2.39256,4.643229,3.517894
4.8,2.3,0.362628,2.392749,4.644667,3.518708
4.8,2.4,0.362628,2.392926,4.646016,3.519471
4.8,2.5,0.362628,2.393092,4.647286,3.520189
4.8,2.6,0.362628,2.39325,4.648482,3.520866
4.8,2.7,0.362628,2.393398,4.649613,3.521506
4.8,2.8,0.362628,2.393539,4.650684,3.522111
4.8,2.9,0.362628,2.393672,4.6517,3.522686
4.8,3.0,0.362628,2.393799,4.652666,3.523233
4.9,0.0,0.362628,2.368818,4.459538,3.414178
4.9,0.1,0.362628,2.373935,4.499608,3.436772
4.9,0.2,0.362628,2.377606,4.528184,3.452895
4.9,0.3,0.362628,2.380296,4.549039,3.464668
4.9,0.4,0.362628,2.382331,4.564771,3.473551
4.9,0.5,0.362628,2.383919,4.577018,3.480469
4.9,0.6,0.362628,2.385192,4.586817,3.486005
4.9,0.7,0.362628,2.386236,4.594841,3.490539
4.9,0.8,0.362628,2.387109,4.601544,3.494327
4.9,0.9,0.362628,2.387852,4.607238,3.497545
4.9,1.0,0.362628,2.388492,4.612145,3.500319
4.9,1.1,0.362628,2.389051,4.616426,3.502739
4.9,1.2,0.362628,2.389544,4.620201,3.504873
4.9,1.3,0.362628,2.389983,4.62356,3.506772
4.9,1.4,0.362628,2.390378,4.626574,3.508476
4.9,1.5,0.362628,2.390734,4.629295,3.510015
4.9,1.6,0.362628,2.391058,4.631769,3.511413
4.9,1.7,0.362628,2.391354,4.63403,3.512692
4.9,1.8,0.362628,2.391626,4.636106,3.513866
4.9,1.9,0.362628,2.391877,4.638021,3.514949
4.9,2.0,0.362628,2.39211,4.639794,3.515952
4.9,2.1,0.362628,2.392326,4.641443,3.516884
4.9,2.2,0.362628,2.392527,4.642981,3.517754
4.9,2.3,0.362628,2.392716,4.644419,3.518568
4.9,2.4,0.362628,2.392893,4.645769,3.519331
4.9,2.5,0.362628,2.39306,4.647038,3.520049
4.9,2.6,0.362628,2.393217,4.648235,3.520726
4.9,2.7,0.362628,2.393366,4.649365,3.521365
4.9,2.8,0.362628,2.393506,4.650436,3.521971
4.9,2.9,0.362628,2.39364,4.651452,3.522546
4.9,3.0,0.362628,2.393767,4.652418,3.523093
5.0,0.0,0.362628,2.368786,4.459288,3.414037
5.0,0.1,0.362628,2.373903,4.49936,3.436632
5.0,0.2,0.362628,2.377574,4.527938,3.452756
5.0,0.3,0.362628,2.380264,4.548794,3.464529
5.0,0.4,0.362628,2.382299,4.564527,3.473413
5.0,0.5,0.362628,2.383888,4.576775,3.480331
5.0,0.6,0.362628,2.38516,4.586574,3.485867
5.0,0.7,0.362628,2.386204,4.594599,3.490402
5.0,0.8,0.362628,2.387078,4.601302,3.49419
5.0,0.9,0.362628,2.38782,4.606996,3.497408
5.0,1.0,0.362628,2.38846,4.611903,3.500182
5.0,1.1,0.362628,2.389019,4.616185,3.502602
5.0,1.2,0.362628,2.389513,4.61996,3.504736
5.0,1.3,0.362628,2.389952,4.623319,3.506636
5.0,1.4,0.362628,2.390346,4.626332,3.508339
5.0,1.5,0.362628,2.390702,4.629054,3.509878
5.0,1.6,0.362628,2.391026,4.631528,3.511277
5.0,1.7,0.362628,2.391322,4.633789,3.512556
5.0,1.8,0.362628,2.391594,4.635865,3.51373
5.0,1.9,0.362628,2.391845,4.63778,3.514813
5.0,2.0,0.362628,2.392078,4.639554,3.515816
5.0,2.1,0.362628,2.392294,4.641203,3.516748
5.0,2.2,0.362628,2.392496,4.64274,3.517618
5.0,2.3,0.362628,2.392685,4.644179,3.518432
5.0,2.4,0.362628,2.392862,4.645528,3.519195
5.0,2.5,0.362628,2.393028,4.646798,3.519913
5.0,2.6,0.362628,2.393186,4.647994,3.52059
5.0,2.7,0.362628,2.393334,4.649125,3.52123
5.0,2.8,0.362628,2.393475,4.650196,3.521836
5.0,2.9,0.362628,2.393608,4.651213,3.52241
5.0,3.0,0.362628,2.393735,4.652179,3.522957
