lambda,eta,asymptotic_effective_excess,cal_all_rmse,cal_high_rmse,objective
0.0,0.0,INF,2.378185,4.53268,3.455432
0.1,0.0,INF,2.375026,4.508113,3.44157
0.2,0.0,INF,2.371936,4.483982,3.427959
0.3,0.0,INF,2.368914,4.460294,3.414604
0.4,0.0,INF,2.365962,4.437055,3.401508
0.5,0.0,INF,2.363079,4.414272,3.388675
0.6,0.0,INF,2.360266,4.391953,3.376109
0.7,0.0,INF,2.357522,4.370104,3.363813
0.8,0.0,INF,2.354849,4.348734,3.351791
0.9,0.0,INF,2.352246,4.327848,3.340047
1.0,0.0,INF,2.349714,4.307455,3.328584
1.1,0.0,INF,2.347253,4.28756,3.317406
1.2,0.0,INF,2.344863,4.268171,3.306517
1.3,0.0,INF,2.342544,4.249295,3.29592
1.4,0.0,INF,2.340296,4.230939,3.285618
1.5,0.0,INF,2.338121,4.213109,3.275615
1.6,0.0,INF,2.336017,4.195813,3.265915
1.7,0.0,INF,2.333986,4.179056,3.256521
1.8,0.0,INF,2.332026,4.162846,3.247436
1.9,0.0,INF,2.330139,4.147189,3.238664
2.0,0.0,INF,2.328325,4.132091,3.230208
2.1,0.0,INF,2.326584,4.117558,3.222071
2.2,0.0,INF,2.324916,4.103596,3.214256
2.3,0.0,INF,2.323321,4.090211,3.206766
2.4,0.0,INF,2.321799,4.077409,3.199604
2.5,0.0,INF,2.32035,4.065196,3.192773
2.6,0.0,INF,2.318976,4.053575,3.186276
2.7,0.0,INF,2.317675,4.042554,3.180114
2.8,0.0,INF,2.316447,4.032136,3.174292
2.9,0.0,INF,2.315294,4.022327,3.16881
3.0,0.0,INF,2.314215,4.01313,3.163673
3.1,0.0,INF,2.31321,4.00455,3.15888
3.2,0.0,INF,2.312279,3.996592,3.154435
3.3,0.0,INF,2.311423,3.989258,3.15034
3.4,0.0,INF,2.310641,3.982552,3.146596
3.5,0.0,INF,2.309933,3.976477,3.143205
3.6,0.0,INF,2.309301,3.971037,3.140169
3.7,0.0,INF,2.308707,3.965928,3.137318
3.8,0.0,INF,2.308143,3.96107,3.134607
3.9,0.0,INF,2.307643,3.956756,3.132199
4.0,0.0,INF,2.307206,3.952987,3.130097
4.1,0.0,INF,2.306833,3.949765,3.128299
4.2,0.0,INF,2.306524,3.947092,3.126808
4.3,0.0,INF,2.306278,3.944969,3.125623
4.4,0.0,INF,2.306096,3.943396,3.124746
4.5,0.0,INF,2.305975,3.942348,3.124161
4.6,0.0,INF,2.30591,3.941784,3.123847
4.7,0.0,INF,2.305901,3.94171,3.123806
4.8,0.0,INF,2.305949,3.942125,3.124037
4.9,0.0,INF,2.306054,3.943029,3.124542
5.0,0.0,INF,2.306215,3.944423,3.125319
5.1,0.0,INF,2.306432,3.946305,3.126369
5.2,0.0,INF,2.306677,3.948419,3.127548
5.3,0.0,INF,2.306967,3.95092,3.128943
5.4,0.0,INF,2.307256,3.953416,3.130336
5.5,0.0,INF,2.307594,3.956339,3.131967
5.6,0.0,INF,2.307983,3.959691,3.133837
5.7,0.0,INF,2.308418,3.963442,3.13593
5.8,0.0,INF,2.308856,3.96721,3.138033
5.9,0.0,INF,2.309301,3.971043,3.140172
6.0,0.0,INF,2.309789,3.975234,3.142511
0.0,0.02,50.0,2.378185,4.53268,3.455432
0.1,0.02,50.0,2.375309,4.510319,3.442814
0.2,0.02,50.0,2.37249,4.488317,3.430403
0.3,0.02,50.0,2.369727,4.466677,3.418202
0.4,0.02,50.0,2.367021,4.445406,3.406214
0.5,0.02,50.0,2.364373,4.424509,3.394441
0.6,0.02,50.0,2.361781,4.40399,3.382886
0.7,0.02,50.0,2.359248,4.383856,3.371552
0.8,0.02,50.0,2.356772,4.364112,3.360442
0.9,0.02,50.0,2.354353,4.344763,3.349558
1.0,0.02,50.0,2.351993,4.325814,3.338903
1.1,0.02,50.0,2.349691,4.30727,3.328481
1.2,0.02,50.0,2.347448,4.289138,3.318293
1.3,0.02,50.0,2.345263,4.271421,3.308342
1.4,0.02,50.0,2.343137,4.254126,3.298631
1.5,0.02,50.0,2.341069,4.237257,3.289163
1.6,0.02,50.0,2.339061,4.22082,3.27994
1.7,0.02,50.0,2.337112,4.204819,3.270965
1.8,0.02,50.0,2.335222,4.18926,3.262241
1.9,0.02,50.0,2.333392,4.174147,3.25377
2.0,0.02,50.0,2.331621,4.159486,3.245554
2.1,0.02,50.0,2.32991,4.145281,3.237596
2.2,0.02,50.0,2.328259,4.131537,3.229898
2.3,0.02,50.0,2.326668,4.118259,3.222463
2.4,0.02,50.0,2.325137,4.10545,3.215294
2.5,0.02,50.0,2.323667,4.093116,3.208391
2.6,0.02,50.0,2.322256,4.081261,3.201759
2.7,0.02,50.0,2.320907,4.069889,3.195398
2.8,0.02,50.0,2.319617,4.059004,3.18931
2.9,0.02,50.0,2.318389,4.048609,3.183499
3.0,0.02,50.0,2.317221,4.038709,3.177965
3.1,0.02,50.0,2.316115,4.029308,3.172711
3.2,0.02,50.0,2.315069,4.020409,3.167739
3.3,0.02,50.0,2.314084,4.012014,3.163049
3.4,0.02,50.0,2.31316,4.004128,3.158644
3.5,0.02,50.0,2.312298,3.996754,3.154526
3.6,0.02,50.0,2.311497,3.989894,3.150695
3.7,0.02,50.0,2.310757,3.98355,3.147154
3.8,0.02,50.0,2.310079,3.977726,3.143902
3.9,0.02,50.0,2.309462,3.972424,3.140943
4.0,0.02,50.0,2.308906,3.967645,3.138276
4.1,0.02,50.0,2.308412,3.963392,3.135902
4.2,0.02,50.0,2.30798,3.959666,3.133823
4.3,0.02,50.0,2.307609,3.956469,3.132039
4.4,0.02,50.0,2.307276,3.953592,3.130434
4.5,0.02,50.0,2.306963,3.950892,3.128928
4.6,0.02,50.0,2.306705,3.948657,3.127681
4.7,0.02,50.0,2.3065,3.946886,3.126693
4.8,0.02,50.0,2.306349,3.945581,3.125965
4.9,0.02,50.0,2.306252,3.944741,3.125496
5.0,0.02,50.0,2.306209,3.944368,3.125288
5.1,0.02,50.0,2.306219,3.944461,3.12534
5.2,0.02,50.0,2.306284,3.945021,3.125652
5.3,0.02,50.0,2.306401,3.946029,3.126215
5.4,0.02,50.0,2.306565,3.947454,3.127009
5.5,0.02,50.0,2.306779,3.949299,3.128039
5.6,0.02,50.0,2.307041,3.951565,3.129303
5.7,0.02,50.0,2.307352,3.95425,3.130801
5.8,0.02,50.0,2.30771,3.957334,3.132522
5.9,0.02,50.0,2.308086,3.960581,3.134334
6.0,0.02,50.0,2.308506,3.964201,3.136354
0.0,0.04,25.0,2.378185,4.53268,3.455432
0.1,0.04,25.0,2.375535,4.512079,3.443807
0.2,0.04,25.0,2.372933,4.491782,3.432357
0.3,0.04,25.0,2.370379,4.471793,3.421086
0.4,0.04,25.0,2.367874,4.452116,3.409995
0.5,0.04,25.0,2.365417,4.432757,3.399087
0.6,0.04,25.0,2.363009,4.413717,3.388363
0.7,0.04,25.0,2.360649,4.395003,3.377826
0.8,0.04,25.0,2.358339,4.376618,3.367478
0.9,0.04,25.0,2.356078,4.358566,3.357322
1.0,0.04,25.0,2.353866,4.340851,3.347358
1.1,0.04,25.0,2.351703,4.323478,3.33759
1.2,0.04,25.0,2.34959,4.30645,3.32802
1.3,0.04,25.0,2.347526,4.289772,3.318649
1.4,0.04,25.0,2.345512,4.273448,3.30948
1.5,0.04,25.0,2.343549,4.257482,3.300515
1.6,0.04,25.0,2.341635,4.241878,3.291756
1.7,0.04,25.0,2.339771,4.22664,3.283205
1.8,0.04,25.0,2.337958,4.211771,3.274865
1.9,0.04,25.0,2.336195,4.197277,3.266736
2.0,0.04,25.0,2.334483,4.18316,3.258821
2.1,0.04,25.0,2.332821,4.169425,3.251123
2.2,0.04,25.0,2.33121,4.156076,3.243643
2.3,0.04,25.0,2.329649,4.143115,3.236382
2.4,0.04,25.0,2.32814,4.130547,3.229344
2.5,0.04,25.0,2.326682,4.118376,3.222529
2.6,0.04,25.0,2.325275,4.106604,3.215939
2.7,0.04,25.0,2.323919,4.095236,3.209577
2.8,0.04,25.0,2.322614,4.084274,3.203444
2.9,0.04,25.0,2.321361,4.073722,3.197542
3.0,0.04,25.0,2.32016,4.063584,3.191872
3.1,0.04,25.0,2.319009,4.053862,3.186436
3.2,0.04,25.0,2.317911,4.044559,3.181235
3.3,0.04,25.0,2.316864,4.035678,3.176271
3.4,0.04,25.0,2.315869,4.027222,3.171546
3.5,0.04,25.0,2.314926,4.019194,3.16706
3.6,0.04,25.0,2.314035,4.011596,3.162816
3.7,0.04,25.0,2.313196,4.004431,3.158813
3.8,0.04,25.0,2.312409,3.997701,3.155055
3.9,0.04,25.0,2.311674,3.991408,3.151541
4.0,0.04,25.0,2.310991,3.985554,3.148272
4.1,0.04,25.0,2.31036,3.980141,3.145251
4.2,0.04,25.0,2.309781,3.975172,3.142477
4.3,0.04,25.0,2.309255,3.970647,3.139951
4.4,0.04,25.0,2.308781,3.966568,3.137675
4.5,0.04,25.0,2.30836,3.962937,3.135648
4.6,0.04,25.0,2.30799,3.959754,3.133872
4.7,0.04,25.0,2.307674,3.957022,3.132348
4.8,0.04,25.0,2.307409,3.95474,3.131075
4.9,0.04,25.0,2.307197,3.95291,3.130054
5.0,0.04,25.0,2.307038,3.951532,3.129285
5.1,0.04,25.0,2.306914,3.950464,3.128689
5.2,0.04,25.0,2.306804,3.949518,3.128161
5.3,0.04,25.0,2.306742,3.948976,3.127859
5.4,0.04,25.0,2.306725,3.948836,3.127781
5.5,0.04,25.0,2.306756,3.949101,3.127928
5.6,0.04,25.0,2.306833,3.949768,3.128301
5.7,0.04,25.0,2.306957,3.950839,3.128898
5.8,0.04,25.0,2.307128,3.952312,3.12972
5.9,0.04,25.0,2.307345,3.954188,3.130766
6.0,0.04,25.0,2.307609,3.956465,3.132037
0.0,0.06,16.666667,2.378185,4.53268,3.455432
0.1,0.06,16.666667,2.375721,4.513528,3.444624
0.2,0.06,16.666667,2.373299,4.494641,3.43397
0.3,0.06,16.666667,2.370919,4.476021,3.42347
0.4,0.06,16.666667,2.36858,4.457673,3.413127
0.5,0.06,16.666667,2.366284,4.439599,3.402942
0.6,0.06,16.666667,2.364031,4.421803,3.392917
0.7,0.06,16.666667,2.361819,4.404288,3.383053
0.8,0.06,16.666667,2.35965,4.387058,3.373354
0.9,0.06,16.666667,2.357524,4.370116,3.36382
1.0,0.06,16.666667,2.35544,4.353465,3.354452
1.1,0.06,16.666667,2.353399,4.337108,3.345254
1.2,0.06,16.666667,2.351401,4.32105,3.336226
1.3,0.06,16.666667,2.349446,4.305294,3.32737
1.4,0.06,16.666667,2.347535,4.289841,3.318688
1.5,0.06,16.666667,2.345666,4.274697,3.310182
1.6,0.06,16.666667,2.343841,4.259865,3.301853
1.7,0.06,16.666667,2.34206,4.245346,3.293703
1.8,0.06,16.666667,2.340322,4.231146,3.285734
1.9,0.06,16.666667,2.338627,4.217266,3.277947
2.0,0.06,16.666667,2.336977,4.203711,3.270344
2.1,0.06,16.666667,2.33537,4.190483,3.262927
2.2,0.06,16.666667,2.333808,4.177586,3.255697
2.3,0.06,16.666667,2.332289,4.165021,3.248655
2.4,0.06,16.666667,2.330814,4.152794,3.241804
2.5,0.06,16.666667,2.329384,4.140906,3.235145
2.6,0.06,16.666667,2.327998,4.12936,3.228679
2.7,0.06,16.666667,2.326656,4.11816,3.222408
2.8,0.06,16.666667,2.325359,4.107308,3.216333
2.9,0.06,16.666667,2.324106,4.096807,3.210456
3.0,0.06,16.666667,2.322898,4.086659,3.204779
3.1,0.06,16.666667,2.321735,4.076868,3.199301
3.2,0.06,16.666667,2.320616,4.067435,3.194025
3.3,0.06,16.666667,2.319542,4.058364,3.188953
3.4,0.06,16.666667,2.318513,4.049657,3.184085
3.5,0.06,16.666667,2.317528,4.041315,3.179422
3.6,0.06,16.666667,2.316589,4.033342,3.174966
3.7,0.06,16.666667,2.315695,4.02574,3.170717
3.8,0.06,16.666667,2.314846,4.01851,3.166678
3.9,0.06,16.666667,2.314042,4.011655,3.162849
4.0,0.06,16.666667,2.313283,4.005177,3.15923
4.1,0.06,16.666667,2.31257,3.999077,3.155823
4.2,0.06,16.666667,2.311901,3.993357,3.152629
4.3,0.06,16.666667,2.311278,3.988019,3.149649
4.4,0.06,16.666667,2.310701,3.983064,3.146882
4.5,0.06,16.666667,2.310168,3.978494,3.144331
4.6,0.06,16.666667,2.309681,3.974311,3.141996
4.7,0.06,16.666667,2.30924,3.970514,3.139877
4.8,0.06,16.666667,2.308844,3.967106,3.137975
4.9,0.06,16.666667,2.308493,3.964088,3.136291
5.0,0.06,16.666667,2.308188,3.96146,3.134824
5.1,0.06,16.666667,2.307929,3.959222,3.133576
5.2,0.06,16.666667,2.307715,3.957377,3.132546
5.3,0.06,16.666667,2.307546,3.955924,3.131735
5.4,0.06,16.666667,2.307423,3.954864,3.131144
5.5,0.06,16.666667,2.307346,3.954197,3.130771
5.6,0.06,16.666667,2.307314,3.953923,3.130619
5.7,0.06,16.666667,2.307328,3.954042,3.130685
5.8,0.06,16.666667,2.307377,3.954462,3.13092
5.9,0.06,16.666667,2.307435,3.954961,3.131198
6.0,0.06,16.666667,2.307534,3.955814,3.131674
0.0,0.08,12.5,2.378185,4.53268,3.455432
0.1,0.08,12.5,2.375878,4.51475,3.445314
0.2,0.08,12.5,2.373608,4.497055,3.435332
0.3,0.08,12.5,2.371375,4.479596,3.425486
0.4,0.08,12.5,2.369179,4.462377,3.415778
0.5,0.08,12.5,2.367021,4.4454,3.40621
0.6,0.08,12.5,2.364899,4.428668,3.396783
0.7,0.08,12.5,2.362815,4.412184,3.387499
0.8,0.08,12.5,2.360769,4.39595,3.378359
0.9,0.08,12.5,2.35876,4.37997,3.369365
1.0,0.08,12.5,2.356788,4.364245,3.360517
1.1,0.08,12.5,2.354855,4.34878,3.351818
1.2,0.08,12.5,2.352959,4.333577,3.343268
1.3,0.08,12.5,2.351102,4.318638,3.33487
1.4,0.08,12.5,2.349282,4.303966,3.326624
1.5,0.08,12.5,2.3475,4.289564,3.318532
1.6,0.08,12.5,2.345757,4.275435,3.310596
1.7,0.08,12.5,2.344052,4.261581,3.302817
1.8,0.08,12.5,2.342386,4.248005,3.295196
1.9,0.08,12.5,2.340758,4.23471,3.287734
2.0,0.08,12.5,2.339168,4.221699,3.280434
2.1,0.08,12.5,2.337617,4.208974,3.273295
2.2,0.08,12.5,2.336105,4.196537,3.266321
2.3,0.08,12.5,2.334632,4.184391,3.259512
2.4,0.08,12.5,2.333197,4.17254,3.252868
2.5,0.08,12.5,2.331802,4.160984,3.246393
2.6,0.08,12.5,2.330445,4.149727,3.240086
2.7,0.08,12.5,2.329127,4.138772,3.23395
2.8,0.08,12.5,2.327849,4.12812,3.227985
2.9,0.08,12.5,2.32661,4.117774,3.222192
3.0,0.08,12.5,2.32541,4.107736,3.216573
3.1,0.08,12.5,2.324249,4.098009,3.211129
3.2,0.08,12.5,2.323128,4.088595,3.205862
3.3,0.08,12.5,2.322047,4.079495,3.200771
3.4,0.08,12.5,2.321004,4.070713,3.195859
3.5,0.08,12.5,2.320002,4.062249,3.191126
3.6,0.08,12.5,2.319038,4.054107,3.186573
3.7,0.08,12.5,2.318115,4.046288,3.182201
3.8,0.08,12.5,2.317231,4.038793,3.178012
3.9,0.08,12.5,2.316387,4.031626,3.174006
4.0,0.08,12.5,2.315583,4.024786,3.170185
4.1,0.08,12.5,2.314819,4.018277,3.166548
4.2,0.08,12.5,2.314094,4.0121,3.163097
4.3,0.08,12.5,2.313409,4.006256,3.159833
4.4,0.08,12.5,2.312765,4.000746,3.156756
4.5,0.08,12.5,2.31216,3.995573,3.153867
4.6,0.08,12.5,2.311595,3.990737,3.151166
4.7,0.08,12.5,2.311071,3.98624,3.148655
4.8,0.08,12.5,2.310586,3.982082,3.146334
4.9,0.08,12.5,2.310142,3.978266,3.144204
5.0,0.08,12.5,2.309737,3.974791,3.142264
5.1,0.08,12.5,2.309373,3.971659,3.140516
5.2,0.08,12.5,2.309049,3.968871,3.13896
5.3,0.08,12.5,2.308765,3.966426,3.137596
5.4,0.08,12.5,2.308521,3.964327,3.136424
5.5,0.08,12.5,2.308317,3.962573,3.135445
5.6,0.08,12.5,2.308154,3.961165,3.13466
5.7,0.08,12.5,2.308031,3.960104,3.134067
5.8,0.08,12.5,2.307948,3.959389,3.133668
5.9,0.08,12.5,2.307905,3.959021,3.133463
6.0,0.08,12.5,2.307903,3.958999,3.133451
0.0,0.1,10.0,2.378185,4.53268,3.455432
0.1,0.1,10.0,2.376013,4.5158,3.445907
0.2,0.1,10.0,2.373874,4.499131,3.436502
0.3,0.1,10.0,2.371768,4.482673,3.427221
0.4,0.1,10.0,2.369696,4.46643,3.418063
0.5,0.1,10.0,2.367656,4.450403,3.409029
0.6,0.1,10.0,2.36565,4.434595,3.400122
0.7,0.1,10.0,2.363677,4.419008,3.391343
0.8,0.1,10.0,2.361738,4.403645,3.382691
0.9,0.1,10.0,2.359832,4.388508,3.37417
1.0,0.1,10.0,2.35796,4.373599,3.36578
1.1,0.1,10.0,2.356122,4.358921,3.357522
1.2,0.1,10.0,2.354318,4.344476,3.349397
1.3,0.1,10.0,2.352547,4.330266,3.341407
1.4,0.1,10.0,2.350811,4.316294,3.333552
1.5,0.1,10.0,2.349108,4.302562,3.325835
1.6,0.1,10.0,2.34744,4.289073,3.318256
1.7,0.1,10.0,2.345806,4.275827,3.310816
1.8,0.1,10.0,2.344206,4.262829,3.303517
1.9,0.1,10.0,2.34264,4.25008,3.29636
2.0,0.1,10.0,2.341109,4.237582,3.289346
2.1,0.1,10.0,2.339612,4.225338,3.282475
2.2,0.1,10.0,2.33815,4.21335,3.27575
2.3,0.1,10.0,2.336723,4.201619,3.269171
2.4,0.1,10.0,2.33533,4.190149,3.262739
2.5,0.1,10.0,2.333972,4.178941,3.256456
2.6,0.1,10.0,2.332648,4.167998,3.250323
2.7,0.1,10.0,2.33136,4.157321,3.24434
2.8,0.1,10.0,2.330106,4.146913,3.238509
2.9,0.1,10.0,2.328888,4.136775,3.232831
3.0,0.1,10.0,2.327704,4.12691,3.227307
3.1,0.1,10.0,2.326556,4.117319,3.221937
3.2,0.1,10.0,2.325442,4.108005,3.216724
3.3,0.1,10.0,2.324364,4.09897,3.211667
3.4,0.1,10.0,2.323321,4.090214,3.206768
3.5,0.1,10.0,2.322313,4.081741,3.202027
3.6,0.1,10.0,2.321341,4.073551,3.197446
3.7,0.1,10.0,2.320404,4.065647,3.193025
3.8,0.1,10.0,2.319502,4.05803,3.188766
3.9,0.1,10.0,2.318636,4.050702,3.184669
4.0,0.1,10.0,2.317805,4.043664,3.180735
4.1,0.1,10.0,2.31701,4.036918,3.176964
4.2,0.1,10.0,2.316251,4.030465,3.173358
4.3,0.1,10.0,2.315527,4.024307,3.169917
4.4,0.1,10.0,2.314838,4.018445,3.166642
4.5,0.1,10.0,2.314186,4.012881,3.163533
4.6,0.1,10.0,2.313569,4.007615,3.160592
4.7,0.1,10.0,2.312987,4.002649,3.157818
4.8,0.1,10.0,2.312442,3.997984,3.155213
4.9,0.1,10.0,2.311932,3.993621,3.152776
5.0,0.1,10.0,2.311458,3.989561,3.150509
5.1,0.1,10.0,2.31102,3.985805,3.148412
5.2,0.1,10.0,2.310618,3.982353,3.146485
5.3,0.1,10.0,2.310251,3.979207,3.144729
5.4,0.1,10.0,2.309921,3.976368,3.143144
5.5,0.1,10.0,2.309626,3.973835,3.141731
5.6,0.1,10.0,2.309367,3.97161,3.140489
5.7,0.1,10.0,2.309144,3.969693,3.139419
5.8,0.1,10.0,2.308957,3.968085,3.138521
5.9,0.1,10.0,2.308806,3.966785,3.137796
6.0,0.1,10.0,2.308691,3.965794,3.137243
0.0,0.12,8.333333,2.378185,4.53268,3.455432
0.1,0.12,8.333333,2.376131,4.516716,3.446423
0.2,0.12,8.333333,2.374106,4.500941,3.437524
0.3,0.12,8.333333,2.372111,4.485358,3.428735
0.4,0.12,8.333333,2.370147,4.469969,3.420058
0.5,0.12,8.333333,2.368212,4.454776,3.411494
0.6,0.12,8.333333,2.366307,4.43978,3.403044
0.7,0.12,8.333333,2.364433,4.424984,3.394709
0.8,0.12,8.333333,2.362589,4.41039,3.386489
0.9,0.12,8.333333,2.360775,4.396,3.378387
1.0,0.12,8.333333,2.358991,4.381815,3.370403
1.1,0.12,8.333333,2.357238,4.367838,3.362538
1.2,0.12,8.333333,2.355516,4.354071,3.354793
1.3,0.12,8.333333,2.353824,4.340515,3.34717
1.4,0.12,8.333333,2.352162,4.327174,3.339668
1.5,0.12,8.333333,2.350532,4.314048,3.33229
1.6,0.12,8.333333,2.348932,4.301139,3.325036
1.7,0.12,8.333333,2.347363,4.288451,3.317907
1.8,0.12,8.333333,2.345825,4.275984,3.310904
1.9,0.12,8.333333,2.344318,4.263741,3.304029
2.0,0.12,8.333333,2.342842,4.251723,3.297282
2.1,0.12,8.333333,2.341397,4.239932,3.290664
2.2,0.12,8.333333,2.339983,4.228371,3.284177
2.3,0.12,8.333333,2.3386,4.217041,3.277821
2.4,0.12,8.333333,2.337249,4.205944,3.271596
2.5,0.12,8.333333,2.335928,4.195082,3.265505
2.6,0.12,8.333333,2.33464,4.184457,3.259548
2.7,0.12,8.333333,2.333382,4.17407,3.253726
2.8,0.12,8.333333,2.332156,4.163924,3.24804
2.9,0.12,8.333333,2.330962,4.15402,3.242491
3.0,0.12,8.333333,2.329799,4.14436,3.237079
3.1,0.12,8.333333,2.328668,4.134945,3.231806
3.2,0.12,8.333333,2.327568,4.125777,3.226673
3.3,0.12,8.333333,2.3265,4.116858,3.221679
3.4,0.12,8.333333,2.325464,4.10819,3.216827
3.5,0.12,8.333333,2.32446,4.099774,3.212117
3.6,0.12,8.333333,2.323487,4.091612,3.20755
3.7,0.12,8.333333,2.322547,4.083705,3.203126
3.8,0.12,8.333333,2.321638,4.076054,3.198846
3.9,0.12,8.333333,2.320761,4.068661,3.194711
4.0,0.12,8.333333,2.319916,4.061528,3.190722
4.1,0.12,8.333333,2.319103,4.054656,3.18688
4.2,0.12,8.333333,2.318323,4.048046,3.183184
4.3,0.12,8.333333,2.317574,4.0417,3.179637
4.4,0.12,8.333333,2.316857,4.035618,3.176238
4.5,0.12,8.333333,2.316173,4.029803,3.172988
4.6,0.12,8.333333,2.31552,4.024254,3.169887
4.7,0.12,8.333333,2.3149,4.018974,3.166937
4.8,0.12,8.333333,2.314312,4.013962,3.164137
4.9,0.12,8.333333,2.313757,4.009222,3.161489
5.0,0.12,8.333333,2.313233,4.004752,3.158993
5.1,0.12,8.333333,2.312742,4.000554,3.156648
5.2,0.12,8.333333,2.312284,3.99663,3.154457
5.3,0.12,8.333333,2.311857,3.992979,3.152418
5.4,0.12,8.333333,2.311463,3.989603,3.150533
5.5,0.12,8.333333,2.311101,3.986502,3.148802
5.6,0.12,8.333333,2.310772,3.983677,3.147224
5.7,0.12,8.333333,2.310475,3.981128,3.145802
5.8,0.12,8.333333,2.31021,3.978857,3.144533
5.9,0.12,8.333333,2.309978,3.976862,3.14342
6.0,0.12,8.333333,2.309779,3.975146,3.142462
0.0,0.14,7.142857,2.378185,4.53268,3.455432
0.1,0.14,7.142857,2.376234,4.517522,3.446878
0.2,0.14,7.142857,2.374311,4.502538,3.438424
0.3,0.14,7.142857,2.372414,4.487729,3.430072
0.4,0.14,7.142857,2.370545,4.473096,3.421821
0.5,0.14,7.142857,2.368704,4.458641,3.413673
0.6,0.14,7.142857,2.366889,4.444367,3.405628
0.7,0.14,7.142857,2.365103,4.430274,3.397689
0.8,0.14,7.142857,2.363343,4.416365,3.389854
0.9,0.14,7.142857,2.361612,4.402642,3.382127
1.0,0.14,7.142857,2.359907,4.389105,3.374506
1.1,0.14,7.142857,2.358231,4.375757,3.366994
1.2,0.14,7.142857,2.356582,4.3626,3.359591
1.3,0.14,7.142857,2.354962,4.349635,3.352298
1.4,0.14,7.142857,2.353369,4.336864,3.345116
1.5,0.14,7.142857,2.351804,4.324288,3.338046
1.6,0.14,7.142857,2.350267,4.31191,3.331088
1.7,0.14,7.142857,2.348758,4.299731,3.324244
1.8,0.14,7.142857,2.347277,4.287753,3.317515
1.9,0.14,7.142857,2.345824,4.275977,3.310901
2.0,0.14,7.142857,2.3444,4.264406,3.304403
2.1,0.14,7.142857,2.343003,4.25304,3.298022
2.2,0.14,7.142857,2.341635,4.241882,3.291759
2.3,0.14,7.142857,2.340296,4.230933,3.285614
2.4,0.14,7.142857,2.338985,4.220194,3.279589
2.5,0.14,7.142857,2.337702,4.209668,3.273685
2.6,0.14,7.142857,2.336448,4.199356,3.267902
2.7,0.14,7.142857,2.335222,4.18926,3.262241
2.8,0.14,7.142857,2.334025,4.17938,3.256702
2.9,0.14,7.142857,2.332856,4.169719,3.251288
3.0,0.14,7.142857,2.331716,4.160279,3.245998
3.1,0.14,7.142857,2.330605,4.15106,3.240833
3.2,0.14,7.142857,2.329523,4.142064,3.235794
3.3,0.14,7.142857,2.32847,4.133293,3.230881
3.4,0.14,7.142857,2.327445,4.124748,3.226096
3.5,0.14,7.142857,2.326449,4.11643,3.22144
3.6,0.14,7.142857,2.325482,4.108341,3.216912
3.7,0.14,7.142857,2.324544,4.100482,3.212513
3.8,0.14,7.142857,2.323635,4.092855,3.208245
3.9,0.14,7.142857,2.322756,4.085461,3.204108
4.0,0.14,7.142857,2.321905,4.078301,3.200103
4.1,0.14,7.142857,2.321083,4.071376,3.196229
4.2,0.14,7.142857,2.32029,4.064687,3.192489
4.3,0.14,7.142857,2.319527,4.058236,3.188881
4.4,0.14,7.142857,2.318792,4.052024,3.185408
4.5,0.14,7.142857,2.318087,4.046052,3.18207
4.6,0.14,7.142857,2.317411,4.040321,3.178866
4.7,0.14,7.142857,2.316765,4.034832,3.175798
4.8,0.14,7.142857,2.316147,4.029586,3.172867
4.9,0.14,7.142857,2.315559,4.024584,3.170071
5.0,0.14,7.142857,2.315,4.019826,3.167413
5.1,0.14,7.142857,2.314471,4.015315,3.164893
5.2,0.14,7.142857,2.313971,4.01105,3.16251
5.3,0.14,7.142857,2.3135,4.007032,3.160266
5.4,0.14,7.142857,2.313059,4.003262,3.158161
5.5,0.14,7.142857,2.312647,3.999742,3.156194
5.6,0.14,7.142857,2.312265,3.99647,3.154368
5.7,0.14,7.142857,2.311912,3.993449,3.15268
5.8,0.14,7.142857,2.311589,3.990678,3.151133
5.9,0.14,7.142857,2.311295,3.988159,3.149727
6.0,0.14,7.142857,2.31103,3.985891,3.14846
0.0,0.16,6.25,2.378185,4.53268,3.455432
0.1,0.16,6.25,2.376327,4.518241,3.447284
0.2,0.16,6.25,2.374493,4.50396,3.439227
0.3,0.16,6.25,2.372685,4.489841,3.431263
0.4,0.16,6.25,2.370901,4.475884,3.423392
0.5,0.16,6.25,2.369143,4.46209,3.415616
0.6,0.16,6.25,2.367409,4.448462,3.407936
0.7,0.16,6.25,2.365701,4.435,3.400351
0.8,0.16,6.25,2.364018,4.421706,3.392862
0.9,0.16,6.25,2.362361,4.408583,3.385472
1.0,0.16,6.25,2.360728,4.39563,3.378179
1.1,0.16,6.25,2.359121,4.38285,3.370986
1.2,0.16,6.25,2.35754,4.370245,3.363892
1.3,0.16,6.25,2.355984,4.357816,3.3569
1.4,0.16,6.25,2.354453,4.345563,3.350008
1.5,0.16,6.25,2.352948,4.33349,3.343219
1.6,0.16,6.25,2.351469,4.321597,3.336533
1.7,0.16,6.25,2.350016,4.309885,3.32995
1.8,0.16,6.25,2.348588,4.298357,3.323473
1.9,0.16,6.25,2.347186,4.287014,3.3171
2.0,0.16,6.25,2.345809,4.275857,3.310833
2.1,0.16,6.25,2.344459,4.264888,3.304674
2.2,0.16,6.25,2.343134,4.254108,3.298621
2.3,0.16,6.25,2.341836,4.243519,3.292677
