simulation_id,candidate_id,source_manifest,source_path,source_experiment,source,source_class,source_pool,sampling_method,seed,observation_independent,observed_directed,observed_directed_evidence,parameterization,parameter_dim,parameter_vector_available,parameter_vector_hash,parameter_vector_hash_computed,parameter_vector_path,feature_root,qsim_path,qsim_available,qsim_period,qsim_rows,qsim_sha256,objective_available,status,physical_swat_run,validation_or_final_data_touched,development_only,validation_touched,final_test_touched,contains_locked_validation,contains_final_test,paper_contamination,usable_for_A1_A2,usable_for_A1,usable_for_A2,study_area,swat_revision,record_kind,notes
archive-index:007204:PILOT-PROPOSAL-Random-42-0027,PILOT-PROPOSAL-Random-42-0027,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0027,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,fd6d109c5e67307a821bf75bd1a5f73b6d48e5f9da77bfd8119c4d964c0539f2,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0027,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007205:PILOT-PROPOSAL-Random-42-0028,PILOT-PROPOSAL-Random-42-0028,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0028,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,d68e8ef8aa9fc82354d02a619e0cab650c1232997a3e247d1db79c7889d018b9,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0028,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007206:PILOT-PROPOSAL-Random-42-0029,PILOT-PROPOSAL-Random-42-0029,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0029,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,b6fcf0e761bbc4c767dd1195f45f2d4464673660df5fa6548bd41c4b7f87d09e,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0029,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007207:PILOT-PROPOSAL-Random-42-0030,PILOT-PROPOSAL-Random-42-0030,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0030,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,9445dae40fa7fa0061f09a752d1a5b44c8f598a77e482c7041fc204fb3e9e945,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0030,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007208:PILOT-PROPOSAL-Random-42-0031,PILOT-PROPOSAL-Random-42-0031,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0031,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,55101b67cf6057e95156e4dac729b040fb5209a3ea67a017556ea71f467d07ec,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0031,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007209:PILOT-PROPOSAL-Random-42-0032,PILOT-PROPOSAL-Random-42-0032,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0032,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,b0a486503fae6f9e46cc9765ae5050bc818849082df90a034bebb51010b565db,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0032,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007210:PILOT-PROPOSAL-Random-42-0033,PILOT-PROPOSAL-Random-42-0033,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0033,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,af22456333c2a602ee5dd1eb9f73699aad8301dc92903c7f05ed43ce6efe53dc,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0033,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007211:PILOT-PROPOSAL-Random-42-0034,PILOT-PROPOSAL-Random-42-0034,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0034,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,2cf3ef22e45cfc725fc0d00298cab6c9ea1630666fe990ed985c44ef30871596,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0034,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007212:PILOT-PROPOSAL-Random-42-0035,PILOT-PROPOSAL-Random-42-0035,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0035,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,ab7f5aa23b70a93ecaa6f140d641ddf6047d6bf66315772a4f7ee665d1509477,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0035,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007213:PILOT-PROPOSAL-Random-42-0036,PILOT-PROPOSAL-Random-42-0036,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0036,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,9f86f572590a87aba02f65c39dd29b7530ec70711592b8774c161ebf93afee93,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0036,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007214:PILOT-PROPOSAL-Random-42-0037,PILOT-PROPOSAL-Random-42-0037,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0037,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,84492332de95f065b881ad01d8eeca834b907cd41d7bab8d6c8020b32b2a729e,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0037,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007215:PILOT-PROPOSAL-Random-42-0038,PILOT-PROPOSAL-Random-42-0038,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0038,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,e4fe67df09b484e0a6e46c70e3bfcba7627e9425a43fa174cc028594c1f81cae,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0038,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007216:PILOT-PROPOSAL-Random-42-0039,PILOT-PROPOSAL-Random-42-0039,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0039,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,9635d57ebc9408f73a9810478b3044040f3581e96d5660d41aad3b59ba5e7ce1,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0039,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007217:PILOT-PROPOSAL-Random-42-0040,PILOT-PROPOSAL-Random-42-0040,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0040,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,8e52a97f85702ede5f71d2501e7a32549c9fc67c7559214d3dbec8762fce3684,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0040,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007218:PILOT-PROPOSAL-Random-42-0041,PILOT-PROPOSAL-Random-42-0041,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0041,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,c1fe7596b5451b752ad16e5627697f6323502829309cfcb0cb7f7185b3c985f8,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0041,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007219:PILOT-PROPOSAL-Random-42-0042,PILOT-PROPOSAL-Random-42-0042,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0042,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,e9997c2ee30d95435785763902d7bb353942d4b4b6925e026d7a9b40d02a61e0,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0042,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007220:PILOT-PROPOSAL-Random-42-0043,PILOT-PROPOSAL-Random-42-0043,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0043,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,03063ce24cc7b2b498523773c96210a7e0a8c0809e79b99e630fa759f1e81124,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0043,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007221:PILOT-PROPOSAL-Random-42-0044,PILOT-PROPOSAL-Random-42-0044,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0044,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,0bb87085d1121c4fd8d85f336f1cf17a86f12a316635ee096cb0995b52f84ba6,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0044,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007222:PILOT-PROPOSAL-Random-42-0045,PILOT-PROPOSAL-Random-42-0045,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0045,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,254f92d87fda7d9304bfc1fd3fcfdd4c01d89ae51c83cefb5f299f1f60dd3734,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0045,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007223:PILOT-PROPOSAL-Random-42-0046,PILOT-PROPOSAL-Random-42-0046,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0046,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,10ab15f9f692820c51c98aa6fccce888e68f5c2f4b0327efc4565dff3dc7f0c0,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0046,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007224:PILOT-PROPOSAL-Random-42-0047,PILOT-PROPOSAL-Random-42-0047,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0047,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,1b786c9c16100ef368c783a3e410aef7ada19aa0eed8ca9a77e444e5bd63258c,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0047,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
archive-index:007225:PILOT-PROPOSAL-Random-42-0048,PILOT-PROPOSAL-Random-42-0048,D:\SWAT+_3V3\A_SouthBranchPotomac\DEEP_CAL_SWAT\04_real_swat_runs\EXISTING_REAL_SWAT_ASSET_INDEX.csv,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0048,Knowledge-guided calibration V1/V2,Knowledge-guided calibration V1/V2,optimizer_directed,optimizer_directed,unknown_legacy_archive,,NO,YES,archive source=Knowledge-guided calibration V1/V2,heterogeneous_archive_unknown_dim,0,YES,1d29257e3298a274786f3a5d25c2703509ec7855645847c4e753d7b46f94bc32,,,D:\SWAT+_3V3\A_SouthBranchPotomac\KNOWLEDGE_GUIDED_CALIBRATION_EXECUTION\pilot_seed_42\arms\Random\pilot_results.csv#candidate_id=PILOT-PROPOSAL-Random-42-0048,,NO,development_only_claimed_by_archive_audit,0,,YES,COMPLETE,UNKNOWN,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,A_SOUTH_BRANCH_POTOMAC,62,historical_archive_index,legacy observed-directed archive; reference only
